#髪型設定ファイル,
#アイテムの髪設定,,,,,ウィンドウ表示メッセージ,
#アイテムID,性別,髪型ID,髪型オプションID,管理グループ,髪型名,オプション名,髪型変更前NPCセリフ,髪型変更後NPCセリフ,備考,
10075277,2,240,-1,0,ミナヅキとおそろいロングヘアー,ベール無し,わぁ～お?$R君は『ミナヅキの紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこの守護魔の力を！$R…いまなら素敵な髪型を君に$Rプレゼントできそうだよ。$R$R$Rどうだい？$R『ミナヅキの紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rやっぱりベールを$R付けて欲しいと言うなら$Rいつでも取り付けてあげるから$Rまたおいでよ。,ミナヅキの紹介状,
10075277,2,241,-1,0,ミナヅキとおそろいロングヘアー,ベール有り,わぁ～お?$R君は『ミナヅキの紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこの守護魔の力を！$R…いまなら素敵な髪型を君に$Rプレゼントできそうだよ。$R$R$Rどうだい？$R『ミナヅキの紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rベールが気に入らなかったら$Rいつでも取り外してあげるから$Rまたおいでよ。,ミナヅキの紹介状,
10075277,2,242,145,1,紳士風ポニテ,なし,わぁ～お?$R君は『ミナヅキの紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこの守護魔の力を！$R…いまなら素敵な髪型を君に$Rプレゼントできそうだよ。$R$R$Rどうだい？$R『ミナヅキの紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rまたおいでよ。,ミナヅキの紹介状,
10075278,2,243,-1,0,ペペンとおそろいショート,なし,わぁ～お?$R君は『南極の紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこの南極の力を！$R…いまなら素敵な髪型を君に$Rプレゼントできそうだよ。$R$R$Rどうだい？$R『南極の紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rまたおいでよ。,南極の紹介状,
10075278,2,244,146,1,三つ編みツインテール,なし,わぁ～お?$R君は『南極の紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこの南極の力を！$R…いまなら素敵な髪型を君に$Rプレゼントできそうだよ。$R$R$Rどうだい？$R『南極の紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rまたおいでよ。,南極の紹介状,
10075279,2,245,-1,0,フミツキとおそろいツーサイドアップ,なし,わぁ～お?$R君は『フミツキの紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこの守護魔の力を！$R…いまなら素敵な髪型を君に$Rプレゼントできそうだよ。$R$R$Rどうだい？$R『フミツキの紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rまたおいでよ。,フミツキの紹介状,
10075279,2,246,-1,1,ウェーブオールバック,なし,わぁ～お?$R君は『フミツキの紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこの守護魔の力を！$R…いまなら素敵な髪型を君に$Rプレゼントできそうだよ。$R$R$Rどうだい？$R『フミツキの紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rまたおいでよ。,フミツキの紹介状,
10075280,2,248,-1,0,サラマンダーとおそろいおさげ,髪飾り有り,わぁ～お?$R君は『アラビアンナイトの紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこのアラビアンナイトの力を！$R…いまなら素敵な髪型を君に$Rプレゼントできそうだよ。$R$R$Rどうだい？$R『アラビアンナイトの紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$R髪飾りが気に入らなかったら$Rいつでも取り外してあげるから$Rまたおいでよ。,アラビアンナイトの紹介状,
10075280,2,249,-1,0,サラマンダーとおそろいおさげ,髪飾り無し,わぁ～お?$R君は『アラビアンナイトの紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこのアラビアンナイトの力を！$R…いまなら素敵な髪型を君に$Rプレゼントできそうだよ。$R$R$Rどうだい？$R『アラビアンナイトの紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rやっぱり髪飾りを$R付けて欲しいと言うなら$Rいつでも取り付けてあげるから$Rまたおいでよ。,アラビアンナイトの紹介状,
10075280,2,250,-1,1,ターバン付きショート,ターバン有り,わぁ～お?$R君は『アラビアンナイトの紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこのアラビアンナイトの力を！$R…いまなら素敵な髪型を君に$Rプレゼントできそうだよ。$R$R$Rどうだい？$R『アラビアンナイトの紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rターバンが気に入らなかったら$Rいつでも取り外してあげるから$Rまたおいでよ。,アラビアンナイトの紹介状,
10075280,2,251,-1,1,ターバン付きショート,ターバン無し,わぁ～お?$R君は『アラビアンナイトの紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこのアラビアンナイトの力を！$R…いまなら素敵な髪型を君に$Rプレゼントできそうだよ。$R$R$Rどうだい？$R『アラビアンナイトの紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rやっぱりターバンを$R付けて欲しいと言うなら$Rいつでも取り付けてあげるから$Rまたおいでよ。,アラビアンナイトの紹介状,
10075281,2,252,-1,0,ハヅキとおそろいミディアム,なし,わぁ～お?$R君は『ハヅキの紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこの守護魔の力を！$R…いまなら素敵な髪型を君に$Rプレゼントできそうだよ。$R$R$Rどうだい？$R『ハヅキの紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rまたおいでよ。,ハヅキの紹介状,
10075281,2,253,147,1,サラサラロングツインテ,なし,わぁ～お?$R君は『ハヅキの紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこの守護魔の力を！$R…いまなら素敵な髪型を君に$Rプレゼントできそうだよ。$R$R$Rどうだい？$R『ハヅキの紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rまたおいでよ。,ハヅキの紹介状,
10075282,2,256,148,0,ミニー?ドゥとおそろいポニテ,なし,わぁ～お?$R君は『おかしな紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこのおかしな力を！$R…いまなら素敵で不思議な$R髪型を君にプレゼント$Rできそうだよ。$R$R$Rどうだい？$R『おかしな紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rまたおいでよ。,おかしな紹介状,
10075282,2,257,-1,1,くるふわショートカットアレンジ,なし,わぁ～お?$R君は『おかしな紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこのおかしな力を！$R…いまなら素敵で不思議な$R髪型を君にプレゼント$Rできそうだよ。$R$R$Rどうだい？$R『おかしな紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rまたおいでよ。,おかしな紹介状,
10075283,2,258,-1,0,キクヅキとおそろいボブ,耳なし,わぁ～お?$R君は『キクヅキの紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこの守護魔の力を！$R…いまなら素敵な髪型を君に$Rプレゼントできそうだよ。$R$R$Rどうだい？$R『キクヅキの紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rやっぱりキクヅキとおそろいの耳を$R付けて欲しいと言うなら$Rいつでも取り付けてあげるから$Rまたおいでよ。,キクヅキの紹介状,
10075283,2,258,149,0,キクヅキとおそろいボブ,耳あり,わぁ～お?$R君は『キクヅキの紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこの守護魔の力を！$R…いまなら素敵な髪型を君に$Rプレゼントできそうだよ。$R$R$Rどうだい？$R『キクヅキの紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rキクヅキとおそろいの耳が$R気に入らなかったら$Rいつでも取り外してあげるから$Rまたおいでよ。,キクヅキの紹介状,
10075283,2,259,-1,1,ナガツキとおそろいロング,耳なし,わぁ～お?$R君は『キクヅキの紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこの守護魔の力を！$R…いまなら素敵な髪型を君に$Rプレゼントできそうだよ。$R$R$Rどうだい？$R『キクヅキの紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rやっぱりナガヅキとおそろいの耳を$R付けて欲しいと言うなら$Rいつでも付けてあげるから$Rまたおいでよ。,キクヅキの紹介状,
10075283,2,259,149,1,ナガツキとおそろいロング,耳あり,わぁ～お?$R君は『キクヅキの紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこの守護魔の力を！$R…いまなら素敵な髪型を君に$Rプレゼントできそうだよ。$R$R$Rどうだい？$R『キクヅキの紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rナガヅキとおそろいの耳が$R気に入らなかったら$Rいつでも取り外してあげるから$Rまたおいでよ。,キクヅキの紹介状,
10075285,2,260,-1,0,白い使い魔とおそろい,ツインテ無し,わぁ～お?$R君は『使い魔の紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこの使い魔の力を！$R…いまなら素敵な髪型を君に$Rプレゼントできそうだよ。$R$R$Rどうだい？$R『使い魔の紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rやっぱり白い使い魔のツインテを$R付けて欲しいと言うなら$Rいつでも付けてあげるから$Rまたおいでよ。,使い魔の紹介状,
10075285,2,260,150,0,白い使い魔とおそろい,ツインテ有り,わぁ～お?$R君は『使い魔の紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこの使い魔の力を！$R…いまなら素敵な髪型を君に$Rプレゼントできそうだよ。$R$R$Rどうだい？$R『使い魔の紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$R白い使い魔のツインテが$R気に入らなかったら$Rいつでも取り外してあげるから$Rまたおいでよ。,使い魔の紹介状,
10075285,2,261,-1,1,ゆるゆるロング,なし,わぁ～お?$R君は『使い魔の紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこの使い魔の力を！$R…いまなら素敵な髪型を君に$Rプレゼントできそうだよ。$R$R$Rどうだい？$R『使い魔の紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rまたおいでよ。,使い魔の紹介状,
10075286,2,263,-1,0,カミアとおそろい,なし,わぁ～お?$R君は『カミア?カンナの紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこの守護魔の力を！$R…いまなら素敵な髪型を君に$Rプレゼントできそうだよ。$R$R$Rどうだい？$R『カミア?カンナの紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rまたおいでよ。,カミア?カンナ紹介状,
10075286,2,262,-1,1,カンナとおそろい,なし,わぁ～お?$R君は『カミア?カンナの紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこの守護魔の力を！$R…いまなら素敵な髪型を君に$Rプレゼントできそうだよ。$R$R$Rどうだい？$R『カミア?カンナの紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rまたおいでよ。,カミア?カンナ紹介状,
10075286,2,264,-1,2,アシンメトリ,なし,わぁ～お?$R君は『カミア?カンナの紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこの守護魔の力を！$R…いまなら素敵な髪型を君に$Rプレゼントできそうだよ。$R$R$Rどうだい？$R『カミア?カンナの紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rまたおいでよ。,カミア?カンナ紹介状,
10075284,2,254,-1,0,ヒロインの髪型,なし,わぁ～お?$R君は『AMNESIAの紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$RAMNESIAの力を！$R…いまなら素敵な髪型を君に$Rプレゼントできそうだよ。$R$R$Rどうだい？$R『AMNESIAの紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rまたおいでよ。,AMNESIAの紹介状,
10075284,2,255,-1,1,シンの髪型,なし,わぁ～お?$R君は『AMNESIAの紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$RAMNESIAの力を！$R…いまなら素敵な髪型を君に$Rプレゼントできそうだよ。$R$R$Rどうだい？$R『AMNESIAの紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rまたおいでよ。,AMNESIAの紹介状,
10075287,2,265,-1,0,オートメディックとおそろいウルフヘアー,なし,わぁ～お?$R君は『スチームパンクの紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこのスチームパンクの力を！$R…いまなら素敵な髪型を君に$Rプレゼントできそうだよ。$R$R$Rどうだい？$R『スチームパンクの紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rまたおいでよ。,スチームパンクの紹介状,
10075287,2,266,151,1,スチームパンクポニーテール,なし,わぁ～お?$R君は『スチームパンクの紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこのスチームパンクの力を！$R…いまなら素敵な髪型を君に$Rプレゼントできそうだよ。$R$R$Rどうだい？$R『スチームパンクの紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rまたおいでよ。,スチームパンクの紹介状,
10075288,2,267,-1,0,シモツキとおそろいロングロール,なし,わぁ～お?$R君は『シモツキの紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこの守護魔の力を！$R…いまなら素敵な髪型を君に$Rプレゼントできそうだよ。$R$R$Rどうだい？$R『シモツキの紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rやっぱりオプションを$R付けて欲しいなら$Rいつでも付けてあげるから$Rまたおいでよ。,シモツキの紹介状,
10075288,2,267,152,0,シモツキとおそろいロングロール,オオカミ耳付き,わぁ～お?$R君は『シモツキの紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこの守護魔の力を！$R…いまなら素敵な髪型を君に$Rプレゼントできそうだよ。$R$R$Rどうだい？$R『シモツキの紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rオオカミ耳が$R気に入らなかったら$Rいつでも取り外してあげるから$Rまたおいでよ。,シモツキの紹介状,
10075288,2,268,-1,0,シモツキとおそろいロングロール,赤頭巾付き,わぁ～お?$R君は『シモツキの紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこの守護魔の力を！$R…いまなら素敵な髪型を君に$Rプレゼントできそうだよ。$R$R$Rどうだい？$R『シモツキの紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$R赤頭巾が$R気に入らなかったら$Rいつでも取り外してあげるから$Rまたおいでよ。,シモツキの紹介状,
10075288,2,268,152,0,シモツキとおそろいロングロール,オオカミ耳と赤頭巾付き,わぁ～お?$R君は『シモツキの紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこの守護魔の力を！$R…いまなら素敵な髪型を君に$Rプレゼントできそうだよ。$R$R$Rどうだい？$R『シモツキの紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$R赤頭巾とオオカミ耳が$R気に入らなかったら$Rいつでも取り外してあげるから$Rまたおいでよ。,シモツキの紹介状,
10075288,2,269,152,1,シモツキとおそろいロング編み上げ,オオカミ耳付き,わぁ～お?$R君は『シモツキの紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこの守護魔の力を！$R…いまなら素敵な髪型を君に$Rプレゼントできそうだよ。$R$R$Rどうだい？$R『シモツキの紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rオオカミ耳が$R気に入らなかったら$Rいつでも取り外してあげるから$Rまたおいでよ。,シモツキの紹介状,
10075288,2,269,-1,1,シモツキとおそろいロング編み上げ,なし,わぁ～お?$R君は『シモツキの紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこの守護魔の力を！$R…いまなら素敵な髪型を君に$Rプレゼントできそうだよ。$R$R$Rどうだい？$R『シモツキの紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rオオカミ耳を$R付けたくなったら$Rいつでも付けてあげるから$Rまたおいでよ。,シモツキの紹介状,
10075289,2,278,-1,0,女の子向け髪型,なし,わぁ～お?$R君は『h.NAOTOの紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこのh.NAOTOの力を！$R…いまなら素敵で不思議な$R髪型を君にプレゼント$Rできそうだよ。$R$R$Rどうだい？$R『h.NAOTOの紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rまたおいでよ。,h.NAOTOの紹介状,
10075289,2,279,-1,1,男の子向け髪型,なし,わぁ～お?$R君は『h.NAOTOの紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこのh.NAOTOの力を！$R…いまなら素敵で不思議な$R髪型を君にプレゼント$Rできそうだよ。$R$R$Rどうだい？$R『h.NAOTOの紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rまたおいでよ。,h.NAOTOの紹介状,
10075290,2,280,153,0,デスとおそろいツインテール,なし,わぁ～お?$R君は『闇夜の紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこの闇夜の力を！$R…いまなら素敵で不思議な$R髪型を君にプレゼント$Rできそうだよ。$R$R$Rどうだい？$R『闇夜の紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rまたおいでよ。,闇夜の紹介状,
10075290,2,281,-1,1,片目のショート,なし,わぁ～お?$R君は『闇夜の紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこの闇夜の力を！$R…いまなら素敵で不思議な$R髪型を君にプレゼント$Rできそうだよ。$R$R$Rどうだい？$R『闇夜の紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rまたおいでよ。,闇夜の紹介状,
10075291,2,282,-1,0,ロウゲツとおそろいショートカット,なし,わぁ～お?$R君は『ロウゲツの紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこの守護魔の力を！$R…いまなら素敵で不思議な$R髪型を君にプレゼント$Rできそうだよ。$R$R$Rどうだい？$R『ロウゲツの紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rまたおいでよ。,ロウゲツの紹介状,
10075291,2,283,-1,1,アシメロング,なし,わぁ～お?$R君は『ロウゲツの紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこの守護魔の力を！$R…いまなら素敵で不思議な$R髪型を君にプレゼント$Rできそうだよ。$R$R$Rどうだい？$R『ロウゲツの紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rまたおいでよ。,ロウゲツの紹介状,
10075292,2,285,154,0,アルカードとおそろいツインテール,なし,わぁ～お?$R君は『アルカードの紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこのアルカードの力を！$R…いまなら素敵で不思議な$R髪型を君にプレゼント$Rできそうだよ。$R$R$Rどうだい？$R『アルカードの紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rまたおいでよ。,アルカードの紹介状,
10075293,2,286,-1,0,エンジェルフェザーとおそろいロング,なし,わぁ～お?$R君は『エンジェルフェザーの紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこのエンジェルフェザーの力を！$R…いまなら素敵で不思議な$R髪型を君にプレゼント$Rできそうだよ。$R$R$Rどうだい？$R『エンジェルフェザーの紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rまたおいでよ。,エンジェルフェザーの紹介状,
10075294,2,270,-1,0,シンプルハーフアップ,なし,わぁ～お?$R君は『冬雪の紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこの不思議な力を！$R…いまなら素敵な髪型を君に$Rプレゼントできそうだよ。$R$R$Rどうだい？$R『冬雪の紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rまたおいでよ。,冬雪の紹介状,
10075294,2,271,-1,1,変則オールバック,なし,わぁ～お?$R君は『冬雪の紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこの不思議な力を！$R…いまなら素敵な髪型を君に$Rプレゼントできそうだよ。$R$R$Rどうだい？$R『冬雪の紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rまたおいでよ。,冬雪の紹介状,
10075295,2,272,-1,0,でこ隠しショート,なし,わぁ～お?$R君は『春風の紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこの不思議な力を！$R…いまなら素敵な髪型を君に$Rプレゼントできそうだよ。$R$R$Rどうだい？$R『春風の紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rまたおいでよ。,春風の紹介状,
10075295,2,273,-1,1,毛先カールセミロング,なし,わぁ～お?$R君は『春風の紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこの不思議な力を！$R…いまなら素敵な髪型を君に$Rプレゼントできそうだよ。$R$R$Rどうだい？$R『春風の紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rまたおいでよ。,春風の紹介状,
10075296,2,274,-1,0,ポンパ外はねショート,なし,わぁ～お?$R君は『夏草の紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこの不思議な力を！$R…いまなら素敵な髪型を君に$Rプレゼントできそうだよ。$R$R$Rどうだい？$R『夏草の紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rまたおいでよ。,夏草の紹介状,
10075296,2,275,-1,1,ふんわりバルーンボブ,なし,わぁ～お?$R君は『夏草の紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこの不思議な力を！$R…いまなら素敵な髪型を君に$Rプレゼントできそうだよ。$R$R$Rどうだい？$R『夏草の紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rまたおいでよ。,夏草の紹介状,
10075297,2,276,-1,0,すっきりショートヘア,なし,わぁ～お?$R君は『秋月の紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこの不思議な力を！$R…いまなら素敵な髪型を君に$Rプレゼントできそうだよ。$R$R$Rどうだい？$R『秋月の紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rまたおいでよ。,秋月の紹介状,
10075297,2,277,-1,1,ヘアピンセミロング,なし,わぁ～お?$R君は『秋月の紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこの不思議な力を！$R…いまなら素敵な髪型を君に$Rプレゼントできそうだよ。$R$R$Rどうだい？$R『秋月の紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rまたおいでよ。,秋月の紹介状,
10075298,2,287,-1,0,清姫とおそろいのロングヘアー,なし,わぁ～お?$R君は『清姫の紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこの清姫の力を！$R…いまなら素敵で不思議な$R髪型を君にプレゼント$Rできそうだよ。$R$R$Rどうだい？$R『清姫の紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rまたおいでよ。,清姫の紹介状,
10075299,2,288,-1,0,モーモーとおそろい,なし,わぁ～お?$R君は『モーモーの紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこのモーモーの力を！$R…いまなら素敵な髪型を君に$Rプレゼントできそうだよ。$R$R$Rどうだい？$R『モーモーの紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rやっぱりオプションを$R付けて欲しいなら$Rいつでも付けてあげるから$Rまたおいでよ。,モーモーの紹介状,
