#カード情報,,,,,,ホルダー,,レア,アセンブル,,,装着可能,,,属性増加量,,,,,,,アビリティベクトル,,,,,,限定条件,,,,,,カード分類,,,,,,,,,,テキスト,,,
#カードID,pictID,枠種別,カード名,種別ID,カードNo,ページ,順,レア度,元カードID,後カードID,回数,武,服,胸,無,火,水,風,土,光,闇,ID（1）,値（1）,ID（2）,値（2）,ID（3）,値（3）,ID（1）,値（1）,ID（2）,値（2）,ID（3）,値（3）,分類ID（1）,分類ID（2）,分類ID（3）,分類ID（4）,分類ID（5）,分類ID（6）,分類ID（7）,分類ID（8）,分類ID（9）,分類ID（10）,限定条件,フレーバーテキスト,イラストレーター名,
#70000000,70000000,0,テスト,ACTIVE,AC00-0000,0,0,4,0,0,0,1,1,0,0,10,10,10,10,10,10,1,50,2,50,3,50,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,-,仮,仮,
70373063,70373060,1,６時間目[R3],ACTIVE,AC37-3063,1155,5,1,70373060,70373064,3,0,1,1,0,0,0,0,0,0,0,140,14,0,29,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,なし,休み時間。$R穏やかなメロディーが$Rアミスの飛空庭に響く。$R$Rタランチュラはシーホースの$R歌声に耳を傾けていた。$R癒しと安らぎを与えてくれる$R優しく包み込まれるような$Rそんな歌声。$R$R透き通るようなシーホースの$R歌声に導かれるように$R学校のみんなが集まってくる。$Rみんな、シーホースの歌声が$R大好きなのだ。,胡せんり,
70373064,70373060,1,６時間目[R4],ACTIVE,AC37-3064,1156,5,1,70373060,0,4,0,1,1,0,0,0,0,0,0,0,140,22,0,45,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,なし,休み時間。$R穏やかなメロディーが$Rアミスの飛空庭に響く。$R$Rタランチュラはシーホースの$R歌声に耳を傾けていた。$R癒しと安らぎを与えてくれる$R優しく包み込まれるような$Rそんな歌声。$R$R透き通るようなシーホースの$R歌声に導かれるように$R学校のみんなが集まってくる。$Rみんな、シーホースの歌声が$R大好きなのだ。,胡せんり,
70373070,70373070,1,７時間目,ACTIVE,AC37-3070,39,6,1,70373070,70373071,0,0,0,1,0,0,0,0,0,0,0,187,3,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,なし,「むむ！$R　すごくおいしそうだな！」$R$R「ダメですっ！$R　ペペンの大事なお友達$R　なのですーっ！！」$R$Rベアとペペンは帽子仲間。$R一緒に遊ぶことが多い。$R$R食べることと魚が好きなベアは$Rペペンが連れいている魚を見て$R興味が湧いてしまったようだ。$R$R「ダメなのですぅ！！」,ねこくらげ,
70373071,70373070,1,７時間目[R1],ACTIVE,AC37-3071,1153,6,1,70373070,70373072,1,0,0,1,0,0,0,0,0,0,0,187,6,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,なし,「むむ！$R　すごくおいしそうだな！」$R$R「ダメですっ！$R　ペペンの大事なお友達$R　なのですーっ！！」$R$Rベアとペペンは帽子仲間。$R一緒に遊ぶことが多い。$R$R食べることと魚が好きなベアは$Rペペンが連れいている魚を見て$R興味が湧いてしまったようだ。$R$R「ダメなのですぅ！！」,ねこくらげ,
70373072,70373070,1,７時間目[R2],ACTIVE,AC37-3072,1154,6,1,70373070,70373073,2,0,0,1,0,0,0,0,0,0,0,187,10,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,なし,「むむ！$R　すごくおいしそうだな！」$R$R「ダメですっ！$R　ペペンの大事なお友達$R　なのですーっ！！」$R$Rベアとペペンは帽子仲間。$R一緒に遊ぶことが多い。$R$R食べることと魚が好きなベアは$Rペペンが連れいている魚を見て$R興味が湧いてしまったようだ。$R$R「ダメなのですぅ！！」,ねこくらげ,
70373073,70373070,1,７時間目[R3],ACTIVE,AC37-3073,1155,6,1,70373070,70373074,3,0,0,1,0,0,0,0,0,0,0,187,16,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,なし,「むむ！$R　すごくおいしそうだな！」$R$R「ダメですっ！$R　ペペンの大事なお友達$R　なのですーっ！！」$R$Rベアとペペンは帽子仲間。$R一緒に遊ぶことが多い。$R$R食べることと魚が好きなベアは$Rペペンが連れいている魚を見て$R興味が湧いてしまったようだ。$R$R「ダメなのですぅ！！」,ねこくらげ,
70373074,70373070,1,７時間目[R4],ACTIVE,AC37-3074,1156,6,1,70373070,0,4,0,0,1,0,0,0,0,0,0,0,187,25,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,なし,「むむ！$R　すごくおいしそうだな！」$R$R「ダメですっ！$R　ペペンの大事なお友達$R　なのですーっ！！」$R$Rベアとペペンは帽子仲間。$R一緒に遊ぶことが多い。$R$R食べることと魚が好きなベアは$Rペペンが連れいている魚を見て$R興味が湧いてしまったようだ。$R$R「ダメなのですぅ！！」,ねこくらげ,
70373080,70373080,1,８時間目,ACTIVE,AC37-3080,39,7,1,70373080,70373081,0,0,1,0,0,0,0,0,0,0,0,97,3,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,なし,「赤上げて！$R　赤下げないで白上げて！」$R$R「えっ？えっ？赤上げて、$R　……白がなんだって！？」$R$Rいろんなゲームが大好きな$Rフライフィッシュは$R一番得意な旗揚げゲームを$Rサラマンダーに教えてあげた。$R$R「そんなの簡単だよ！」$R$Rと、意気込んでいた$Rサラマンダーだったが……？,ロクイチ,
70373081,70373080,1,８時間目[R1],ACTIVE,AC37-3081,1153,7,1,70373080,70373082,1,0,1,0,0,0,0,0,0,0,0,97,6,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,なし,「赤上げて！$R　赤下げないで白上げて！」$R$R「えっ？えっ？赤上げて、$R　……白がなんだって！？」$R$Rいろんなゲームが大好きな$Rフライフィッシュは$R一番得意な旗揚げゲームを$Rサラマンダーに教えてあげた。$R$R「そんなの簡単だよ！」$R$Rと、意気込んでいた$Rサラマンダーだったが……？,ロクイチ,
70373082,70373080,1,８時間目[R2],ACTIVE,AC37-3082,1154,7,1,70373080,70373083,2,0,1,0,0,0,0,0,0,0,0,97,9,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,なし,「赤上げて！$R　赤下げないで白上げて！」$R$R「えっ？えっ？赤上げて、$R　……白がなんだって！？」$R$Rいろんなゲームが大好きな$Rフライフィッシュは$R一番得意な旗揚げゲームを$Rサラマンダーに教えてあげた。$R$R「そんなの簡単だよ！」$R$Rと、意気込んでいた$Rサラマンダーだったが……？,ロクイチ,
70373083,70373080,1,８時間目[R3],ACTIVE,AC37-3083,1155,7,1,70373080,70373084,3,0,1,0,0,0,0,0,0,0,0,97,16,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,なし,「赤上げて！$R　赤下げないで白上げて！」$R$R「えっ？えっ？赤上げて、$R　……白がなんだって！？」$R$Rいろんなゲームが大好きな$Rフライフィッシュは$R一番得意な旗揚げゲームを$Rサラマンダーに教えてあげた。$R$R「そんなの簡単だよ！」$R$Rと、意気込んでいた$Rサラマンダーだったが……？,ロクイチ,
70373084,70373080,1,８時間目[R4],ACTIVE,AC37-3084,1156,7,1,70373080,0,4,0,1,0,0,0,0,0,0,0,0,97,26,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,なし,「赤上げて！$R　赤下げないで白上げて！」$R$R「えっ？えっ？赤上げて、$R　……白がなんだって！？」$R$Rいろんなゲームが大好きな$Rフライフィッシュは$R一番得意な旗揚げゲームを$Rサラマンダーに教えてあげた。$R$R「そんなの簡単だよ！」$R$Rと、意気込んでいた$Rサラマンダーだったが……？,ロクイチ,
70373090,70373090,1,９時間目,ACTIVE,AC37-3090,39,8,1,70373090,70373091,0,0,1,0,0,0,0,0,0,0,0,187,3,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,なし,料理が得意なテンタクルは$Rホールケーキに飾り付けを$R施し、満足げに微笑んだ。$R$R「さあ、余ったクリームで$R　何を作りましょう……。」$R$R「あたしはにんじんを使った$R　プリンが良いなぁって$R　思うんですよぉ。」$R$Rそれは良い案、とテンタクルが$R振り返ると、完成したばかりの$Rケーキを頬張るミニー?ドゥが$R立っていた……。,桐ケ谷 ユウジ,
70373091,70373090,1,９時間目[R1],ACTIVE,AC37-3091,1153,8,1,70373090,70373092,1,0,1,0,0,0,0,0,0,0,0,187,6,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,なし,料理が得意なテンタクルは$Rホールケーキに飾り付けを$R施し、満足げに微笑んだ。$R$R「さあ、余ったクリームで$R　何を作りましょう……。」$R$R「あたしはにんじんを使った$R　プリンが良いなぁって$R　思うんですよぉ。」$R$Rそれは良い案、とテンタクルが$R振り返ると、完成したばかりの$Rケーキを頬張るミニー?ドゥが$R立っていた……。,桐ケ谷 ユウジ,
70373092,70373090,1,９時間目[R2],ACTIVE,AC37-3092,1154,8,1,70373090,70373093,2,0,1,0,0,0,0,0,0,0,0,187,10,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,なし,料理が得意なテンタクルは$Rホールケーキに飾り付けを$R施し、満足げに微笑んだ。$R$R「さあ、余ったクリームで$R　何を作りましょう……。」$R$R「あたしはにんじんを使った$R　プリンが良いなぁって$R　思うんですよぉ。」$R$Rそれは良い案、とテンタクルが$R振り返ると、完成したばかりの$Rケーキを頬張るミニー?ドゥが$R立っていた……。,桐ケ谷 ユウジ,
70373093,70373090,1,９時間目[R3],ACTIVE,AC37-3093,1155,8,1,70373090,70373094,3,0,1,0,0,0,0,0,0,0,0,187,16,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,なし,料理が得意なテンタクルは$Rホールケーキに飾り付けを$R施し、満足げに微笑んだ。$R$R「さあ、余ったクリームで$R　何を作りましょう……。」$R$R「あたしはにんじんを使った$R　プリンが良いなぁって$R　思うんですよぉ。」$R$Rそれは良い案、とテンタクルが$R振り返ると、完成したばかりの$Rケーキを頬張るミニー?ドゥが$R立っていた……。,桐ケ谷 ユウジ,
70373094,70373090,1,９時間目[R4],ACTIVE,AC37-3094,1156,8,1,70373090,0,4,0,1,0,0,0,0,0,0,0,0,187,25,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,なし,料理が得意なテンタクルは$Rホールケーキに飾り付けを$R施し、満足げに微笑んだ。$R$R「さあ、余ったクリームで$R　何を作りましょう……。」$R$R「あたしはにんじんを使った$R　プリンが良いなぁって$R　思うんですよぉ。」$R$Rそれは良い案、とテンタクルが$R振り返ると、完成したばかりの$Rケーキを頬張るミニー?ドゥが$R立っていた……。,桐ケ谷 ユウジ,
70373100,70373100,1,１０時間目,ACTIVE,AC37-3100,39,9,1,70373100,70373101,0,0,0,1,0,0,0,0,0,0,0,175,2,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,なし,「この字はなんて読むんだ？$R　使い魔は読めるか？」$R$R「うーん……$R　ごめんね、マミー。$R　私も分からない。」$R$R白い使い魔とマミーは$R大きな本を覗き込んだ。$Rドキドキ、ワクワクする$R冒険の物語を一緒に読み進めて$Rいた二人だったが難しい字で$Rどうしても手が止まる。$R$R「アミス先生に聞こう。」,天風そら,
70373101,70373100,1,１０時間目[R1],ACTIVE,AC37-3101,1153,9,1,70373100,70373102,1,0,0,1,0,0,0,0,0,0,0,175,6,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,なし,「この字はなんて読むんだ？$R　使い魔は読めるか？」$R$R「うーん……$R　ごめんね、マミー。$R　私も分からない。」$R$R白い使い魔とマミーは$R大きな本を覗き込んだ。$Rドキドキ、ワクワクする$R冒険の物語を一緒に読み進めて$Rいた二人だったが難しい字で$Rどうしても手が止まる。$R$R「アミス先生に聞こう。」,天風そら,
70373102,70373100,1,１０時間目[R2],ACTIVE,AC37-3102,1154,9,1,70373100,70373103,2,0,0,1,0,0,0,0,0,0,0,175,10,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,なし,「この字はなんて読むんだ？$R　使い魔は読めるか？」$R$R「うーん……$R　ごめんね、マミー。$R　私も分からない。」$R$R白い使い魔とマミーは$R大きな本を覗き込んだ。$Rドキドキ、ワクワクする$R冒険の物語を一緒に読み進めて$Rいた二人だったが難しい字で$Rどうしても手が止まる。$R$R「アミス先生に聞こう。」,天風そら,
70373103,70373100,1,１０時間目[R3],ACTIVE,AC37-3103,1155,9,1,70373100,70373104,3,0,0,1,0,0,0,0,0,0,0,175,16,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,なし,「この字はなんて読むんだ？$R　使い魔は読めるか？」$R$R「うーん……$R　ごめんね、マミー。$R　私も分からない。」$R$R白い使い魔とマミーは$R大きな本を覗き込んだ。$Rドキドキ、ワクワクする$R冒険の物語を一緒に読み進めて$Rいた二人だったが難しい字で$Rどうしても手が止まる。$R$R「アミス先生に聞こう。」,天風そら,
70373104,70373100,1,１０時間目[R4],ACTIVE,AC37-3104,1156,9,1,70373100,0,4,0,0,1,0,0,0,0,0,0,0,175,25,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,なし,「この字はなんて読むんだ？$R　使い魔は読めるか？」$R$R「うーん……$R　ごめんね、マミー。$R　私も分からない。」$R$R白い使い魔とマミーは$R大きな本を覗き込んだ。$Rドキドキ、ワクワクする$R冒険の物語を一緒に読み進めて$Rいた二人だったが難しい字で$Rどうしても手が止まる。$R$R「アミス先生に聞こう。」,天風そら,
70373110,70373110,1,１１時間目,ACTIVE,AC37-3110,39,10,1,70373110,70373111,0,0,0,1,0,0,0,0,0,0,0,174,2,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,なし,身体を存分に動かすことも$Rアルマたちは大好きだ。$R$R「さすが、冒険者さん！$R　小生も負けていられません。$R　もっと精進します。」$R$R身軽なドラッキーが$Rふわりと地面に着地するのを$R学校で保健委員のように$Rみんなを気にかけてくれる$Rオートメディックが見ていた。$R$R「……大丈夫だと思うけど、$R　無理はしないでほしい。」,菓子之助,
70373111,70373110,1,１１時間目[R1],ACTIVE,AC37-3111,1153,10,1,70373110,70373112,1,0,0,1,0,0,0,0,0,0,0,174,6,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,なし,身体を存分に動かすことも$Rアルマたちは大好きだ。$R$R「さすが、冒険者さん！$R　小生も負けていられません。$R　もっと精進します。」$R$R身軽なドラッキーが$Rふわりと地面に着地するのを$R学校で保健委員のように$Rみんなを気にかけてくれる$Rオートメディックが見ていた。$R$R「……大丈夫だと思うけど、$R　無理はしないでほしい。」,菓子之助,
70373112,70373110,1,１１時間目[R2],ACTIVE,AC37-3112,1154,10,1,70373110,70373113,2,0,0,1,0,0,0,0,0,0,0,174,10,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,なし,身体を存分に動かすことも$Rアルマたちは大好きだ。$R$R「さすが、冒険者さん！$R　小生も負けていられません。$R　もっと精進します。」$R$R身軽なドラッキーが$Rふわりと地面に着地するのを$R学校で保健委員のように$Rみんなを気にかけてくれる$Rオートメディックが見ていた。$R$R「……大丈夫だと思うけど、$R　無理はしないでほしい。」,菓子之助,
70373113,70373110,1,１１時間目[R3],ACTIVE,AC37-3113,1155,10,1,70373110,70373114,3,0,0,1,0,0,0,0,0,0,0,174,16,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,なし,身体を存分に動かすことも$Rアルマたちは大好きだ。$R$R「さすが、冒険者さん！$R　小生も負けていられません。$R　もっと精進します。」$R$R身軽なドラッキーが$Rふわりと地面に着地するのを$R学校で保健委員のように$Rみんなを気にかけてくれる$Rオートメディックが見ていた。$R$R「……大丈夫だと思うけど、$R　無理はしないでほしい。」,菓子之助,
70373114,70373110,1,１１時間目[R4],ACTIVE,AC37-3114,1156,10,1,70373110,0,4,0,0,1,0,0,0,0,0,0,0,174,25,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,なし,身体を存分に動かすことも$Rアルマたちは大好きだ。$R$R「さすが、冒険者さん！$R　小生も負けていられません。$R　もっと精進します。」$R$R身軽なドラッキーが$Rふわりと地面に着地するのを$R学校で保健委員のように$Rみんなを気にかけてくれる$Rオートメディックが見ていた。$R$R「……大丈夫だと思うけど、$R　無理はしないでほしい。」,菓子之助,
70373120,70373120,1,１２時間目,ACTIVE,AC37-3120,39,11,1,70373120,70373121,0,0,0,1,0,0,0,0,0,0,0,186,5,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,なし,「ブーフに折り入って$R　頼みたいことがあるのだが、$R　聞いてくれるか？」$R$Rデスはブーフの耳元に口を$R寄せて何事かを呟いた。$Rブーフは不安げな表情を$R浮かべてデスを見やった。$R$R「そ、それは……$R　わたしにもできること、$R　なのかな……？」$R$R「余はブーフだから頼んで$R　いるのだ。頼めるか？」,とーご,
70373121,70373120,1,１２時間目[R1],ACTIVE,AC37-3121,1153,11,1,70373120,70373122,1,0,0,1,0,0,0,0,0,0,0,186,10,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,なし,「ブーフに折り入って$R　頼みたいことがあるのだが、$R　聞いてくれるか？」$R$Rデスはブーフの耳元に口を$R寄せて何事かを呟いた。$Rブーフは不安げな表情を$R浮かべてデスを見やった。$R$R「そ、それは……$R　わたしにもできること、$R　なのかな……？」$R$R「余はブーフだから頼んで$R　いるのだ。頼めるか？」,とーご,
70373122,70373120,1,１２時間目[R2],ACTIVE,AC37-3122,1154,11,1,70373120,70373123,2,0,0,1,0,0,0,0,0,0,0,186,16,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,なし,「ブーフに折り入って$R　頼みたいことがあるのだが、$R　聞いてくれるか？」$R$Rデスはブーフの耳元に口を$R寄せて何事かを呟いた。$Rブーフは不安げな表情を$R浮かべてデスを見やった。$R$R「そ、それは……$R　わたしにもできること、$R　なのかな……？」$R$R「余はブーフだから頼んで$R　いるのだ。頼めるか？」,とーご,
70373123,70373120,1,１２時間目[R3],ACTIVE,AC37-3123,1155,11,1,70373120,70373124,3,0,0,1,0,0,0,0,0,0,0,186,26,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,なし,「ブーフに折り入って$R　頼みたいことがあるのだが、$R　聞いてくれるか？」$R$Rデスはブーフの耳元に口を$R寄せて何事かを呟いた。$Rブーフは不安げな表情を$R浮かべてデスを見やった。$R$R「そ、それは……$R　わたしにもできること、$R　なのかな……？」$R$R「余はブーフだから頼んで$R　いるのだ。頼めるか？」,とーご,
70373124,70373120,1,１２時間目[R4],ACTIVE,AC37-3124,1156,11,1,70373120,0,4,0,0,1,0,0,0,0,0,0,0,186,35,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,なし,「ブーフに折り入って$R　頼みたいことがあるのだが、$R　聞いてくれるか？」$R$Rデスはブーフの耳元に口を$R寄せて何事かを呟いた。$Rブーフは不安げな表情を$R浮かべてデスを見やった。$R$R「そ、それは……$R　わたしにもできること、$R　なのかな……？」$R$R「余はブーフだから頼んで$R　いるのだ。頼めるか？」,とーご,
70373130,70373130,1,タイニーゼロ?アルマ＋,ACTIVE,AC37-3130,39,12,1,70373130,70373131,0,0,1,1,0,0,0,0,0,0,0,185,1,186,1,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,なし,「今日はどこを冒険する？$R　もっとボクに頼ってよね、$R　相棒なんだからさ?」$R$R冒険者と共に$R成長をしてきたタイニーゼロは$Rどんなに難しいダンジョンでも$R頼れる大事なパートナーだ。$R$Rアミス先生の飛空庭で出会い、$R駆け出しの冒険者だった時に$R比べれば、タイニーゼロとの$R絆はかなり強くなった。$R$R「キミに憑依！」,ウメボシトラ,
70373131,70373130,1,タイニーゼロ?アルマ＋[R1],ACTIVE,AC37-3131,1153,12,1,70373130,70373132,1,0,1,1,0,0,0,0,0,0,0,185,3,186,3,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,なし,「今日はどこを冒険する？$R　もっとボクに頼ってよね、$R　相棒なんだからさ?」$R$R冒険者と共に$R成長をしてきたタイニーゼロは$Rどんなに難しいダンジョンでも$R頼れる大事なパートナーだ。$R$Rアミス先生の飛空庭で出会い、$R駆け出しの冒険者だった時に$R比べれば、タイニーゼロとの$R絆はかなり強くなった。$R$R「キミに憑依！」,ウメボシトラ,
70373132,70373130,1,タイニーゼロ?アルマ＋[R2],ACTIVE,AC37-3132,1154,12,1,70373130,70373133,2,0,1,1,0,0,0,0,0,0,0,185,5,186,6,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,なし,「今日はどこを冒険する？$R　もっとボクに頼ってよね、$R　相棒なんだからさ?」$R$R冒険者と共に$R成長をしてきたタイニーゼロは$Rどんなに難しいダンジョンでも$R頼れる大事なパートナーだ。$R$Rアミス先生の飛空庭で出会い、$R駆け出しの冒険者だった時に$R比べれば、タイニーゼロとの$R絆はかなり強くなった。$R$R「キミに憑依！」,ウメボシトラ,
70373133,70373130,1,タイニーゼロ?アルマ＋[R3],ACTIVE,AC37-3133,1155,12,1,70373130,70373134,3,0,1,1,0,0,0,0,0,0,0,185,8,186,11,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,なし,「今日はどこを冒険する？$R　もっとボクに頼ってよね、$R　相棒なんだからさ?」$R$R冒険者と共に$R成長をしてきたタイニーゼロは$Rどんなに難しいダンジョンでも$R頼れる大事なパートナーだ。$R$Rアミス先生の飛空庭で出会い、$R駆け出しの冒険者だった時に$R比べれば、タイニーゼロとの$R絆はかなり強くなった。$R$R「キミに憑依！」,ウメボシトラ,
70373134,70373130,1,タイニーゼロ?アルマ＋[R4],ACTIVE,AC37-3134,1156,12,1,70373130,0,4,0,1,1,0,0,0,0,0,0,0,185,14,186,16,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,なし,「今日はどこを冒険する？$R　もっとボクに頼ってよね、$R　相棒なんだからさ?」$R$R冒険者と共に$R成長をしてきたタイニーゼロは$Rどんなに難しいダンジョンでも$R頼れる大事なパートナーだ。$R$Rアミス先生の飛空庭で出会い、$R駆け出しの冒険者だった時に$R比べれば、タイニーゼロとの$R絆はかなり強くなった。$R$R「キミに憑依！」,ウメボシトラ,
70373140,70373140,1,不思議な双子,ACTIVE,AC37-3140,39,13,1,70373140,70373141,0,0,0,1,0,0,0,0,0,0,0,176,2,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,なし,熱血体育会系の姉シューラと$R冷めた性格の弟アリョーシャ。$R$R「ほら、聞こえないか弟よ！$R　新たに大地を踏みしめた$R　冒険者たちの産声がっ！」$R$R「姉さんの脳内の声だから、$R　俺には聞こえないかな。」$R$R「それでもボクの弟か、$R　この軟弱者！」$R$R彼女たち姉弟のスキンシップは$Rちょっぴり荒々しい。,あぷぷ,
70373141,70373140,1,不思議な双子[R1],ACTIVE,AC37-3141,1153,13,1,70373140,70373142,1,0,0,1,0,0,0,0,0,0,0,176,6,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,なし,熱血体育会系の姉シューラと$R冷めた性格の弟アリョーシャ。$R$R「ほら、聞こえないか弟よ！$R　新たに大地を踏みしめた$R　冒険者たちの産声がっ！」$R$R「姉さんの脳内の声だから、$R　俺には聞こえないかな。」$R$R「それでもボクの弟か、$R　この軟弱者！」$R$R彼女たち姉弟のスキンシップは$Rちょっぴり荒々しい。,あぷぷ,
70373142,70373140,1,不思議な双子[R2],ACTIVE,AC37-3142,1154,13,1,70373140,70373143,2,0,0,1,0,0,0,0,0,0,0,176,10,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,なし,熱血体育会系の姉シューラと$R冷めた性格の弟アリョーシャ。$R$R「ほら、聞こえないか弟よ！$R　新たに大地を踏みしめた$R　冒険者たちの産声がっ！」$R$R「姉さんの脳内の声だから、$R　俺には聞こえないかな。」$R$R「それでもボクの弟か、$R　この軟弱者！」$R$R彼女たち姉弟のスキンシップは$Rちょっぴり荒々しい。,あぷぷ,
70373143,70373140,1,不思議な双子[R3],ACTIVE,AC37-3143,1155,13,1,70373140,70373144,3,0,0,1,0,0,0,0,0,0,0,176,16,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,なし,熱血体育会系の姉シューラと$R冷めた性格の弟アリョーシャ。$R$R「ほら、聞こえないか弟よ！$R　新たに大地を踏みしめた$R　冒険者たちの産声がっ！」$R$R「姉さんの脳内の声だから、$R　俺には聞こえないかな。」$R$R「それでもボクの弟か、$R　この軟弱者！」$R$R彼女たち姉弟のスキンシップは$Rちょっぴり荒々しい。,あぷぷ,
70373144,70373140,1,不思議な双子[R4],ACTIVE,AC37-3144,1156,13,1,70373140,0,4,0,0,1,0,0,0,0,0,0,0,176,25,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,なし,熱血体育会系の姉シューラと$R冷めた性格の弟アリョーシャ。$R$R「ほら、聞こえないか弟よ！$R　新たに大地を踏みしめた$R　冒険者たちの産声がっ！」$R$R「姉さんの脳内の声だから、$R　俺には聞こえないかな。」$R$R「それでもボクの弟か、$R　この軟弱者！」$R$R彼女たち姉弟のスキンシップは$Rちょっぴり荒々しい。,あぷぷ,
70373150,70373150,1,収集好きの大商人,ACTIVE,AC37-3150,39,14,1,70373150,70373151,0,0,1,0,0,0,0,0,0,0,0,148,1,5,3,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,なし,飛空庭を入手した冒険者は$Rアミス先生に勧められて、$R東アクロニア平原にいる$R収集好きの大商人に$R会いに行った。$R$R「冒険者として見込んで、$R　急ぎじゃないんだが、$R　チミに頼みたいことがある。$R　頼まれてくれるかな？」$R$R大商人の商品をかじってしまう$Rウテナ湖のサンドクローラーの$R討伐を依頼された冒険者は、$R意気揚々とウテナ湖に向かう。,雪火,
70373151,70373150,1,収集好きの大商人[R1],ACTIVE,AC37-3151,1153,14,1,70373150,70373152,1,0,1,0,0,0,0,0,0,0,0,148,3,5,7,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,なし,飛空庭を入手した冒険者は$Rアミス先生に勧められて、$R東アクロニア平原にいる$R収集好きの大商人に$R会いに行った。$R$R「冒険者として見込んで、$R　急ぎじゃないんだが、$R　チミに頼みたいことがある。$R　頼まれてくれるかな？」$R$R大商人の商品をかじってしまう$Rウテナ湖のサンドクローラーの$R討伐を依頼された冒険者は、$R意気揚々とウテナ湖に向かう。,雪火,
70373152,70373150,1,収集好きの大商人[R2],ACTIVE,AC37-3152,1154,14,1,70373150,70373153,2,0,1,0,0,0,0,0,0,0,0,148,4,5,13,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,なし,飛空庭を入手した冒険者は$Rアミス先生に勧められて、$R東アクロニア平原にいる$R収集好きの大商人に$R会いに行った。$R$R「冒険者として見込んで、$R　急ぎじゃないんだが、$R　チミに頼みたいことがある。$R　頼まれてくれるかな？」$R$R大商人の商品をかじってしまう$Rウテナ湖のサンドクローラーの$R討伐を依頼された冒険者は、$R意気揚々とウテナ湖に向かう。,雪火,
