#0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112
#PETID,ペット名,PICTID,種別ID,体の幅,体の長さ,スケール,特殊情報,,,,基本パラメータ,,,,,,,,ステータス,,,,物理攻撃,,,魔法攻撃,,防御力,,,,命中,,,回避,,,クリティカル,,回復力,,攻撃速度,,,属性値,,,,,,,状態異常耐性,,,,,,,,,思考ID(通常時）,,,,,,,,,,思考ID(出現時),,思考ID(瀕死時),,,,,,,,,,思考ID(終焉時）,,スキルリスト,,,,,,,,,,,,,,,,EXP,JOBEXP,ドロップアイテム,ドロップアイテム,,,,,,,騎乗者非表示設定,備考
#,通常ペット名は全角13文字まで,,,,,,飛行,アンデッド,モーションセット番号,LV,腕力,魔力,体力,器用,敏捷,知性,運,魅力,HP,MP,SP,速度,最小,最大,攻撃タイプ,最小,最大,物理－,物理％,魔法－,魔法％,近接,遠隔,魔法,近接,遠隔,魔法,発生,回避,回復力,魔回復力,物理,詠唱,射程,無,火,水,風,土,光,闇,毒,石化,麻痺,睡眠,沈黙,鈍足化,混乱,氷結,気絶,思考ID１,,思考ID2,,思考ID3,,思考ID4,,思考ID5,,思考ID1,,思考ID１,,思考ID2,,思考ID3,,思考ID4,,思考ID5,,思考ID1,,スキルID1,,スキルID2,,スキルID3,,スキルID4,,スキルID5,,スキルID6,,スキルID7,,スキルID8,,,,ドロップ率ID,アイテムID1,アイテムID2,アイテムID3,アイテムID4,アイテムID5,アイテムID6,アイテムID7,,
#,騎乗ペット名は全角16文字まで,,,,,,,,,,STR,MAG,VIT,DEX,AGI,INT,LUK,CHR,,,,移動速度,ATK（MIN）,ATK（MAX）,,M ATK（MIN）,M ATK（MAX）,DEF（-）,DEF（%）,M DEF（-）,M DEF（%）,S HIT,L HIT,魔法命中（状態異常魔法などの発生確率上昇に使用）,S AVOID,L AVOID,魔法耐性（状態異常魔法などの発生確率低下に使用）,クリティカル,クリティカル回避,HP回復率,MP回復率,A SPD,C SPD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#99999999,,99999999,HUMAN,1,1,1,0,0,0,0,127,127,127,127,127,127,127,127,9999,9999,9999,9999,9999,9999,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,100,100,100,100,100,100,100,9999,9999,9999,9999,9999,9999,9999,9999,9999,127,9999,127,9999,127,9999,127,9999,127,9999,127,9999,127,9999,127,9999,127,9999,127,9999,127,9999,127,9999,9999,0,9999,0,9999,0,9999,0,9999,0,9999,0,9999,0,9999,0,99999999,99999999,0,99999999,99999999,99999999,99999999,null,99999999,99999999,0,
14255500,バイク（黄色）,14250000,MACHINE_RIDE_4,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,540,0,0,0,196,196,STAB,129,129,111,0,54,0,129,48,39,84,45,28,63,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,50,0,150,0,50,0,150,41,100,0,0,0,0,0,0,0,0,0,0,41,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,null,null,null,null,0,
14255600,バイク（ピンク）,14250000,MACHINE_RIDE_4,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,540,0,0,0,196,196,STAB,129,129,111,0,54,0,129,48,39,84,45,28,63,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,50,0,150,0,50,0,150,41,100,0,0,0,0,0,0,0,0,0,0,41,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,null,null,null,null,0,
14255700,バイク（オレンジ）,14250000,MACHINE_RIDE_4,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,540,0,0,0,196,196,STAB,129,129,111,0,54,0,129,48,39,84,45,28,63,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,50,0,150,0,50,0,150,41,100,0,0,0,0,0,0,0,0,0,0,41,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,null,null,null,null,0,
14256000,インペリアルバイク,14256000,MACHINE_RIDE_4,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,540,0,0,0,196,196,STAB,129,129,111,0,54,0,129,48,39,85,45,28,63,0,120,0,0,0,0,0,0,0,0,0,0,0,150,0,50,0,150,0,50,0,150,41,100,0,0,0,0,0,0,0,0,0,0,41,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,null,null,null,null,0,
14256001,インペリアルバイク（赤）,14256001,MACHINE_RIDE_4,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,196,196,STAB,129,129,111,0,54,0,129,48,39,90,90,90,63,0,120,0,0,0,0,0,0,0,0,0,0,0,150,0,50,0,150,0,50,0,150,41,100,0,0,0,0,0,0,0,0,0,0,41,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,null,null,null,null,0,
14340000,くるくるティータイム,14340000,MACHINE_RIDE_4,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,320,0,0,0,49,49,STAB,43,43,37,0,18,0,43,24,13,28,15,14,21,4,120,1,150,130,1,0,0,0,0,0,0,0,150,0,50,0,150,0,50,0,150,41,100,0,0,0,0,0,0,0,0,0,0,41,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,null,null,null,null,0,
14350100,ピッグー,14350000,ANIMAL_52,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,450,0,0,0,46,46,STAB,12,12,26,0,15,0,30,10,35,20,25,20,15,5,100,1,80,200,1,0,0,0,0,0,0,0,150,0,50,0,150,0,50,0,150,41,100,0,0,0,0,0,0,0,0,0,0,41,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,null,null,null,null,0,
14360000,パンダ,14360000,ANIMAL_RIDE_4,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,320,0,0,0,49,49,STAB,43,43,37,0,18,0,43,24,13,28,15,14,21,4,120,1,150,130,1,0,0,0,0,0,0,0,150,0,50,0,150,0,50,0,150,41,100,0,0,0,0,0,0,0,0,0,0,41,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,null,null,null,null,0,
14370000,ネコマタ（黒）,14370000,MAGIC_CREATURE_48,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,240,0,0,0,10,10,BLOW,30,30,3,0,10,0,34,20,100,60,20,120,20,20,100,1,200,200,1,0,0,0,0,0,0,0,80,80,80,50,50,50,50,80,50,40,100,0,0,0,0,0,0,0,0,0,0,40,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,null,null,null,null,0,
14380000,ネコマタ（白）,14380000,MAGIC_CREATURE_47,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,240,0,0,0,10,10,BLOW,30,30,3,0,10,0,34,20,100,60,20,120,20,20,100,1,200,200,1,0,0,0,0,0,0,0,80,80,80,50,50,50,50,80,50,40,100,0,0,0,0,0,0,0,0,0,0,40,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,null,null,null,null,0,
14390000,おとぎの国の白馬,14390000,ANIMAL_RIDE_4,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,320,0,0,0,49,49,STAB,43,43,37,0,18,0,43,24,13,28,15,14,21,4,120,1,150,130,1,0,0,0,0,0,0,0,150,0,50,0,150,0,50,0,150,41,100,0,0,0,0,0,0,0,0,0,0,41,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,null,null,null,null,0,
14395000,騎士の愛馬,14395000,ANIMAL_RIDE_4,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,320,0,0,0,49,49,STAB,43,43,37,0,18,0,43,24,13,28,15,14,21,4,120,1,150,130,1,0,0,0,0,0,0,0,150,0,50,0,150,0,50,0,150,41,100,0,0,0,0,0,0,0,0,0,0,41,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,null,null,null,null,0,
14420000,みんなのマネージャー,14420000,HUMAN_38,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,300,0,0,0,30,42,BLOW,30,44,33,0,30,0,32,20,35,20,10,21,15,5,120,1,130,200,1,0,0,0,0,0,0,0,70,70,70,70,70,70,70,70,70,41,100,0,0,0,0,0,0,0,0,0,0,41,100,0,0,0,0,0,0,0,0,0,0,6443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,null,null,null,null,0,
14430000,ルイーザ,14430000,HUMAN_39,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,350,0,0,0,32,40,BLOW,45,55,20,0,30,0,32,20,35,20,10,21,15,5,100,1,100,200,1,0,0,0,0,0,0,0,70,70,70,70,70,70,70,70,70,41,100,0,0,0,0,0,0,0,0,0,0,41,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,null,null,null,null,0,
14440000,超絶合体エレキテル,14440000,MACHINE_RIDE_4,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,320,0,0,0,49,49,STAB,43,43,37,0,18,0,43,24,13,28,15,14,21,4,120,1,150,130,1,0,0,0,0,0,0,0,150,0,50,0,150,0,50,0,150,41,100,0,0,0,0,0,0,0,0,0,0,41,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,null,null,null,null,0,
14490000,暁の白鰐丸,14490000,MACHINE_RIDE_4,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,320,0,0,0,49,49,STAB,43,43,37,0,18,0,43,24,13,28,15,14,21,4,120,1,150,130,1,0,0,0,0,0,0,0,150,0,50,0,150,0,50,0,150,41,100,0,0,0,0,0,0,0,0,0,0,41,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,null,null,null,null,0,
14500000,波乗りサーフボード,14500000,ANIMAL_RIDE_4,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1200,0,0,0,196,196,STAB,129,129,111,0,54,0,129,48,39,84,45,28,63,16,120,0,200,0,0,0,0,0,0,0,0,0,150,0,50,0,150,0,50,0,150,41,100,0,0,0,0,0,0,0,0,0,0,41,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,null,null,null,null,0,
14500050,波乗りサーフボード☆,14500050,ANIMAL_RIDE_4,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,STAB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,130,1,0,0,0,0,0,0,0,150,0,50,0,150,0,50,0,150,41,100,0,0,0,0,0,0,0,0,0,0,41,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,null,null,null,null,0,
14510000,ドクロベェさま,14510000,MACHINE_RIDE_40,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,400,0,0,0,28,28,STAB,45,45,30,0,25,0,35,15,35,45,20,20,25,6,100,1,200,200,1,0,0,0,0,0,0,0,50,80,80,80,50,50,50,50,80,40,100,0,0,0,0,0,0,0,0,0,0,40,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,null,null,null,null,0,
14590100,ユニコーンの馬車,14590100,HUMAN_RIDE_4,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,320,0,0,0,49,49,STAB,43,43,37,0,18,0,43,24,13,28,15,14,21,4,120,1,150,130,1,0,0,0,0,0,0,0,100,0,50,0,50,50,50,100,150,41,100,0,0,0,0,0,0,0,0,0,0,41,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,null,null,null,null,0,
14610000,浪漫の人力車,14610000,HUMAN_RIDE_4,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1150,0,0,0,196,196,STAB,129,129,113,0,82,0,129,48,13,84,45,28,63,0,120,0,0,0,1,0,0,0,0,0,0,0,100,0,50,0,50,50,50,100,150,41,100,0,0,0,0,0,0,0,0,0,0,41,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,null,null,null,null,0,
14610001,浪漫の人力車☆,14610001,HUMAN_RIDE_4,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,320,0,0,0,49,49,STAB,43,43,37,0,18,0,43,24,13,28,15,14,21,4,120,1,150,130,1,0,0,0,0,0,0,0,100,0,50,0,50,50,50,100,150,41,100,0,0,0,0,0,0,0,0,0,0,41,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,null,null,null,null,0,
14610100,田舎道の手車,14610100,HUMAN_RIDE_4,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,320,0,0,0,49,49,STAB,43,43,37,0,18,0,43,24,13,28,15,14,21,4,120,1,150,130,1,0,0,0,0,0,0,0,100,0,50,0,50,50,50,100,150,41,100,0,0,0,0,0,0,0,0,0,0,41,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,null,null,null,null,0,
14620000,戦車,14620000,MACHINE_RIDE_4,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1000,0,0,0,196,196,STAB,129,129,111,0,54,0,129,48,39,84,45,28,63,0,120,0,0,0,0,0,0,0,0,0,0,0,100,0,50,0,50,50,50,100,150,41,100,0,0,0,0,0,0,0,0,0,0,41,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,null,null,null,null,1,
14730000,オフロードバギー,14730000,MACHINE_RIDE_4,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1000,0,0,0,196,196,STAB,129,129,111,0,54,0,129,48,39,84,45,28,63,0,120,0,0,0,1,0,0,0,0,0,0,0,100,0,50,0,50,50,50,100,150,41,100,0,0,0,0,0,0,0,0,0,0,41,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,null,null,null,null,0,
14750000,夢見のイルカ,14750000,ANIMAL_RIDE_4,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,320,0,0,0,49,49,STAB,43,43,37,0,18,0,43,24,13,28,15,14,21,4,120,1,150,130,1,0,0,0,0,0,0,0,100,0,50,0,50,50,50,100,150,41,100,0,0,0,0,0,0,0,0,0,0,41,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,null,null,null,null,0,
14755000,夢見のイルカ（黒）,14755000,ANIMAL_RIDE_4,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,320,0,0,0,49,49,STAB,43,43,37,0,18,0,43,24,13,28,15,14,21,4,120,1,150,130,1,0,0,0,0,0,0,0,100,0,50,0,50,50,50,100,150,41,100,0,0,0,0,0,0,0,0,0,0,41,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,null,null,null,null,0,
14756000,シャチフロート,14756000,ANIMAL_RIDE_4,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,320,0,0,0,49,49,STAB,43,43,37,0,18,0,43,24,13,28,15,14,21,4,120,1,150,130,1,0,0,0,0,0,0,0,100,0,50,0,50,50,50,100,150,41,100,0,0,0,0,0,0,0,0,0,0,41,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,null,null,null,null,0,
14760000,ネコマタ（ミケ）,14760000,MAGIC_CREATURE_49,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,240,0,0,0,10,10,BLOW,30,30,3,0,10,0,34,20,100,60,20,120,20,20,100,1,200,200,1,0,0,0,0,0,0,0,80,80,80,50,50,50,50,80,50,40,100,0,0,0,0,0,0,0,0,0,0,40,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,null,null,null,null,0,
14780000,召喚獣 銀狼,14780000,ANIMAL_RIDE_4,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,320,0,0,0,49,49,STAB,43,43,37,0,18,0,43,24,13,28,15,14,21,4,120,1,150,130,1,0,0,0,0,0,0,0,100,0,50,0,50,50,50,100,150,41,100,0,0,0,0,0,0,0,0,0,0,41,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,null,null,null,null,0,
14790000,しゅごキャラヨル,14790000,MAGIC_CREATURE_51,1,1,0.8,1,0,0,1,1,1,1,1,1,1,1,1,240,0,0,0,10,10,BLOW,30,30,3,0,10,0,34,20,100,60,20,120,20,20,100,1,200,200,1,0,0,0,0,0,0,0,80,80,80,50,50,50,50,80,50,40,100,0,0,0,0,0,0,0,0,0,0,40,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,null,null,null,null,0,
14800000,コウモリブランコ,14800000,MAGIC_CREATURE_RIDE_4,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,320,0,0,0,49,49,STAB,43,43,37,0,18,0,30,25,20,28,15,14,30,4,120,1,150,130,1,0,0,0,0,0,0,0,150,0,50,0,150,0,50,0,150,41,100,0,0,0,0,0,0,0,0,0,0,41,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,null,null,null,null,0,
14810000,ネコマタ（トラ）,14810000,MAGIC_CREATURE_50,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,240,0,0,0,10,10,BLOW,30,30,3,0,10,0,34,20,100,60,20,120,20,20,100,1,200,200,1,0,0,0,0,0,0,0,80,80,80,50,50,50,50,80,50,40,100,0,0,0,0,0,0,0,0,0,0,40,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,null,null,null,null,0,
14820000,ウィングトラック,14820000,MACHINE_RIDE_4,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,320,0,0,0,49,49,STAB,43,43,37,0,18,0,43,24,13,28,15,14,21,4,120,1,150,130,4,0,0,0,0,0,0,0,100,0,50,0,50,50,50,100,150,41,100,0,0,0,0,0,0,0,0,0,0,41,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,null,null,null,null,0,
14830000,夢境のゴンドラ,14830000,MAGIC_CREATURE_RIDE_4,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,320,0,0,0,49,49,SLASH,43,43,37,0,18,0,43,24,13,28,15,14,21,4,120,1,150,130,1,0,0,0,0,0,0,0,150,0,50,0,150,0,50,0,150,41,100,0,0,0,0,0,0,0,0,0,0,41,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,null,null,null,null,0,
14900000,オートマタ（アメジスト）,14900000,MAGIC_CREATURE_53,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,240,0,0,0,10,10,BLOW,30,30,3,0,10,0,34,20,100,60,20,120,20,20,100,1,200,200,3,0,0,0,0,0,0,0,80,80,80,50,50,50,50,80,50,40,100,0,0,0,0,0,0,0,0,0,0,40,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,null,null,null,null,0,
14910000,宙飛ぶ南京錠,14500000,MAGIC_CREATURE_RIDE_4,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,320,0,0,0,49,49,STAB,43,43,37,0,18,0,43,24,13,28,15,14,21,4,120,1,150,130,1,0,0,0,0,0,0,0,150,0,50,0,150,0,50,0,150,41,100,0,0,0,0,0,0,0,0,0,0,41,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,null,null,null,null,0,
14920000,くろみつさぶろう,14920000,ANIMAL_6,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,400,0,0,0,42,42,SLASH,11,11,32,0,10,0,35,12,39,50,24,18,20,6,100,1,200,200,1,0,0,0,0,0,0,0,50,50,50,50,50,50,50,50,50,41,100,0,0,0,0,0,0,0,0,0,0,41,100,0,0,0,0,0,0,0,0,0,0,6301,0,6303,0,6305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,null,null,null,null,0,
14930000,青春☆自転車,14930000,MACHINE_RIDE_4,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,STAB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,50,0,150,0,50,0,150,41,100,0,0,0,0,0,0,0,0,0,0,41,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,null,null,null,null,0,
14930001,伝書鳩の自転車,14930001,MACHINE_RIDE_4,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,STAB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,50,0,150,0,50,0,150,41,100,0,0,0,0,0,0,0,0,0,0,41,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,null,null,null,null,0,
14940000,オートマタ（ルビー）,14940000,MAGIC_CREATURE_54,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,350,0,0,0,50,55,BLOW,30,30,15,0,10,0,50,20,100,70,25,120,45,30,100,1,200,200,1,0,0,0,0,0,0,0,80,80,80,50,50,50,50,80,50,40,100,0,0,0,0,0,0,0,0,0,0,40,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,null,null,null,null,0,
14950000,みんなのナース,14950000,HUMAN_55,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,300,0,0,0,30,42,BLOW,30,44,33,0,30,0,32,20,35,20,10,21,15,5,120,1,130,200,1,0,0,0,0,0,0,0,70,70,70,70,70,70,70,70,70,41,100,0,0,0,0,0,0,0,0,0,0,41,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,null,null,null,null,0,
14950050,みんなの新米ナース,14950050,HUMAN_55,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,300,0,0,0,30,42,BLOW,30,44,33,0,30,0,32,20,35,20,10,21,15,5,120,1,130,200,1,0,0,0,0,0,0,0,70,70,70,70,70,70,70,70,70,41,100,0,0,0,0,0,0,0,0,0,0,41,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,null,null,null,null,0,
14960000,オートマタ（トパーズ）,14960000,MAGIC_CREATURE_56,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,400,0,0,0,5,5,BLOW,40,45,20,0,55,0,45,20,100,15,10,125,55,25,100,1,200,200,1,0,0,0,0,0,0,0,80,80,80,50,50,50,50,80,50,40,100,0,0,0,0,0,0,0,0,0,0,40,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,null,null,null,null,0,
14970000,ナイトの騎馬,14397000,ANIMAL_RIDE_4,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,320,0,0,0,49,49,STAB,43,43,37,0,18,0,43,24,13,28,15,14,21,4,120,1,150,130,1,0,0,0,0,0,0,0,150,0,50,0,150,0,50,0,150,41,100,0,0,0,0,0,0,0,0,0,0,41,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,null,null,null,null,0,
14990000,太陽の祭器 ,14990000,HUMAN_4,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,49,79,BLOW,43,43,37,0,18,0,43,24,13,100,100,40,30,10,120,1,150,130,1,0,0,0,0,0,0,0,150,0,50,0,150,0,50,0,150,41,100,0,0,0,0,0,0,0,0,0,0,41,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,null,null,null,null,0,
14990001,勝利のボール,14990001,HUMAN_4,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,100,0,0,0,15,15,BLOW,12,12,10,0,25,0,12,8,27,3,3,15,30,30,110,1,150,120,1,0,0,0,0,0,0,0,150,50,50,0,150,150,50,50,50,41,100,0,0,0,0,0,0,0,0,0,0,41,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,null,null,null,null,0,
15000000,ケット シー,15000000,ANIMAL_RIDE_4,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1600,0,0,0,126,126,STAB,75,75,114,0,120,0,90,60,250,100,55,60,50,20,100,10,200,200,0,0,0,0,0,0,0,0,150,0,50,0,150,0,50,0,150,41,100,0,0,0,0,0,0,0,0,0,0,41,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,null,null,null,null,0,
15010000,カムイ,15010000,HUMAN_58_MASTERLV,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,3850,0,0,0,200,266,SLASH,140,160,225,0,175,0,192,130,170,180,120,130,55,34,110,50,200,120,1,0,0,0,0,0,0,0,150,50,50,100,150,150,50,50,100,41,100,0,0,0,0,0,0,0,0,0,0,41,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,null,null,null,null,0,
