#NPCID,NAME,MAPID,座標Ｘ,座標Ｙ,方向,scale,EVENTID,NOTOUCH,ＰＩＣＴＩＤ,初期モーション,透明度(0~255)この値を 0 以外にすると重くなるので注意してください,デフォルト表示,円形影の描画,FLAG,NPC表示設定,
11003732,マンドラゴラ像Ⅱ,20213007,118,76,4,1,11003732,0,41161100,111,0,1,0,0,0,
11003733,マンドラゴラ像Ⅲ,20213007,61,136,2,1,11003733,0,41161100,111,0,1,0,0,0,
11003734,マンドラゴラ像Ⅳ,20213007,179,63,6,1,11003734,0,41161100,111,0,1,0,0,0,
11003735,マンドラゴラ像Ⅴ,20213007,109,183,2,1,11003735,0,41161100,111,0,1,0,0,0,
11003736,マンドラゴラ像Ⅵ,20213007,200,188,4,1,11003736,0,41161100,111,0,1,0,0,0,
11003737,マンドラゴラ像Ⅰ,20213005,61,37,2,1,11003737,0,41161100,111,0,1,0,0,0,
11003738,マンドラゴラ像Ⅱ,20213005,118,76,4,1,11003738,0,41161100,111,0,1,0,0,0,
11003739,マンドラゴラ像Ⅲ,20213005,61,136,2,1,11003739,0,41161100,111,0,1,0,0,0,
11003740,マンドラゴラ像Ⅳ,20213005,179,63,6,1,11003740,0,41161100,111,0,1,0,0,0,
11003741,マンドラゴラ像Ⅴ,20213005,109,183,2,1,11003741,0,41161100,111,0,1,0,0,0,
11003742,マンドラゴラ像Ⅵ,20213005,200,188,4,1,11003742,0,41161100,111,0,1,0,0,0,
11003743,サラマンドラ像Ⅰ,20216005,19,72,6,1,11003743,0,41161400,111,0,1,0,0,0,
11003744,サラマンドラ像Ⅱ,20216005,64,92,4,1,11003744,0,41161400,111,0,1,0,0,0,
11003745,サラマンドラ像Ⅲ,20216005,99,63,6,1,11003745,0,41161400,111,0,1,0,0,0,
11003746,サラマンドラ像Ⅳ,20216005,163,207,6,1,11003746,0,41161400,111,0,1,0,0,0,
11003747,サラマンドラ像Ⅴ,20216005,221,121,2,1,11003747,0,41161400,111,0,1,0,0,0,
11003748,サラマンドラ像Ⅵ,20216005,80,210,0,1,11003748,0,41161400,111,0,1,0,0,0,
11003749,インスマウス像Ⅰ,20214010,61,82,2,1,11003749,0,41161200,111,0,1,0,0,0,
11003750,インスマウス像Ⅱ,20214010,128,2,0,1,11003750,0,41161200,111,0,1,0,0,0,
11003751,インスマウス像Ⅲ,20214010,128,60,4,1,11003751,0,41161200,111,0,1,0,0,0,
11003752,インスマウス像Ⅳ,20214010,128,252,4,1,11003752,0,41161200,111,0,1,0,0,0,
11003753,インスマウス像Ⅴ,20214010,195,70,6,1,11003753,0,41161200,111,0,1,0,0,0,
11003754,インスマウス像Ⅵ,20214010,128,194,0,1,11003754,0,41161200,111,0,1,0,0,0,
11003755,マンドラゴラ像Ⅰ,20213002,61,37,2,1,11003755,0,41161100,111,0,1,0,0,0,
11003756,マンドラゴラ像Ⅱ,20213002,118,76,4,1,11003756,0,41161100,111,0,1,0,0,0,
11003757,マンドラゴラ像Ⅲ,20213002,61,136,2,1,11003757,0,41161100,111,0,1,0,0,0,
11003758,マンドラゴラ像Ⅳ,20213002,179,63,6,1,11003758,0,41161100,111,0,1,0,0,0,
11003759,マンドラゴラ像Ⅴ,20213002,109,183,2,1,11003759,0,41161100,111,0,1,0,0,0,
11003760,マンドラゴラ像Ⅵ,20213002,200,188,4,1,11003760,0,41161100,111,0,1,0,0,0,
11003761,エレキテル像Ⅰ,20215002,128,18,0,1,11003761,0,41161300,111,0,1,0,0,0,
11003762,エレキテル像Ⅱ,20215002,125,231,2,1,11003762,0,41161300,111,0,1,0,0,0,
11003763,エレキテル像Ⅲ,20215002,104,76,4,1,11003763,0,41161300,111,0,1,0,0,0,
11003764,エレキテル像Ⅳ,20215002,167,172,4,1,11003764,0,41161300,111,0,1,0,0,0,
11003765,エレキテル像Ⅴ,20215002,125,167,2,1,11003765,0,41161300,111,0,1,0,0,0,
11003766,エレキテル像Ⅵ,20215002,19,149,6,1,11003766,0,41161300,111,0,1,0,0,0,
11003767,サラマンドラ像Ⅰ,20216008,19,72,6,1,11003767,0,41161400,111,0,1,0,0,0,
11003768,サラマンドラ像Ⅱ,20216008,64,92,4,1,11003768,0,41161400,111,0,1,0,0,0,
11003769,サラマンドラ像Ⅲ,20216008,99,63,6,1,11003769,0,41161400,111,0,1,0,0,0,
11003770,サラマンドラ像Ⅳ,20216008,163,207,6,1,11003770,0,41161400,111,0,1,0,0,0,
11003771,サラマンドラ像Ⅴ,20216008,221,121,2,1,11003771,0,41161400,111,0,1,0,0,0,
11003772,サラマンドラ像Ⅵ,20216008,80,210,0,1,11003772,0,41161400,111,0,1,0,0,0,
11003773,インスマウス像Ⅰ,20214003,61,82,2,1,11003773,0,41161200,111,0,1,0,0,0,
11003774,インスマウス像Ⅱ,20214003,128,2,0,1,11003774,0,41161200,111,0,1,0,0,0,
11003775,インスマウス像Ⅲ,20214003,128,60,4,1,11003775,0,41161200,111,0,1,0,0,0,
11003776,インスマウス像Ⅳ,20214003,128,252,4,1,11003776,0,41161200,111,0,1,0,0,0,
11003777,インスマウス像Ⅴ,20214003,195,70,6,1,11003777,0,41161200,111,0,1,0,0,0,
11003778,インスマウス像Ⅵ,20214003,128,194,0,1,11003778,0,41161200,111,0,1,0,0,0,
11003779,マンドラゴラ像Ⅰ,20213003,61,37,2,1,11003779,0,41161100,111,0,1,0,0,0,
11003780,マンドラゴラ像Ⅱ,20213003,118,76,4,1,11003780,0,41161100,111,0,1,0,0,0,
11003781,マンドラゴラ像Ⅲ,20213003,61,136,2,1,11003781,0,41161100,111,0,1,0,0,0,
11003782,マンドラゴラ像Ⅳ,20213003,179,63,6,1,11003782,0,41161100,111,0,1,0,0,0,
11003783,マンドラゴラ像Ⅴ,20213003,109,183,2,1,11003783,0,41161100,111,0,1,0,0,0,
11003784,マンドラゴラ像Ⅵ,20213003,200,188,4,1,11003784,0,41161100,111,0,1,0,0,0,
11003785,エレキテル像Ⅰ,20215009,128,18,0,1,11003785,0,41161300,111,0,1,0,0,0,
11003786,エレキテル像Ⅱ,20215009,125,231,2,1,11003786,0,41161300,111,0,1,0,0,0,
11003787,エレキテル像Ⅲ,20215009,104,76,4,1,11003787,0,41161300,111,0,1,0,0,0,
11003788,エレキテル像Ⅳ,20215009,167,172,4,1,11003788,0,41161300,111,0,1,0,0,0,
11003789,エレキテル像Ⅴ,20215009,125,167,2,1,11003789,0,41161300,111,0,1,0,0,0,
11003790,エレキテル像Ⅵ,20215009,19,149,6,1,11003790,0,41161300,111,0,1,0,0,0,
11003791,インスマウス像Ⅰ,20214004,61,82,2,1,11003791,0,41161200,111,0,1,0,0,0,
11003792,インスマウス像Ⅱ,20214004,128,2,0,1,11003792,0,41161200,111,0,1,0,0,0,
11003793,インスマウス像Ⅲ,20214004,128,60,4,1,11003793,0,41161200,111,0,1,0,0,0,
11003794,インスマウス像Ⅳ,20214004,128,252,4,1,11003794,0,41161200,111,0,1,0,0,0,
11003795,インスマウス像Ⅴ,20214004,195,70,6,1,11003795,0,41161200,111,0,1,0,0,0,
11003796,インスマウス像Ⅵ,20214004,128,194,0,1,11003796,0,41161200,111,0,1,0,0,0,
11003797,エレキテル像Ⅰ,20215004,128,18,0,1,11003797,0,41161300,111,0,1,0,0,0,
11003798,エレキテル像Ⅱ,20215004,125,231,2,1,11003798,0,41161300,111,0,1,0,0,0,
11003799,エレキテル像Ⅲ,20215004,104,76,4,1,11003799,0,41161300,111,0,1,0,0,0,
11003800,エレキテル像Ⅳ,20215004,167,172,4,1,11003800,0,41161300,111,0,1,0,0,0,
11003801,エレキテル像Ⅴ,20215004,125,167,2,1,11003801,0,41161300,111,0,1,0,0,0,
11003802,エレキテル像Ⅵ,20215004,19,149,6,1,11003802,0,41161300,111,0,1,0,0,0,
11003803,サラマンドラ像Ⅰ,20216012,19,72,6,1,11003803,0,41161400,111,0,1,0,0,0,
11003804,サラマンドラ像Ⅱ,20216012,64,92,4,1,11003804,0,41161400,111,0,1,0,0,0,
11003805,サラマンドラ像Ⅲ,20216012,99,63,6,1,11003805,0,41161400,111,0,1,0,0,0,
11003806,サラマンドラ像Ⅳ,20216012,163,207,6,1,11003806,0,41161400,111,0,1,0,0,0,
11003807,サラマンドラ像Ⅴ,20216012,221,121,2,1,11003807,0,41161400,111,0,1,0,0,0,
11003808,サラマンドラ像Ⅵ,20216012,80,210,0,1,11003808,0,41161400,111,0,1,0,0,0,
11003809,サラマンドラ像Ⅰ,20216001,19,72,6,1,11003809,0,41161400,111,0,1,0,0,0,
11003810,サラマンドラ像Ⅱ,20216001,64,92,4,1,11003810,0,41161400,111,0,1,0,0,0,
11003811,サラマンドラ像Ⅲ,20216001,99,63,6,1,11003811,0,41161400,111,0,1,0,0,0,
11003812,サラマンドラ像Ⅳ,20216001,163,207,6,1,11003812,0,41161400,111,0,1,0,0,0,
11003813,サラマンドラ像Ⅴ,20216001,221,121,2,1,11003813,0,41161400,111,0,1,0,0,0,
11003814,サラマンドラ像Ⅵ,20216001,80,210,0,1,11003814,0,41161400,111,0,1,0,0,0,
11003815,インスマウス像Ⅰ,20214001,61,82,2,1,11003815,0,41161200,111,0,1,0,0,0,
11003816,インスマウス像Ⅱ,20214001,128,2,0,1,11003816,0,41161200,111,0,1,0,0,0,
11003817,インスマウス像Ⅲ,20214001,128,60,4,1,11003817,0,41161200,111,0,1,0,0,0,
11003818,インスマウス像Ⅳ,20214001,128,252,4,1,11003818,0,41161200,111,0,1,0,0,0,
11003819,インスマウス像Ⅴ,20214001,195,70,6,1,11003819,0,41161200,111,0,1,0,0,0,
11003820,インスマウス像Ⅵ,20214001,128,194,0,1,11003820,0,41161200,111,0,1,0,0,0,
11003821,マンドラゴラ像Ⅰ,20213011,61,37,2,1,11003821,0,41161100,111,0,1,0,0,0,
11003822,マンドラゴラ像Ⅱ,20213011,118,76,4,1,11003822,0,41161100,111,0,1,0,0,0,
11003823,マンドラゴラ像Ⅲ,20213011,61,136,2,1,11003823,0,41161100,111,0,1,0,0,0,
11003824,マンドラゴラ像Ⅳ,20213011,179,63,6,1,11003824,0,41161100,111,0,1,0,0,0,
11003825,マンドラゴラ像Ⅴ,20213011,109,183,2,1,11003825,0,41161100,111,0,1,0,0,0,
11003826,マンドラゴラ像Ⅵ,20213011,200,188,4,1,11003826,0,41161100,111,0,1,0,0,0,
11003827,サラマンドラ像Ⅰ,20216013,19,72,6,1,11003827,0,41161400,111,0,1,0,0,0,
11003828,サラマンドラ像Ⅱ,20216013,64,92,4,1,11003828,0,41161400,111,0,1,0,0,0,
11003829,サラマンドラ像Ⅲ,20216013,99,63,6,1,11003829,0,41161400,111,0,1,0,0,0,
11003830,サラマンドラ像Ⅳ,20216013,163,207,6,1,11003830,0,41161400,111,0,1,0,0,0,
11003831,サラマンドラ像Ⅴ,20216013,221,121,2,1,11003831,0,41161400,111,0,1,0,0,0,
11003832,サラマンドラ像Ⅵ,20216013,80,210,0,1,11003832,0,41161400,111,0,1,0,0,0,
11003833,エレキテル像Ⅰ,20215013,128,18,0,1,11003833,0,41161300,111,0,1,0,0,0,
11003834,エレキテル像Ⅱ,20215013,125,231,2,1,11003834,0,41161300,111,0,1,0,0,0,
11003835,エレキテル像Ⅲ,20215013,104,76,4,1,11003835,0,41161300,111,0,1,0,0,0,
11003836,エレキテル像Ⅳ,20215013,167,172,4,1,11003836,0,41161300,111,0,1,0,0,0,
11003837,エレキテル像Ⅴ,20215013,125,167,2,1,11003837,0,41161300,111,0,1,0,0,0,
11003838,エレキテル像Ⅵ,20215013,19,149,6,1,11003838,0,41161300,111,0,1,0,0,0,
11003839,マンドラゴラ像Ⅰ,20213016,61,37,2,1,11003839,0,41161100,111,0,1,0,0,0,
11003840,マンドラゴラ像Ⅱ,20213016,118,76,4,1,11003840,0,41161100,111,0,1,0,0,0,
11003841,マンドラゴラ像Ⅲ,20213016,61,136,2,1,11003841,0,41161100,111,0,1,0,0,0,
11003842,マンドラゴラ像Ⅳ,20213016,179,63,6,1,11003842,0,41161100,111,0,1,0,0,0,
11003843,マンドラゴラ像Ⅴ,20213016,109,183,2,1,11003843,0,41161100,111,0,1,0,0,0,
11003844,マンドラゴラ像Ⅵ,20213016,200,188,4,1,11003844,0,41161100,111,0,1,0,0,0,
11003845,マンドラゴラ像Ⅰ,20213015,61,37,2,1,11003845,0,41161100,111,0,1,0,0,0,
11003846,マンドラゴラ像Ⅱ,20213015,118,76,4,1,11003846,0,41161100,111,0,1,0,0,0,
11003847,マンドラゴラ像Ⅲ,20213015,61,136,2,1,11003847,0,41161100,111,0,1,0,0,0,
11003848,マンドラゴラ像Ⅳ,20213015,179,63,6,1,11003848,0,41161100,111,0,1,0,0,0,
11003849,マンドラゴラ像Ⅴ,20213015,109,183,2,1,11003849,0,41161100,111,0,1,0,0,0,
11003850,マンドラゴラ像Ⅵ,20213015,200,188,4,1,11003850,0,41161100,111,0,1,0,0,0,
11003851,サラマンドラ像Ⅰ,20216015,19,72,6,1,11003851,0,41161400,111,0,1,0,0,0,
11003852,サラマンドラ像Ⅱ,20216015,64,92,4,1,11003852,0,41161400,111,0,1,0,0,0,
11003853,サラマンドラ像Ⅲ,20216015,99,63,6,1,11003853,0,41161400,111,0,1,0,0,0,
11003854,サラマンドラ像Ⅳ,20216015,163,207,6,1,11003854,0,41161400,111,0,1,0,0,0,
11003855,サラマンドラ像Ⅴ,20216015,221,121,2,1,11003855,0,41161400,111,0,1,0,0,0,
11003856,サラマンドラ像Ⅵ,20216015,80,210,0,1,11003856,0,41161400,111,0,1,0,0,0,
11003857,インスマウス像Ⅰ,20214016,61,82,2,1,11003857,0,41161200,111,0,1,0,0,0,
11003858,インスマウス像Ⅱ,20214016,128,2,0,1,11003858,0,41161200,111,0,1,0,0,0,
11003859,インスマウス像Ⅲ,20214016,128,60,4,1,11003859,0,41161200,111,0,1,0,0,0,
11003860,インスマウス像Ⅳ,20214016,128,252,4,1,11003860,0,41161200,111,0,1,0,0,0,
11003861,インスマウス像Ⅴ,20214016,195,70,6,1,11003861,0,41161200,111,0,1,0,0,0,
11003862,インスマウス像Ⅵ,20214016,128,194,0,1,11003862,0,41161200,111,0,1,0,0,0,
11003863,マンドラゴラ像Ⅰ,20213013,61,37,2,1,11003863,0,41161100,111,0,1,0,0,0,
11003864,マンドラゴラ像Ⅱ,20213013,118,76,4,1,11003864,0,41161100,111,0,1,0,0,0,
11003865,マンドラゴラ像Ⅲ,20213013,61,136,2,1,11003865,0,41161100,111,0,1,0,0,0,
11003866,マンドラゴラ像Ⅳ,20213013,179,63,6,1,11003866,0,41161100,111,0,1,0,0,0,
11003867,マンドラゴラ像Ⅴ,20213013,109,183,2,1,11003867,0,41161100,111,0,1,0,0,0,
11003868,マンドラゴラ像Ⅵ,20213013,200,188,4,1,11003868,0,41161100,111,0,1,0,0,0,
11003869,エレキテル像Ⅰ,20215014,128,18,0,1,11003869,0,41161300,111,0,1,0,0,0,
11003870,エレキテル像Ⅱ,20215014,125,231,2,1,11003870,0,41161300,111,0,1,0,0,0,
11003871,エレキテル像Ⅲ,20215014,104,76,4,1,11003871,0,41161300,111,0,1,0,0,0,
11003872,エレキテル像Ⅳ,20215014,167,172,4,1,11003872,0,41161300,111,0,1,0,0,0,
11003873,エレキテル像Ⅴ,20215014,125,167,2,1,11003873,0,41161300,111,0,1,0,0,0,
11003874,エレキテル像Ⅵ,20215014,19,149,6,1,11003874,0,41161300,111,0,1,0,0,0,
11003875,サラマンドラ像Ⅰ,20216016,19,72,6,1,11003875,0,41161400,111,0,1,0,0,0,
11003876,サラマンドラ像Ⅱ,20216016,64,92,4,1,11003876,0,41161400,111,0,1,0,0,0,
11003877,サラマンドラ像Ⅲ,20216016,99,63,6,1,11003877,0,41161400,111,0,1,0,0,0,
11003878,サラマンドラ像Ⅳ,20216016,163,207,6,1,11003878,0,41161400,111,0,1,0,0,0,
11003879,サラマンドラ像Ⅴ,20216016,221,121,2,1,11003879,0,41161400,111,0,1,0,0,0,
11003880,サラマンドラ像Ⅵ,20216016,80,210,0,1,11003880,0,41161400,111,0,1,0,0,0,
11003881,インスマウス像Ⅰ,20214014,61,82,2,1,11003881,0,41161200,111,0,1,0,0,0,
11003882,インスマウス像Ⅱ,20214014,128,2,0,1,11003882,0,41161200,111,0,1,0,0,0,
11003883,インスマウス像Ⅲ,20214014,128,60,4,1,11003883,0,41161200,111,0,1,0,0,0,
11003884,インスマウス像Ⅳ,20214014,128,252,4,1,11003884,0,41161200,111,0,1,0,0,0,
11003885,インスマウス像Ⅴ,20214014,195,70,6,1,11003885,0,41161200,111,0,1,0,0,0,
11003886,インスマウス像Ⅵ,20214014,128,194,0,1,11003886,0,41161200,111,0,1,0,0,0,
11003887,マンドラゴラ像Ⅰ,20213014,61,37,2,1,11003887,0,41161100,111,0,1,0,0,0,
11003888,マンドラゴラ像Ⅱ,20213014,118,76,4,1,11003888,0,41161100,111,0,1,0,0,0,
11003889,マンドラゴラ像Ⅲ,20213014,61,136,2,1,11003889,0,41161100,111,0,1,0,0,0,
11003890,マンドラゴラ像Ⅳ,20213014,179,63,6,1,11003890,0,41161100,111,0,1,0,0,0,
11003891,マンドラゴラ像Ⅴ,20213014,109,183,2,1,11003891,0,41161100,111,0,1,0,0,0,
11003892,マンドラゴラ像Ⅵ,20213014,200,188,4,1,11003892,0,41161100,111,0,1,0,0,0,
11003893,エレキテル像Ⅰ,20215016,128,18,0,1,11003893,0,41161300,111,0,1,0,0,0,
11003894,エレキテル像Ⅱ,20215016,125,231,2,1,11003894,0,41161300,111,0,1,0,0,0,
11003895,エレキテル像Ⅲ,20215016,104,76,4,1,11003895,0,41161300,111,0,1,0,0,0,
11003896,エレキテル像Ⅳ,20215016,167,172,4,1,11003896,0,41161300,111,0,1,0,0,0,
11003897,エレキテル像Ⅴ,20215016,125,167,2,1,11003897,0,41161300,111,0,1,0,0,0,
11003898,エレキテル像Ⅵ,20215016,19,149,6,1,11003898,0,41161300,111,0,1,0,0,0,
11003899,インスマウス像Ⅰ,20214015,61,82,2,1,11003899,0,41161200,111,0,1,0,0,0,
11003900,インスマウス像Ⅱ,20214015,128,2,0,1,11003900,0,41161200,111,0,1,0,0,0,
11003901,インスマウス像Ⅲ,20214015,128,60,4,1,11003901,0,41161200,111,0,1,0,0,0,
11003902,インスマウス像Ⅳ,20214015,128,252,4,1,11003902,0,41161200,111,0,1,0,0,0,
11003903,インスマウス像Ⅴ,20214015,195,70,6,1,11003903,0,41161200,111,0,1,0,0,0,
11003904,インスマウス像Ⅵ,20214015,128,194,0,1,11003904,0,41161200,111,0,1,0,0,0,
11003905,エレキテル像Ⅰ,20215015,128,18,0,1,11003905,0,41161300,111,0,1,0,0,0,
11003906,エレキテル像Ⅱ,20215015,125,231,2,1,11003906,0,41161300,111,0,1,0,0,0,
11003907,エレキテル像Ⅲ,20215015,104,76,4,1,11003907,0,41161300,111,0,1,0,0,0,
11003908,エレキテル像Ⅳ,20215015,167,172,4,1,11003908,0,41161300,111,0,1,0,0,0,
11003909,エレキテル像Ⅴ,20215015,125,167,2,1,11003909,0,41161300,111,0,1,0,0,0,
11003910,エレキテル像Ⅵ,20215015,19,149,6,1,11003910,0,41161300,111,0,1,0,0,0,
11003911,サラマンドラ像Ⅰ,20216017,19,72,6,1,11003911,0,41161400,111,0,1,0,0,0,
11003912,サラマンドラ像Ⅱ,20216017,64,92,4,1,11003912,0,41161400,111,0,1,0,0,0,
11003913,サラマンドラ像Ⅲ,20216017,99,63,6,1,11003913,0,41161400,111,0,1,0,0,0,
11003914,サラマンドラ像Ⅳ,20216017,163,207,6,1,11003914,0,41161400,111,0,1,0,0,0,
11003915,サラマンドラ像Ⅴ,20216017,221,121,2,1,11003915,0,41161400,111,0,1,0,0,0,
11003916,サラマンドラ像Ⅵ,20216017,80,210,0,1,11003916,0,41161400,111,0,1,0,0,0,
11003917,サラマンドラ像Ⅰ,20216014,19,72,6,1,11003917,0,41161400,111,0,1,0,0,0,
11003918,サラマンドラ像Ⅱ,20216014,64,92,4,1,11003918,0,41161400,111,0,1,0,0,0,
11003919,サラマンドラ像Ⅲ,20216014,99,63,6,1,11003919,0,41161400,111,0,1,0,0,0,
11003920,サラマンドラ像Ⅳ,20216014,163,207,6,1,11003920,0,41161400,111,0,1,0,0,0,
11003921,サラマンドラ像Ⅴ,20216014,221,121,2,1,11003921,0,41161400,111,0,1,0,0,0,
11003922,サラマンドラ像Ⅵ,20216014,80,210,0,1,11003922,0,41161400,111,0,1,0,0,0,
11003923,インスマウス像Ⅰ,20214013,61,82,2,1,11003923,0,41161200,111,0,1,0,0,0,
11003924,インスマウス像Ⅱ,20214013,128,2,0,1,11003924,0,41161200,111,0,1,0,0,0,
11003925,インスマウス像Ⅲ,20214013,128,60,4,1,11003925,0,41161200,111,0,1,0,0,0,
11003926,インスマウス像Ⅳ,20214013,128,252,4,1,11003926,0,41161200,111,0,1,0,0,0,
11003927,インスマウス像Ⅴ,20214013,195,70,6,1,11003927,0,41161200,111,0,1,0,0,0,
11003928,インスマウス像Ⅵ,20214013,128,194,0,1,11003928,0,41161200,111,0,1,0,0,0,
11003929,マンドラゴラ像Ⅰ,20213017,61,37,2,1,11003929,0,41161100,111,0,1,0,0,0,
11003930,マンドラゴラ像Ⅱ,20213017,118,76,4,1,11003930,0,41161100,111,0,1,0,0,0,
11003931,マンドラゴラ像Ⅲ,20213017,61,136,2,1,11003931,0,41161100,111,0,1,0,0,0,
11003932,マンドラゴラ像Ⅳ,20213017,179,63,6,1,11003932,0,41161100,111,0,1,0,0,0,
11003933,マンドラゴラ像Ⅴ,20213017,109,183,2,1,11003933,0,41161100,111,0,1,0,0,0,
11003934,マンドラゴラ像Ⅵ,20213017,200,188,4,1,11003934,0,41161100,111,0,1,0,0,0,
11003939,気さくな探検家,20213007,41,200,4,1,11003939,4,11003939,111,0,1,0,0,0,
11003940,普通な探検家,20213007,202,37,2,1,11003940,0,11003940,111,0,1,0,0,0,
11003941,さまよう探検家,20213011,203,38,4,1,11003941,0,11003941,134,0,1,0,0,0,
11003942,無口な探険家,20213011,103,168,0,1,11003942,0,11003942,111,0,1,0,0,0,
11003943,おびえる探検家,20213002,106,197,4,1,11003943,0,11003943,111,0,1,0,0,0,
11003944,恋する探検家,20213002,106,168,0,1,11003944,0,11003944,111,0,1,0,0,0,
11003945,悪趣味な探検家,20213005,198,37,2,1,11003945,0,11003945,111,0,1,0,0,0,
11003946,凄腕な女探検家,20213002,197,36,2,1,11003946,0,11003623,111,0,1,0,0,0,
11003947,愚痴っぽい探検家,20213003,199,40,2,1,11003947,0,11003947,134,0,1,0,0,0,
11003948,こども探検家,20213003,40,199,4,0.85,11003948,0,11003948,111,0,1,0,0,0,
11003949,インテリ探検家,20213003,103,202,4,1,11003949,0,11003949,111,0,1,0,0,0,
11003950,自信過剰な探検家,20213003,102,167,0,1,11003950,0,11003950,111,0,1,0,0,0,
11003951,あやしいガレキ,20213007,109,162,4,1,11003626,0,41119400,111,0,1,0,0,0,
11003952,あやしいガレキ,20213011,45,204,3,1,11003626,0,41119400,111,0,1,0,0,0,
11003953,あやしいガレキ,20213005,45,204,4,1,11003626,0,41119400,111,0,1,0,0,0,
11003954,あやしいガレキ,20213011,99,204,0,1,11003626,0,41119400,111,0,1,0,0,0,
11003955,あやしい壁,20213005,99,162,4,1,11003626,0,41119500,111,0,1,0,0,0,
11003956,あやしい壁,20213007,99,204,4,1,11003626,0,41119500,111,0,1,0,0,0,
11003957,あやしい壁,20213005,99,204,4,1,11003626,0,41119500,111,0,1,0,0,0,
11003958,あやしい壁,20213002,45,203,2,1,11003626,0,41119500,111,0,1,0,0,0,
11003959,東軍騎士団隊長イータ,30100000,1,5,7,0.98,11003959,0,11003935,1502,0,1,0,0,0,
11003960,西軍騎士団隊長ランスィ,30101000,9,5,1,1.08,11003960,0,11003936,1501,0,1,0,0,0,
11003961,南軍騎士団隊長ユーク,30102000,1,5,7,1.04,11003961,0,11003937,1503,0,1,0,0,0,
11003962,北軍騎士団隊長ノール,30103000,9,5,1,0.92,11003962,0,11003938,1500,0,1,0,0,0,
11003963,国境エクスプレス係員,10023000,160,194,2,1,11003963,0,11001218,111,0,1,0,0,0,
11003964,箱開けが趣味の少女,20070050,26,18,2,1,11003964,0,11003964,111,0,1,0,0,0,
11003965,物静かなエレメンタラー,20070050,25,15,7,1,11003965,0,11003965,135,0,1,0,0,0,
11003967,好奇心旺盛な染色少女,20070050,29,16,1,1,11003967,0,11003967,111,0,1,0,0,0,
11003968,不思議系な女性,20070050,22,11,0,1,11003968,0,11003968,111,0,1,0,0,0,
11003969,情報通な戦士,20070050,13,11,0,1,11003969,0,11003969,111,0,1,0,0,0,
11003970,物好きな戦士,20216000,129,139,4,1,11003970,0,11003970,111,0,1,0,0,0,
11003971,旅慣れた女性,20216000,127,139,4,1,11003971,0,11003971,111,0,1,0,0,0,
11003972,物言いたげなパンダ,20216013,128,114,0,1,11003972,0,15530000,111,0,2,0,9f22,0,
11003973,物言いたげなパンダ,20217011,7,10,2,1,11003973,0,15530000,111,0,2,0,9f22,1,
11003974,ドジな商人,20215000,131,12,2,1,11003974,0,11000050,111,0,2,0,9f24,0,
11003975,ドジな商人,20213003,228,3,2,1,11003975,0,11000050,111,0,2,0,9f25,1,
11003976,ドジな商人,20216001,163,242,4,1,11003976,0,11000050,111,0,2,0,9f26,1,
11003977,ドジな商人,20070050,11,1,0,1,11003977,0,11000050,111,0,2,0,9f27,1,
11003978,疑問を抱えた冒険者,20213002,128,115,0,1,11003978,0,11003978,111,0,1,0,0,0,
11003979,下層から来た冒険者,20213005,128,115,0,1,11003979,0,11003979,111,0,1,0,0,0,
11003980,罠に助けられた冒険者,20213007,128,115,0,1,11003980,0,11003980,111,0,1,0,0,0,
11003981,向上心のある冒険者,20216005,128,115,0,1,11003981,0,11003981,111,0,1,0,0,0,
11003982,ちょっとドジな冒険者,20216008,128,115,0,1,11003982,0,11003982,111,0,1,0,0,0,
11003983,用心な冒険者,20216000,128,115,0,1,11003983,0,11003983,111,0,1,0,0,0,
11003984,無限回廊の冒険者,20215000,126,115,0,1,11003984,0,11003984,111,0,1,0,0,0,
11003985,先輩冒険者,20216000,140,127,2,1,11003985,0,11003985,111,0,1,0,0,0,
11003986,優しそうな冒険者,20213005,140,125,2,1,11003986,0,11003986,111,0,1,0,0,0,
11003987,負傷した少年,20214001,224,183,2,1,11003987,0,11003685,363,0,1,0,0,0,
11003989,,10057000,4,147,6,1.1,11003990,1,14610100,111,0,1,0,0,1,
11003990,国境エクスプレス係員,10057000,4,147,6,1,11003990,0,11001218,111,0,1,0,0,0,
11003991,国境エクスプレス係員,10060000,229,185,2,1,11003991,0,11001218,111,0,1,0,0,0,
11003992,国境エクスプレス係員,10063100,125,63,2,1,11003992,0,11001218,111,0,1,0,0,0,
11003993,国境エクスプレス係員,10050000,78,147,2,1,11003993,0,11001218,111,0,1,0,0,0,
11003994,出張クエスト受付,10001000,102,26,2,1,11003994,0,11003994,111,0,1,0,0,0,#ノーザリン岬
11003995,出張クエスト受付,10002000,23,232,6,1,11003995,0,11003995,111,0,1,0,0,0,#スノップ雪原
11003996,出張クエスト受付,10017000,129,65,4,1,11003996,0,11003996,111,0,1,0,0,0,#ファーイースト街道
11003997,出張クエスト受付,10018100,198,61,0,1,11003997,0,11003997,111,0,1,0,0,0,#イストー岬
11003998,出張クエスト受付,10019000,109,114,6,1,11003998,0,11003998,111,0,1,0,0,0,#アンデッド島（大陸側）
11003999,出張クエスト受付,10034000,32,67,6,1,11003999,0,11003999,111,0,1,0,0,0,#東アクロニア海岸
11004000,出張クエスト受付,10035000,56,186,4,1,11004000,0,11004000,111,0,1,0,0,0,#軍艦島
