#npc2はガンホー社で管理をしています。ＨＬ側で勝手に触らないように注意！！！,,,,,,,,,,,,,,,,
#海外系のNPCに関しては、HL側で空いている位置に追加して欲しい、との話があったので、専用のID系列を設けました。（081126）,,,,,,,,,,,,,,,,
#, 韓国用,…18010000系列,,,,,,,,,,,,,,
#, タイ用,…18020000系列,,,,,,,,,,,,,,
#, 香港＆台湾用,…18030000系列,,,,,,,,,,,,,,
#, インドネシア用,…18040000系列,,,,,,,,,,,,,,
#, シンガポール用,…18050000系列,,,,,,,,,,,,,,
#, 中国用,…18060000系列,,,,,,,,,,,,,,
#以下、国が増えるごとに+10000して行ってください。,,,,,,,,,,,,,,,,
#（※ 081126以前に追加したNPCに関しては、上記のルールに従っていません。）,,,,,,,,,,,,,,,,
#ただし、海外系を追加した場合、データを送る際にNPCのIDも併せて伝えてください。,,,,,,,,,,,,,,,,
#NPCID,NAME,MAPID,座標Ｘ,座標Ｙ,方向,scale,ＥＶＥＮＴＩＤ,NOTOUCH,ＰＩＣＴＩＤ,初期モーション,透明度(0~255)この値を 0 以外にすると重くなるので注意してください,デフォルト表示,円形影の描画,FLAG,NPC表示設定,
#10000000,,0,,,,,,,,,,,,,,
#18000677,　,10025000,121,169,0,1,18000677,1,18000359,111,0,2,0,9d73,1,#透明NPC。PICTCHANGEでローキーに変身
#18000678,　,10025000,133,187,3,3,18000678,1,18000359,111,0,2,0,9d73,1,#透明大型NPC。PICTCHANGEででかいローキーに変身
#アルマたちと絆の樹（５章）,,,,,,,,,,,,,,,,
#18000679,守護魔 サツキ,50209000,13,21,1,0.9,18000679,0,18000577,111,0,2,0,9d85,0,#サツキのフェアリーハート。
#18000680,守護魔 サツキ,10023000,109,130,7,0.9,18000680,0,18000577,111,0,1,0,0,0,#サツキのフェアリーハート。
#18000681,ヘタレー,10023000,110,129,7,1,18000681,0,10260213,111,0,2,0,9d85,1,#ネコマタ杏のフェアリーハート、クリア後に表示される。
#18000682,ジュディス,10023000,128,139,1,1,18000682,0,18000682,111,0,1,0,0,0,#やんちゃくじNPC
#18000683,キャンディス,10023000,127,139,7,1,18000683,0,18000683,111,0,1,0,0,0,#やんちゃくじNPC
#18000684,　,10023000,127,141,4,1,18000684,1,18000359,111,0,1,0,0,0,#透明NPC。PICTCHANGEでバルル アルマに変身。
#18000685,　,10023000,128,141,3,1,18000685,1,18000359,111,0,1,0,0,0,#透明NPC。PICTCHANGEでネコマタ杏のやんちゃハートに変身。
#18000686,守護魔 サツキ,10031000,135,72,2,0.9,18000686,0,18000577,111,0,2,0,9d86,1,#サツキのフェアリーハート。
#18000687,アミス,10031000,158,78,7,1,18000687,0,18000557,111,0,2,0,9d86,1,#
#18000688,ダークフェザー,10031000,178,85,5,1,18000688,0,15910000,111,0,2,0,9d86,1,#
#18000689,バウ,10031000,189,98,7,1,18000689,0,15950000,111,0,2,0,9d86,1,#
#18000690,シャボタン,10031000,198,88,1,1,18000690,0,15960000,135,0,2,0,9d86,1,#
#18000691,ローキー,10031000,207,88,6,1,18000691,0,16060000,111,0,2,0,9d86,1,#
#18000692,　,10031000,219,88,6,1,18000692,0,16090000,111,0,2,0,9d87,1,#バルル アルマ
#18000693,　,10031000,217,86,7,1,18000693,0,10260201,111,0,2,0,9d87,1,#杏のやんちゃハート
#18000694,妖精王,10022000,158,25,0,1.2,18000694,0,18000694,111,0,1,0,0,0,#フェアリーくじNPC
#18000695,　,10022000,157,27,4,1,18000695,1,18000359,111,0,1,0,0,0,#透明NPC。PICTCHANGEでバルル アルマに変身。
#18000696,　,10022000,156,27,5,0.9,18000696,1,18000359,111,0,1,0,0,0,#透明NPC。PICTCHANGEでサツキのフェアリーハート、別Verに変身。
#18000697,　,10022000,155,26,6,1,18000697,1,18000359,111,0,1,0,0,0,#透明NPC。PICTCHANGEでネコマタ杏のやんちゃハートに変身。
#18000698,　,50211000,116,186,7,1,18000698,0,16090000,111,0,1,0,0,0,#バルル アルマ
#18000699,守護魔 サツキ,50211000,87,151,2,0.9,18000699,0,18000577,111,0,2,0,9d84,0,#透明NPC。PICTCHANGEでサツキのフェアリーハートに変身。
#18000700,アミス,50211000,80,153,7,1,18000700,0,18000557,111,0,2,0,9d84,0,#透明NPC。PICTCHANGEでアミスに変身。
#18000701,ダークフェザー,50211000,82,153,7,1,18000701,0,15910000,111,0,2,0,9d84,0,#透明NPC。PICTCHANGEでダークフェザーに変身。
#18000702,バウ,50211000,81,154,7,1,18000702,0,15950000,111,0,2,0,9d84,0,#透明NPC。PICTCHANGEでバウに変身。
#18000703,シャボタン,50211000,83,152,7,1,18000703,0,15960000,111,0,2,0,9d84,0,#透明NPC。PICTCHANGEでシャボタンに変身。
#18000704,ローキー,50211000,80,155,7,1,18000704,0,16060000,111,0,2,0,9d84,0,#透明NPC。PICTCHANGEでローキーに変身。
#18000705,ヘタレー,50211000,82,151,7,1,18000705,0,10260201,111,0,2,0,9d84,0,#透明NPC。PICTCHANGEでネコマタ杏のやんちゃハートに変身。
#18000706,　,50211000,129,210,3,1,18000706,1,18000359,111,0,2,0,9d84,0,#透明NPC。PICTCHANGEで騎乗PETのかーちゃんに変身。
#アルマたちと絆の樹（４章）,,,,,,,,,,,,,,,,
#18000707,サツキのフェアリーハート（別Ver 武器なし）（PICTID確保用）,,,,,,,,,,,,,,,
#18000708,禁止事項,50211000,87,154,3,1,18000708,1,12002000,111,0,1,0,0,0,
#アルマたちと絆の樹（通年利用）,,,,,,,,,,,,,,,,
#18000709,　,50209000,12,14,4,0.45,18000709,1,18000359,111,0,2,0,9d88,1,#透明NPC。PICTCHANGEでぷるぷるに変身。
#18000710,　,50209000,12,12,4,1,18000710,0,41165902,111,0,2,0,9.00E+48,0,#「絆の樹」若木。
18000711,アミス,50209000,10,21,4,1,18000711,0,18000610,111,0,1,0,0,0,#プルルを頭に乗せていない女教師。MASKNPC
#アルマたちと絆の樹（６章）,,,,,,,,,,,,,,,,
#18000712,守護魔 ミナヅキ,50209000,13,21,1,0.98,18000712,0,19010101,542,0,2,0,9.00E+03,0,#ミナヅキハート
#18000713,守護魔 ミナヅキ,10023000,109,130,7,0.98,18000713,0,19010101,542,0,1,0,0,0,#ミナヅキハート。アップタウンに居るほう
#18000714,ブラン,10023000,110,129,7,1,18000714,0,10260241,111,0,2,0,9.00E+02,1,#ネコマタ白の淑女ハート
#18000715,　,10023000,79,134,3,1,18000715,0,10260229,111,0,2,0,9.00E+04,1,#ネコマタ白のエキゾチックハート
#18000716,　,10023000,78,126,0,1,18000716,0,16180000,111,0,2,0,9.00E+04,1,#シーホース アルマ
#18000717,ウォルデ,10023000,78,128,4,1.2,18000717,0,11000299,111,0,2,0,9d91,0,#シーホースの傍にいるだんな様
#18000718,ウィリアム,10023000,62,170,1,1,18000718,0,18000718,134,0,2,0,9.00E+01,0,#若様
#18000719,テス,10023000,61,169,7,1,18000719,0,18000719,111,0,2,0,9.00E+01,0,#メイド
#18000720,ウォルデ,10023000,59,172,5,1.2,18000720,0,11000299,111,0,2,0,9.00E+00,1,#若旦那とメイドを追い詰めた旦那様
#18000721,　,10023000,55,147,5,1,18000721,0,11003462,111,0,2,0,9.00E+05,1,#プルル アルマ
#18000722,ウォルデ,50212000,14,12,2,1.2,18000722,0,11000299,111,0,2,0,9.00E+00,0,#結婚を強行しようとする旦那様
#18000723,アミス,50212000,10,12,6,1,18000723,0,18000610,111,0,1,0,0,0,#プルルを頭に乗せていない女教師。
#18000724,シーホース,50212000,13,21,4,1,18000724,0,16180000,111,0,1,0,0,0,#シーホース アルマ
#18000725,守護魔 ミナヅキ,50212000,11,21,5,0.98,18000725,0,18000725,111,0,1,0,0,0,#ミナヅキハート（白）、傘持ってないver
#18000726,ブラン,50212000,10,21,5,1,18000726,0,10260241,111,0,1,0,0,0,#ネコマタ白の淑女ハート
18000727,ウィリアム,10005000,93,70,0,1,18000727,0,18000718,111,0,2,0,9.00E+08,1,#旅立った若様
18000728,テス,10005000,94,70,2,1,18000728,0,18000728,111,0,2,0,9.00E+08,1,#旅立ったメイド
#アルマたちと絆の樹（７章）,,,,,,,,,,,,,,,,
#18000729,守護魔 フミツキ,50209000,13,21,1,0.85,18000729,0,19010103,111,0,2,0,9.00E+18,0,#アミスの飛空艇のフミツキ。イベント進行用。
#アルマたちと絆の樹（通年利用）,,,,,,,,,,,,,,,,
#18000730,　,50209000,10,17,7,1,18000730,1,18000359,111,0,2,0,9d44,1,#透明NPC、マオ
#18000731,　,50209000,16,19,3,1,18000731,1,18000359,111,0,2,0,9.00E+22,1,#透明NPC、ペペン
#18000732,　,50209000,16,18,0,1,18000732,1,18000359,622,0,2,0,9.00E+21,1,#透明NPC、ビニールプール
#アルマたちと絆の樹（７章）,,,,,,,,,,,,,,,,
#18000733,守護魔 フミツキ,10023000,109,130,7,0.85,18000733,0,19010103,111,0,1,0,0,0,#黒の聖堂前のフミツキ
#18000734,　,10023000,110,129,7,1,18000734,0,10260262,111,0,2,0,9.00E+18,1,#クリア後表示用のマオ（フミとお揃い衣装）
#18000735,　,10023000,126,153,4,1,18000735,0,10260250,111,0,2,0,9.00E+19,1,#アップタウンタイニーの脇にいるマオ
#18000736,　,10071000,250,157,2,1,18000736,1,18000359,111,0,2,0,9.00E+20,1,#ペペン表示用の透明NPC
#18000737,守護魔 フミツキ,10071000,246,157,6,0.85,18000737,0,19010103,111,0,2,0,9.00E+20,1,#タイニーアイランドのフミツキ
#18000738,マオ,10071000,246,163,6,1,18000738,0,10260250,111,0,2,0,9.00E+20,1,#タイニーアイランドのマオ
#18000739,ダークフェザー,10071000,244,159,6,1,18000739,0,15910000,111,0,2,0,9.00E+20,1,#タイニーアイランドのダークフェザー
#18000740,バウ,10071000,245,161,6,1,18000740,0,15950000,111,0,2,0,9.00E+20,1,#タイニーアイランドのバウ
#18000741,シャボタン,10071000,243,157,6,1,18000741,0,15960000,111,0,2,0,9.00E+20,1,#タイニーアイランドのシャボタン
#18000742,ローキー,10071000,246,155,6,1,18000742,0,16060000,111,0,2,0,9.00E+20,1,#タイニーアイランドのローキー
#18000743,バルル,10071000,245,154,7,1,18000743,0,16090000,111,0,2,0,9.00E+20,1,#タイニーアイランドのバルル
#18000744,シーホース,10071000,247,153,7,1,18000744,0,16180000,111,0,2,0,9.00E+20,1,#タイニーアイランドのシーホース
#アルマたちと絆の樹（8章）,,,,,,,,,,,,,,,,
#18000745,守護魔 ハヅキ,10023000,109,130,7,0.79,18000745,0,18000580,549,0,1,0,0,0,
#18000746,グリ,10023000,110,129,7,0.95,18000746,0,10260281,111,0,2,0,9.00E+35,1,
#18000747,　,10071000,238,85,6,0.95,18000747,0,10260269,111,0,2,0,9.00E+31,1,
#18000748,　,10023000,105,155,0,1.5,18000748,0,41070000,622,0,2,0,9.00E+26,1,
#18000749,　,10023000,105,165,4,1,18000749,1,18000359,111,0,2,0,9.00E+26,1,
#18000750,　,10023000,103,155,6,1,18000750,1,18000359,111,0,2,0,9.00E+26,1,
#18000751,　,10023000,95,156,6,1,18000751,1,18000359,111,0,2,0,9.00E+26,1,
#18000752,　,10023000,58,165,0,1.5,18000752,0,41070000,622,0,2,0,9.00E+28,1,
#18000753,　,10023000,58,155,0,1,18000753,1,18000359,111,0,2,0,9.00E+28,1,
#18000754,　,10023000,61,165,2,1,18000754,1,18000359,111,0,2,0,9.00E+28,1,
#18000755,　,10023000,68,166,2,1,18000755,1,18000359,111,0,2,0,9.00E+28,1,
#18000756,　,10023000,90,198,0,1.5,18000756,0,41070000,622,0,2,0,9.00E+29,1,
#18000757,　,10023000,80,188,7,1,18000757,1,18000359,111,0,2,0,9.00E+29,1,
#18000758,　,10023000,93,198,2,1,18000758,1,18000359,111,0,2,0,9.00E+29,1,
#18000759,　,10023000,82,190,7,1,18000759,1,18000359,111,0,2,0,9.00E+29,1,
#18000760,　,10023000,108,200,4,1,18000760,1,18000359,111,0,2,0,9.00E+29,1,
#18000761,　,10023000,150,155,0,1.5,18000761,0,41070000,622,0,2,0,9.00E+30,1,
#18000762,　,10023000,160,155,2,1,18000762,1,18000359,111,0,2,0,9.00E+30,1,
#18000763,　,10023000,153,158,3,1,18000763,1,18000359,111,0,2,0,9.00E+30,1,
#18000764,　,10023000,165,149,2,1,18000764,1,18000359,111,0,2,0,9.00E+30,1,
#18000765,助手のポロン,10023000,176,126,6,1,18000765,0,18000261,188,0,1,0,0,0,
#18000766,フシギ団幹部のパケル,10023000,177,127,3,0.8,18000766,0,18000049,2013,0,1,0,0,0,
#18000767,サラマンダー,10071000,66,49,2,1,18000767,0,16230000,111,0,2,0,9.00E+31,1,
#18000768,ダークフェザー,10071000,52,47,0,1,18000768,0,15910000,111,0,2,0,9.00E+31,1,
#18000769,バウ,10071000,54,36,3,1,18000769,0,15950000,111,0,2,0,9.00E+31,1,
#18000770,シャボタン,10071000,56,37,3,1,18000770,0,15960000,111,0,2,0,9.00E+31,1,
#18000771,ローキー,10071000,80,50,6,1,18000771,0,16060000,111,0,2,0,9.00E+31,1,
#18000772,バルル,10071000,80,52,6,1,18000772,0,16090000,111,0,2,0,9.00E+31,1,
#18000773,シーホース,10071000,62,60,1,1,18000773,0,16180000,111,0,2,0,9.00E+31,1,
#18000774,ペペン,10071000,70,49,2,1,18000774,0,16200000,111,0,2,0,9.00E+31,1,
#18000775,守護魔 ハヅキ,10071000,64,49,2,0.79,18000775,0,18000580,549,0,2,0,9.00E+31,1,
#18000776,グリ,10071000,64,50,2,0.95,18000776,0,10260269,111,0,2,0,9.00E+31,1,
#18000777,助手のポロン,10071000,60,50,6,1,18000777,0,18000777,111,0,2,0,9.00E+31,1,
#18000778,フシギ団幹部のパケル,10071000,59,49,6,0.8,18000778,0,18000778,111,0,2,0,9.00E+31,1,
#18000779,守護魔 ハヅキ,50209000,13,21,1,0.79,18000779,0,18000580,549,0,2,0,9.00E+35,0,
#アルマたちと絆の樹（9章）,,,,,,,,,,,,,,,,
#18000780,守護魔 キクヅキ,10023000,109,130,7,0.86,18000780,0,19010108,111,0,1,0,0,0,
#18000781,　,10023000,111,130,1,1,18000781,0,10260295,111,0,2,0,9.00E+40,1,
#18000782,　,10023000,1,1,0,0.98,18000782,1,16290000,111,0,2,0,9.00E+40,1,
#18000783,カスミ,10023000,110,129,7,1,18000783,0,10260307,111,0,2,0,9.00E+48,1,
#18000784,裁縫おばさんの家庭菜園,10023000,81,93,0,1,18000784,1,41101800,111,0,2,0,9.00E+41,1,
#18000785,　,10023000,3,1,0,1,18000785,1,18000359,111,0,1,0,0,0,
#18000786,悩める芸術家,10023000,177,107,7,1,18000786,0,18000786,111,0,1,0,0,0,
#18000787,　,10023000,170,90,4,1.2,18000787,1,41135800,111,0,1,0,0,0,
#18000788,　,10023000,81,96,4,1,18000788,0,11003462,111,0,2,0,9.00E+41,1,
#18000789,　,10023000,170,87,0,1,18000789,0,11003462,111,0,2,0,9.00E+42,1,
#18000790,　,10023000,126,153,4,1,18000790,0,11003462,111,0,2,0,9.00E+43,1,
#18000791,　,10071000,238,85,6,1,18000791,0,10260295,111,0,2,0,9.00E+44,1,
#18000792,　,10071000,216,199,5,1,18000792,1,18000359,111,0,2,0,9.00E+45,1,
#18000793,　,10071000,213,197,5,1,18000793,1,18000359,111,0,2,0,9.00E+45,1,
#18000794,　,10071000,215,197,5,0.98,18000794,0,16290000,111,0,2,0,9.00E+45,1,
#18000795,　,10071000,217,194,1,0.86,18000795,1,18000359,111,0,2,0,9.00E+45,1,
#18000796,　,10071000,220,199,1,1,18000796,1,18000359,111,0,2,0,9.00E+87,1,
#18000797,手伝いタイニー,10071000,66,171,2,1,18000797,0,11000723,111,0,2,0,9.00E+46,1,
#18000798,手伝いネイティブ,10071000,150,150,6,1,18000798,0,11000708,111,0,2,0,9.00E+46,1,
#18000799,手伝いパイレーツ,10071000,67,79,0,1,18000799,0,11000702,111,0,2,0,9.00E+46,1,
#18000800,守護魔 キクヅキ,50209000,13,21,1,0.86,18000800,0,19010108,111,0,2,0,9.00E+48,0,
#アルマたちと絆の樹（通年利用）,,,,,,,,,,,,,,,,
#18000801,　,50209000,12,12,0,1.5,18000801,0,41165906,111,0,2,0,9.00E+95,0,#「絆の樹」成木。
#パズル＆ドラゴンズコラボNPC,,,,,,,,,,,,,,,,
18000802,ティラ,10071000,186,186,5,1,18000802,0,16310000,111,0,1,0,0,0,
#アルマたちと絆の樹（10章）,,,,,,,,,,,,,,,,
#18000803,守護魔 カミア,10023000,108,131,7,0.88,18000803,0,18000582,111,0,1,0,0,0,
#18000804,守護魔 カンナ,10023000,109,130,7,0.88,18000804,0,18000847,111,0,1,0,0,0,
#18000805,みるく,10023000,111,130,1,1,18000805,0,18000586,111,0,2,0,9.00E+58,1,
#18000806,リリアン,10023000,172,82,1,1,18000806,0,18000594,111,0,2,0,9.00E+58,1,
#18000807,　,10023000,110,129,7,1,18000807,0,18000807,111,0,2,0,9.00E+66,1,
#18000808,　,10023000,111,129,7,1,18000808,0,18000808,111,0,2,0,9.00E+66,1,
#18000809,守護魔 カミア,50050000,1,9,6,0.88,18000809,0,18000582,111,0,2,0,9.00E+59,1,
#18000810,守護魔 カンナ,50050000,1,8,6,0.88,18000810,0,18000847,111,0,2,0,9.00E+59,1,
#18000811,　,50050000,4,1,0,1,18000811,0,16340000,111,0,2,0,9.00E+59,1,
#18000812,ダークフェザー,50050000,1,4,5,1,18000812,0,15910000,111,0,2,0,9.00E+59,1,
#18000813,みるく,50050000,5,8,2,1,18000813,0,18000586,111,0,2,0,9.00E+59,1,
#18000814,リリアン,50050000,5,9,2,1,18000814,0,18000594,111,0,2,0,9.00E+59,1,
#18000815,　,50050000,1,18,5,1,18000815,0,11003462,111,0,2,0,9.00E+59,1,
#18000816,守護魔 カミア,30091007,4,14,5,0.88,18000816,0,18000582,111,0,1,0,0,0,
#18000817,守護魔 カンナ,30091007,3,13,5,0.88,18000817,0,18000847,111,0,1,0,0,0,
#18000818,白い使い魔,30091007,8,3,0,1,18000818,0,16340000,111,0,2,0,9.00E+63,1,
#18000819,ダークフェザー,30091007,11,5,3,1,18000819,0,15910000,111,0,1,0,0,0,
#18000820,みるく,30091007,4,10,4,1,18000820,0,18000586,111,0,1,0,0,0,
#18000821,リリアン,30091007,8,10,4,1,18000821,0,18000594,111,0,1,0,0,0,
#18000822,　,30091007,3,7,5,1,18000822,0,11003462,111,0,2,0,9.00E+63,0,
#18000823,魔法使い風の人物,30091007,5,4,7,1,18000823,0,18000823,111,0,2,0,9.00E+63,0,
#18000824,書籍,50049000,1,2,0,1,18000824,0,41163400,111,0,1,0,0,0,
#18000825,書籍,50049000,1,5,0,1,18000825,0,41163400,111,0,1,0,0,0,
#18000826,書籍の山,50049000,5,3,0,1,18000826,0,41061500,111,0,1,0,0,0,
#18000827,守護魔 カミア,50213000,93,86,1,0.88,18000827,0,18000582,111,0,2,0,9.00E+61,1,
#18000828,守護魔 カンナ,50213000,105,76,1,0.88,18000828,0,18000847,111,0,2,0,9.00E+61,1,
#18000829,白い使い魔 アルマ,50213000,48,60,0,1,18000829,0,16340000,111,0,2,0,9.00E+61,1,
#18000830,ダークフェザー,50213000,86,22,0,1,18000830,0,15910000,111,0,2,0,9.00E+61,1,
#18000831,みるく,50213000,22,62,7,1,18000831,0,18000586,111,0,2,0,9.00E+61,1,
#18000832,リリアン,50213000,25,73,3,1,18000832,0,18000594,111,0,2,0,9.00E+61,1,
#18000833,　,50213000,42,76,0,1,18000833,0,11003462,135,0,2,0,9.00E+61,1,
#18000834,魔法使い風の人物,50213000,78,83,3,1,18000834,0,18000823,132,0,1,0,0,0,
#18000835,書籍の山,50213000,51,68,0,1,18000835,0,41061600,111,0,2,0,9.00E+61,1,
#18000836,書籍の山,50213000,102,54,0,1,18000836,0,41061600,111,0,2,0,9.00E+61,1,
#18000837,書籍の山,50213000,95,27,0,1,18000837,0,41061600,111,0,2,0,9.00E+61,1,
#18000838,老夫婦の日記,50065000,5,4,4,1,18000838,0,41163400,111,0,1,0,0,0,
#18000839,守護魔 カミア,50065000,3,3,7,0.88,18000839,0,18000582,111,0,1,0,0,0,
#18000840,守護魔 カンナ,50065000,2,4,7,0.88,18000840,0,18000847,111,0,1,0,0,0,
#18000841,白い使い魔 アルマ,50065000,5,3,0,1,18000841,0,16340000,111,0,1,0,0,0,
#18000842,ダークフェザー,50065000,7,6,3,1,18000842,0,15910000,111,0,1,0,0,0,
#18000843,みるく,50065000,8,5,2,1,18000843,0,18000586,111,0,1,0,0,0,
#18000844,リリアン,50065000,8,4,2,1,18000844,0,18000594,111,0,1,0,0,0,
#18000845,守護魔 カミア,50209000,13,21,1,0.88,18000845,0,18000582,111,0,2,0,9.00E+66,0,
#18000846,守護魔 カンナ,50209000,14,21,1,0.88,18000846,0,18000847,111,0,2,0,9.00E+66,0,
#アルマたちと絆の樹（通年利用）,,,,,,,,,,,,,,,,
18000847,　,50210000,1,14,6,0.88,18000847,0,18000847,111,0,1,0,0,0,#10月守護魔
#アルマたちと絆の樹（セル判定用確保）,,,,,,,,,,,,,,,,
#18000848,,,,,,,,,,,,,,,,
#アルマたちと絆の樹（通年利用）,,,,,,,,,,,,,,,,
#18000849,　,50209000,12,3,0,1,18000849,1,19010090,111,0,2,0,9.00E+81,1,
#18000850,　,50209000,12,3,0,1,18000850,1,18000574,111,0,2,0,9.00E+81,1,
#18000851,　,50209000,12,3,0,0.95,18000851,1,18000575,111,0,2,0,9.00E+81,1,
#18000852,　,50209000,12,3,0,1.04,18000852,1,18000576,111,0,2,0,9.00E+81,1,
#18000853,　,50209000,12,3,0,0.9,18000853,1,18000577,111,0,2,0,9.00E+81,1,
#18000854,　,50209000,12,3,0,0.98,18000854,1,19010101,111,0,2,0,9.00E+81,1,
#18000855,　,50209000,12,3,0,0.85,18000855,1,19010103,111,0,2,0,9.00E+81,1,
#18000856,　,50209000,12,3,0,0.79,18000856,1,18000580,111,0,2,0,9.00E+81,1,
#18000857,　,50209000,12,3,0,0.86,18000857,1,19010108,111,0,2,0,9.00E+81,1,
#18000858,　,50209000,12,3,0,0.88,18000858,1,18000582,111,0,2,0,9.00E+81,1,
#18000859,　,50209000,12,3,0,0.88,18000859,1,18000847,111,0,2,0,9.00E+81,1,
#18000860,　,50209000,12,3,0,0.82,18000860,1,19010112,553,0,2,0,9.00E+81,1,
#18000861,　,50209000,12,3,0,1,18000861,1,18000584,553,0,2,0,9.00E+81,1,
#18000862,　,50209000,12,3,0,1,18000862,1,10260110,111,0,2,0,9.00E+82,1,
#18000863,　,50209000,12,3,0,1,18000863,1,18000586,111,0,2,0,9.00E+82,1,
#18000864,　,50209000,12,3,0,1,18000864,1,10260152,111,0,2,0,9.00E+82,1,
#18000865,　,50209000,12,3,0,1,18000865,1,10260172,111,0,2,0,9.00E+82,1,
#18000866,　,50209000,12,3,0,1,18000866,1,10260201,111,0,2,0,9.00E+82,1,
#18000867,　,50209000,12,3,0,1,18000867,1,10260229,111,0,2,0,9.00E+82,1,
#18000868,　,50209000,12,3,0,1,18000868,1,10260250,111,0,2,0,9.00E+82,1,
#18000869,　,50209000,12,3,0,0.95,18000869,1,10260269,111,0,2,0,9.00E+82,1,
#18000870,　,50209000,12,3,0,1,18000870,1,10260295,111,0,2,0,9.00E+82,1,
#18000871,　,50209000,12,3,0,1,18000871,1,18000594,111,0,2,0,9.00E+82,1,
#18000872,　,50209000,12,3,0,1,18000872,1,10260342,111,0,2,0,9.00E+82,1,
#18000873,　,50209000,12,3,0,1,18000873,1,10260363,111,0,2,0,9.00E+82,1,
#18000874,　,50209000,12,3,0,1,18000874,1,18000359,111,0,2,0,9d43,1,
#アルマたちと絆の樹（11章）,,,,,,,,,,,,,,,,
#18000875,守護魔 シモツキ,10023000,109,130,7,0.82,18000875,0,19010112,553,0,1,0,0,0,
#18000876,　,10023000,111,130,1,1,18000876,0,10260342,111,0,2,0,9.00E+72,1,
#18000877,　,10023000,110,129,7,1,18000877,0,10260354,111,0,2,0,9.00E+78,1,
#18000878,ＤＥＭの冒険家,50213000,96,37,6,1,18000878,0,18000882,111,0,1,0,0,0,
#18000879,守護魔 シモツキ,50213000,60,95,6,0.82,18000879,0,19010112,553,0,1,0,0,0,
#18000880,ミカ,50213000,97,110,3,1,18000880,0,10260342,111,0,1,0,0,0,
#18000881,　,50213000,38,46,6,1,18000881,0,18000881,111,0,1,0,0,0,
#18000882,ＤＥＭの冒険家,50211000,148,90,0,1,18000882,0,18000882,111,0,1,0,0,0,
#18000883,守護魔 シモツキ,50211000,152,179,1,0.82,18000883,0,19010112,553,0,1,0,0,0,
#18000884,ミカ,50211000,76,150,4,1,18000884,0,10260342,111,0,1,0,0,0,
#18000885,　,50211000,70,134,0,1,18000885,0,18000881,111,0,1,0,0,0,
#18000886,ミカ,30110000,15,17,0,1,18000886,0,10260342,111,0,2,0,9.00E+74,1,
#18000887,オートメディック,30114000,15,2,0,1,18000887,0,16360000,111,0,2,0,9.00E+84,1,
#18000888,守護魔 シモツキ,30114000,14,4,5,0.82,18000888,0,19010112,553,0,2,0,9.00E+84,1,
#18000889,ミカ,30114000,16,4,3,1,18000889,0,10260342,111,0,2,0,9.00E+84,1,
#18000890,アミス,50214000,12,6,2,1,18000890,1,18000890,222,0,1,0,0,0,
#18000891,　,50214000,10,5,7,1,18000891,0,16360000,111,0,1,0,0,0,
#18000892,　,50214000,9,6,6,0.82,18000892,0,19010112,553,0,1,0,0,0,
#18000893,　,50214000,9,7,6,1,18000893,0,10260342,111,0,1,0,0,0,
#18000894,　,50214000,10,7,6,0.45,18000894,1,18000359,111,0,1,0,0,0,
#18000895,　,50214000,13,8,4,1,18000895,1,11003462,111,0,2,0,9.00E+77,0,
#18000896,　,50214000,9,16,4,1,18000896,1,18000359,111,0,1,0,0,0,
#18000897,　,50214000,9,16,4,1,18000897,1,18000359,111,0,1,0,0,0,
#18000898,　,50214000,9,16,4,1,18000898,1,18000359,111,0,1,0,0,0,
#18000899,　,50214000,9,16,4,0.9,18000899,1,18000359,111,0,1,0,0,0,
#18000900,守護魔 シモツキ,50209000,13,21,1,0.82,18000900,0,19010112,553,0,2,0,9.00E+78,0,
#アルマたちと絆の樹（家具）,,,,,,,,,,,,,,,,
#18000901,　,50214000,12,6,2,1,18000901,1,41063100,111,0,1,0,0,0,
#18000902,　,50214000,5,5,7,1,18000902,1,41131200,111,0,1,0,0,0,
#18000903,　,50214000,7,5,0,1,18000903,1,41081200,111,0,1,0,0,0,
#18000904,　,50214000,8,5,6,1,18000904,1,41061200,111,0,1,0,0,0,
#18000905,　,50214000,6,5,0,1,18000905,1,41165801,111,0,1,0,0,0,
#18000906,　,50214000,5,6,3,1,18000906,1,41061500,111,0,1,0,0,0,
#18000907,　,50214000,7,10,0,1,18000907,1,41080000,111,0,1,0,0,0,
#18000908,　,50214000,8,10,2,1,18000908,1,41090400,111,0,1,0,0,0,
#18000909,　,50214000,7,9,0,1,18000909,1,41090400,111,0,1,0,0,0,
#18000910,　,50214000,6,10,6,1,18000910,1,41090400,111,0,1,0,0,0,
#18000911,　,50214000,7,11,4,1,18000911,1,41090400,111,0,1,0,0,0,
#18000912,　,50214000,13,11,2,1,18000912,1,41131000,111,0,1,0,0,0,
#18000913,　,50214000,5,12,6,1,18000913,1,41130900,111,0,1,0,0,0,
#18000914,　,50214000,13,13,3,1,18000914,1,41130501,111,0,1,0,0,0,
#18000915,　,50214000,6,8,2,1,18000915,1,41062800,111,0,1,0,0,0,
#アルマたちと絆の樹（12章）,,,,,,,,,,,,,,,,
#18000916,守護魔 ロウゲツ,10023000,109,130,7,1,18000916,0,18000584,553,0,1,0,0,0,
#18000917,　,10023000,110,129,7,1,18000917,0,10260375,111,0,2,0,9.00E+89,1,
