#NPCID,コメント,上半身(ATTR),下半身,靴,顔,髪型,帽子,髪飾りＵＰ,髪飾り左側,髪飾り右側,髪飾りＤＯＷＮ,顔飾り,右すね,肩パット右,肩パット左,胸アクセ,右手握り,左手甲,背負い,左すね,右足甲,しっぽ,付け髪ＵＰ,付け髪左サイド,付け髪右サイド,付け髪ＤＯＷＮ,右手甲,左足甲,左手握り,腰,腰追加分s26,エフェクト,タイツ,攻撃エフェクトID,トレイルエフェクトＩＤ,下半身１,下半身2,下半身3,
13000074,エミルファンの女の子,01_00_17_00,,01_09_05_00,01_02_42_00,01_03_01_50,,,,,,01_06_03_11,,,,01_08_11_00,,,,,,,,,,,,,,,,,,,,01_01_00_01,01_24_00_01,01_25_00_01,
13000075,タイタスファンの女の子,03_00_17_50,,03_09_05_00,03_02_50_00,03_03_06_60,03_05_16_00,03_04_06_60,,,,03_06_03_10,,,,03_08_11_00,,,03_18_03_00,,,,,,,,,,,,,,,,,03_01_00_03,03_24_00_03,03_25_00_03,
13000076,ベリアルファンの女の子,05_00_17_51,,05_09_05_00,05_02_62_00,05_03_09_70,,,,,,05_06_03_09,,,,05_08_11_00,,,05_18_04_00,,,05_21_00_00,,,,,,,,,,,,,,05_01_00_09,05_24_00_09,05_25_00_09,
#臨時倉庫用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13000102,出張倉庫屋,01_00_69_50,,01_09_36_50,01_02_40_00,01_03_09_10,,,,,,01_06_46_13,,,,,01_19_05_00,,01_18_02_00,,,,,,,,,,01_19_15_00,,,,,,,01_01_00_07,01_24_00_07,01_25_03_07,
#海開き,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13000124,バイトの女の子（海）,01_00_48_53,,,01_02_42_00,01_03_01_50,,,,,,01_06_02_01,,,,,,,,,,,,,,,,,,,,,,,,01_01_19_00,01_24_00_00,01_25_00_00,
13000155,エミル（剣無し、ネコマタなし）,00_00_90_00,00_26_09_00,00_09_18_00,00_02_90_00,00_03_90_00,,,,,,,,,,00_08_90_00,,,,,,,,,,,,,,,,,,,,,00_24_02_00,00_25_00_00,
13000156,ティタ,03_00_92_00,03_26_92_00,03_09_92_00,03_02_92_00,03_03_92_00,,,,,,,00_22_93_00,,,,,,03_18_03_00,00_22_92_00,,,,,,,,,,,,,4155,,,,,03_25_00_00,
#季節イベントお月見）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13000211,ツクヨミ,01_00_45_00,,,01_02_00_00,01_03_05_52,,,,,,,,null,null,01_08_24_00,01_15_92_00,,01_18_21_00,,,,01_04_40_52,,,,null,,,,,,,,,01_01_00_00,00_24_00_00,00_25_00_00,
#Gpara（公約）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13000212,マーシャ,01_00_47_00,,01_09_64_00,01_02_90_00,01_03_90_00,01_04_19_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01_01_01_00,01_24_00_01,01_25_03_01,
13000213,ルルイエ,05_00_100_00,,05_09_65_00,05_02_91_00,05_03_91_00,05_05_62_00,,,,,,,,,,,,05_18_04_00,,,05_21_00_04,,,,,,,,,,,,,,05_01_00_00,05_24_00_05,05_25_03_05,
#季節イベント(ハロウィン),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13000214,謎の男,00_00_84_50,00_26_00_00,00_23_10_50,00_02_05_00,00_03_34_11,,,,,,00_07_04_00,,null,null,,00_19_06_00,,,,,,,,,,null,,,,,,,,,null,null,null,
#プレチュートリアルイベント,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13000159,ティタ,4048_00_00_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13000160,DEM-00,4049_00_00_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13000161,フォックスハウンド,4052_00_00_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13000162,司令官,4055_00_00_00,,,4055_02_00_00,4055_03_00_00,4055_05_00_00,,,,,,,,,,,,,,,4055_10_00_00,,,,,,,,,,,,,,,,,
13000163,オペレーター,4054_00_00_00,,,4054_02_00_00,4054_03_00_00,4054_05_00_00,,,,,,,,,,,,,,,4054_10_00_00,,,,,,,,,,,,,,,,,
13000218,ケーキ屋さん,01_00_1021_02,01_26_08_57,01_09_64_00,01_02_41_00,01_03_10_10,01_05_70_02,,,,,,,,,,01_12_26_00,,,,,,,,,,,,,,,,,,,01_01_00_24,01_24_00_24,01_25_03_24,
#季節イベント(結婚式＆音楽祭),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13000231,ダーリン（成長後）,00_00_71_50,00_26_05_54,00_09_07_01,00_02_40_00,00_03_18_62,,,,,,,,,,00_08_21_50,,,,,,,,,,,,,,,,,,,,null,null,null,
13000232,ハニー（成長後）,01_00_21_02,,01_09_08_50,01_02_40_00,01_03_24_51,01_04_35_51,01_06_70_00,,,,01_07_31_00,,,,,,,,,,,,,,,,,,,,,,,,01_01_00_00,01_24_00_00,01_25_01_00,
#2008年花火大会イベント関連,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13000236,倒れているタイニー,2025_00_00_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13000237,謎の少女,01_00_1017_01,,01_09_60_00,01_02_00_02,01_03_40_61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01_01_00_00,01_24_00_00,null,
13000238,狐の少女,01_00_1087_00,,01_09_60_00,01_02_00_02,01_03_40_61,,01_06_111_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,01_01_00_00,01_24_00_00,null,
13000239,狐の少女,01_00_1087_00,,01_09_60_00,01_02_03_01,01_03_40_61,,01_06_111_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,01_01_00_00,01_24_00_00,null,
13000240,闇お好み焼き屋,00_00_1030_00,,,00_02_01_04,00_03_23_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
13000241,ジャンボたこ焼き屋,00_00_1030_00,,,00_02_00_00,00_03_08_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
13000242,サボリ魔タイニー,2025_00_00_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13000243,闇たこ焼き屋,01_00_1030_00,,,01_02_03_02,01_03_02_10,,01_06_12_14,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
13000244,いかやき屋,00_00_1030_00,,,00_02_03_01,00_03_10_01,00_05_72_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
13000245,たこ焼き屋,01_00_1030_00,,,01_02_02_02,01_03_34_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
13000246,屋台タイニー,2025_00_00_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13000247,いかやき屋,00_00_1030_00,,,00_02_03_01,00_03_12_52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
13000248,たこ焼き屋,00_00_1030_00,,,00_02_03_02,00_03_10_00,00_05_72_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
13000249,いかやき屋,00_00_1030_00,,,00_02_00_04,00_03_06_61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
13000250,お好み焼き屋,00_00_1030_00,,,00_02_02_02,00_03_37_09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
13000251,ジャンボお好み焼き屋,01_00_1030_00,,,00_02_00_00,01_03_36_09,,01_06_02_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
13000253,月の従者黄色,01_00_1043_00,,,01_02_03_02,01_03_48_07,01_06_13_51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
13000254,月の従者緑色,01_00_1043_00,,,01_02_03_02,01_03_48_06,01_06_13_51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
13000263,魔女A,01_00_34_52,,01_09_63_01,01_02_41_00,01_03_22_09,01_05_110_00,,,,,01_07_11_00,,,,,01_13_22_00,,,,,,,,,,,,,,,,,,,01_01_00_00,01_24_00_00,null,
13000264,魔女B,01_00_34_51,,01_09_26_00,01_02_41_00,01_03_44_71,01_05_110_00,,,,,01_07_11_00,,,,,01_13_22_00,,,,,,,,,,,,,,,,,,,01_01_00_22,01_24_00_22,01_25_03_22,
13000270,魔女C,01_00_1095_00,,,01_02_62_00,01_03_47_01,01_05_109_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
13000271,魔女D,01_00_1095_00,,,01_02_62_00,01_03_47_11,01_05_109_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
#2009年花火大会イベント関連追加NPC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13000275,謎の少年,00_00_1161_08,00_26_53_09,00_09_27_00,00_02_01_04,00_03_33_11,00_06_77_00,,,,,,,,,,00_16_23_00,,,,,,,,,,,,,,,,,,,null,null,00_25_04_41,
13000276,狐の少年,00_00_1161_08,00_26_53_09,00_09_27_00,00_02_01_04,00_03_33_11,00_06_77_00,00_06_111_00,,,,,,,,,00_16_23_00,,,,,,,,,,,,,,,,,,,null,null,00_25_04_41,
#2009年きのこ狩イベント関連追加NPC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13000277,きのこの化身,00_00_1119_00,00_26_66_00,00_09_106_00,00_02_03_02,00_03_10_10,00_05_133_00,null,null,null,null,,null,null,null,,,,,null,,,,,,,,,,,,,,,,null,null,00_25_01_00,
#2009年ハロウィンイベント関連追加NPC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13000281,シトレイユ,01_00_93_00,,01_09_60_00,01_02_60_00,01_03_21_18,,01_06_04_52,,,,,,,,01_08_38_00,,,,,,,01_04_39_18,,,,,,,,,,,,,01_01_00_07,01_24_00_07,null,
13000282,キュルビス,01_00_93_00,,01_09_60_00,01_02_62_00,01_03_36_72,,01_06_02_01,,,,01_07_48_00,,,,01_08_38_00,,,,,,,,01_04_38_72,,,,,,,,,,,,01_01_00_07,01_24_00_07,null,
13000283,二年生男子,00_00_93_00,00_26_29_00,00_09_60_00,00_02_41_00,00_03_02_10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
13000284,一年生男子,00_00_93_00,00_26_29_00,00_09_60_00,00_02_40_00,00_03_00_50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
13000285,三年生女子,01_00_93_00,,01_09_60_00,01_02_40_00,01_03_22_11,,,,,,01_07_14_01,,,,01_08_38_00,,,,,,,,,,,,,,,,,,,,01_01_00_07,01_24_00_07,null,
13000286,悩める監督生,00_00_93_50,00_26_29_50,00_09_60_50,00_02_03_01,00_03_03_52,,,,,,00_07_26_50,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
13000287,サクヤ,01_00_93_50,,01_09_60_50,01_02_42_00,01_03_23_03,,,,,,,,,,01_08_38_50,,,,,,,01_04_40_03,,,,,,,,,,,,,01_01_00_07,01_24_00_07,null,
13000288,バルド,00_00_93_00,00_26_29_00,00_09_60_00,00_02_42_00,00_03_25_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
13000289,ジョルジュ,00_00_93_00,00_26_29_00,00_09_60_00,00_02_42_00,00_03_39_08,00_05_20_08,00_06_87_00,,,,00_07_18_51,,,,00_08_61_00,00_16_09_50,,,,,,00_04_46_08,,,,,,00_19_16_00,,,,,,,null,null,null,
#2009年クリスマスイベント関連追加NPC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13000290,クリスマスの雑学王,00_00_36_52,00_26_07_54,00_09_01_50,00_02_00_00,00_03_10_00,00_05_31_00,,,,,00_07_13_01,,,,,00_10_57_00,,,,,,,,,,,,,,,,,,,00_01_00_00,00_24_00_00,00_25_00_00,
13000291,冬の雑学チャンピオン,02_00_36_52,02_26_07_54,02_09_01_50,02_02_01_00,02_03_10_60,02_05_31_00,,,,,02_07_13_01,,,,,02_10_57_00,,02_18_03_00,,,,,,,,,,,,,,,,,02_01_00_00,02_24_00_00,02_25_00_00,
13000292,普通の雑学キング,04_00_36_52,04_26_07_54,04_09_01_50,04_02_02_00,04_03_10_70,04_05_31_00,,,,,04_07_13_01,,,,,04_10_57_00,,04_18_04_00,,,04_21_00_00,,,,,,,,,,,,,,04_01_00_00,04_24_00_00,04_25_00_00,
13000293,見習いサンタ,01_00_1197_01,01_23_39_01,,01_02_41_00,01_03_02_07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
13000294,ケーキ好きの男,00_00_1070_00,,null,00_02_42_00,00_03_51_11,,00_05_88_00,,,,,,,,00_08_55_00,,,,,,,,,,,,,,00_18_34_00,,,,,,null,null,null,
#2012年8/23Anemone関連NPC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13000295,GM.Anemone,07_00_80_15,,07_09_08_53,07_02_06_00,07_03_100_23,,,07_07_41_00,,,,,,,,,,,,,,,,,,,,,,,,,,,07_01_00_03,07_24_00_03,07_25_03_03,
#2010年節分イベント関連追加NPC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13000296,鬼姫,01_00_45_50,,01_09_129_01,01_02_04_02,01_03_72_10,01_06_32_00,01_06_93_00,,,,,,,,01_08_50_00,01_19_04_00,,,,,,,,,,,,,01_18_48_00,,,,,,01_01_00_07,01_24_00_07,01_25_01_07,
13000301,鬼侍従,00_00_1068_00,00_26_08_00,00_09_07_09,00_02_05_01,00_03_18_10,00_06_32_00,,,,,00_07_73_00,,,,,,,,,,,,,,,,,,,,,,,,null,null,00_25_03_00,
#2010年バレンタインイベント関連追加NPC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13000302,ユノ,03_00_80_00,03_26_00_00,03_09_66_00,03_02_03_01,03_03_34_60,03_05_16_00,03_06_70_00,,,,,,,,,,,03_18_03_00,,,,,,,,,,03_17_02_00,03_18_06_00,,,,,,03_01_00_07,03_24_00_07,03_25_03_07,
#2010年追加　ネカフェでアイテムを配布するNPC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13000306,アンジー,01_00_81_02,,01_09_64_00,01_02_40_00,01_03_05_50,01_04_07_50,01_06_07_04,,,,,,,,,01_16_13_00,,,,,,,,,,,,,,,,,,,01_01_00_00,01_24_00_00,01_25_03_03,
#2010年子どもの日イベント関連追加NPC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13000307,ユンガー,00_00_1161_00,00_26_66_00,00_09_27_00,00_02_42_00,00_03_06_72,,,,,,00_07_68_00,null,null,null,00_08_52_00,,,,null,,,,,,,,,,00_18_18_00,,,,,,null,null,00_25_04_32,
#2010年オートマタ（ルビー）入手関連追加NPC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13000308,赤色の影,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#2010年オートマタ（トパーズ）入手関連追加NPC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13000312,作業をしているＤＥＭ,06_30_81_00,06_33_17_00,06_32_81_00,06_31_81_00,,,,,,,,,,,,,06_39_82_00,,,,,,,,,06_38_82_00,,,,,,,,,,,,
#2010年オートマタ（ダイヤモンド）入手関連追加NPC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13000313,X-1,07_00_1084_00,07_26_48_00,07_09_65_00,07_02_06_11,07_03_135_11,07_04_94_11,,00_07_41_00,,,,,null,null,,,,,,,,,,,,,,,,,,26,,,07_01_00_26,07_24_00_26,07_25_00_26,
#2012年バレンタインイベント関連追加NPC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13000328,メーラ,01_00_1234_00,,01_09_36_50,01_02_00_20,01_03_19_01,,01_06_02_01,,,,,,,,,,,,,,,,,,,,,,,,,10,,,01_01_00_10,01_24_00_10,01_25_00_10,
13000331,ガーナ,05_00_02_35,05_26_04_50,05_09_55_00,05_02_02_12,05_03_58_29,,,,,,05_07_53_00,,,,05_08_52_50,,,05_18_04_00,,,05_21_00_00,,,,,,,,,,,,,,null,05_24_02_00,05_25_02_00,
#2012年ホワイトデーイベント関連追加NPC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13000334,ラロ,00_00_21_03,00_26_05_50,00_09_07_00,00_02_00_00,00_03_10_00,00_05_02_51,,,,,00_07_11_00,,,,,00_16_10_51,,00_18_02_50,,,,,,,,,,,,,,,,,00_01_00_00,00_24_00_00,null,
#2012年花見イベント関連追加NPC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13000348,花見係員,01_00_17_51,,01_09_59_00,01_02_00_21,01_03_34_23,01_06_155_00,,,,,,,,,01_08_41_00,01_16_09_50,,,,,,,,,,,,,,,,5,,,01_01_00_05,01_24_00_05,01_25_03_05,
13000350,配達人,00_00_37_50,00_26_87_00,00_09_05_51,00_02_00_14,00_03_33_01,,,,,,,,,,,,,,,,,,,,,,,,00_18_07_00,,,,,,00_01_00_00,00_24_00_00,00_25_00_00,
#2012年ジューンブライト関連追加NPC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13000352,マイス,00_00_1021_00,00_26_41_00,00_09_21_02,00_02_00_12,00_03_10_09,00_05_70_00,null,null,null,null,,null,,,,,,,null,,,null,,,,,,,,,,,,,null,null,00_25_03_00,
13000353,ケイト,01_00_81_02,,01_09_36_00,01_02_00_04,01_03_05_09,,01_06_150_00,,,,,,,,,,,,,,,,,,,,,,,,,3,,,01_01_00_03,01_24_00_03,01_25_03_03,
#2012年お月見関連追加NPC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13000360,孤高の鍛冶屋,00_00_1279_00,00_26_13_00,00_09_03_51,00_02_00_21,00_03_194_04,,,,,,,,,,,00_12_17_00,,00_18_02_50,,,,,,,,,,,,,,,,,00_01_00_00,00_24_00_00,00_25_00_00,
#2012年ハロウィン関連追加NPC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13000361,見習い魔女,01_00_1408_00,null,01_23_96_00,01_02_40_00,01_03_34_71,01_05_184_00,null,null,null,null,null,,null,   ,,01_15_51_00,,,,,,,,,,,,,,,,,,,null,null,null,
#2012年きのこ狩り関連追加NPC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13000369,キノコクラブ会長,00_00_45_20,00_26_08_50,00_09_06_55,00_02_00_00,00_03_10_01,00_05_133_00,00_07_11_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
13000372,秋を語る男,00_00_19_00,00_01_05_00,00_09_02_00,00_02_40_00,00_03_05_10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#2012年クリスマス関連追加NPC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13000382,ＴＥＳＴ（Ｈ）,01_00_1362_01,,01_23_01_50,01_02_01_01,01_03_10_22,01_05_31_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
#2013年ＤＥＭ用バレンタインイベント関連追加ＮＰＣ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13000386,ルクスファンの女の子,07_00_17_52,,07_09_05_00,07_02_06_00,07_03_00_80,,,,,,07_07_41_00,,,,07_08_11_00,,,,,,,,,,,,,,,,,44,,,07_01_00_44,07_24_00_44,07_25_00_44,
#2013年 ひな祭り関連追加ＮＰＣ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13000387,ココット,01_00_1000_00,01_26_115_00,01_09_19_00,01_02_02_03,01_03_09_70,,01_06_61_07,,,,,,,,,,,,,,,,,,,,,,,,,35,,,01_01_00_35,01_24_00_35,01_25_03_35,
#2013年 こどもの日関連追加ＮＰＣ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13000407,レッド,00_00_1450_02,00_26_155_02,00_09_12_02,00_02_02_00,00_03_10_01,00_05_06_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
13000408,ブルー,00_00_1321_01,,,00_02_01_00,00_03_20_81,,00_06_119_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
13000409,グリーン,00_00_17_53,,00_23_46_05,00_02_02_02,00_03_03_26,,00_06_119_05,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
13000410,イエロー,01_00_26_07,01_26_08_42,01_09_140_07,01_02_01_04,01_03_02_61,01_06_119_07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01_01_00_00,01_24_00_00,01_25_01_00,
13000411,ピンク,01_00_1135_15,01_26_67_15,01_09_129_00,01_02_01_00,01_03_10_23,01_05_29_00,,,,,,,,,,,01_11_31_15,,,,,,,,,01_11_30_15,,,,,,,,,01_01_00_00,01_24_00_00,01_25_01_00,
#2013年 ジューンブライト関連追加ＮＰＣ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13000412,親孝行な新郎,00_00_45_00,00_26_08_00,00_09_07_09,00_02_00_12,00_03_33_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00_25_03_00,
#2013年 海開き関連追加ＮＰＣ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13000413,夏バテ気味なお姉さん,01_00_1224_00,,01_09_36_50,01_02_00_00,01_03_41_23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01_01_00_00,01_24_00_00,01_25_03_00,
#2013年 ハロウィン関連追加ＮＰＣ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13000419,いかにも怪しいお兄さん,00_00_107_00,00_26_25_51,00_09_22_50,00_02_02_00,00_03_01_51,,00_06_283_00,,,,,,,,,,,00_18_107_00,,,,,,,,,,,,,,,,,00_01_00_00,00_24_00_00,00_25_01_00,
#2013年 きのこ狩り関連追加ＮＰＣ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13000420,サリー,01_00_1035_01,,01_09_31_50,01_02_10_00,01_03_40_30,01_05_69_00,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,01_01_00_00,01_24_00_00,01_25_01_00,
13000421,ラッシュ,00_00_1204_00,,00_23_42_00,00_02_01_00,00_03_01_12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
#2014年 守護魔?季節イベント関連?ムツキ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13000437,守護魔?ムツキ,01_00_1360_00,01_26_120_00,01_09_163_00,01_02_0212_90,01_03_217_09,,01_06_213_00,,,,,,,,01_08_115_00,01_15_41_00,,,,,01_21_06_00,,,,,,,,,,,,,,01_01_00_115,01_24_00_115,01_25_00_115,
#テスト用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18000201,クリム,02_00_38_51,02_26_05_53,02_09_02_00,02_02_01_24,02_03_03_51,02_05_16_00,,,,,02_07_14_00,,null,null,,,,02_18_03_00,,,,,,,,,,,,,,,,,null,null,null,
18000202,ミーシア,05_00_1050_00,,05_09_20_00,05_02_02_13,05_03_27_61,,05_06_04_00,,,,,,null,null,,,,05_18_04_00,,,05_21_00_00,05_04_45_61,,,,,,,,,,,,,05_01_00_00,05_24_00_00,05_25_05_32,
18000203,サヤ,05_00_1086_00,,05_09_07_00,05_02_02_13,05_03_36_09,,,,,,,,null,null,,,,05_18_04_00,,,05_21_00_00,,,,,,,,,,,7703,,,05_01_00_00,05_24_00_03,05_25_03_03,
18000204,クリム,02_00_38_51,02_26_05_53,02_09_02_00,02_02_01_24,02_03_03_51,02_05_16_00,,,,,02_07_14_00,,null,null,,,,02_18_03_00,,,,,,,,,,,,,,,,,null,null,null,
18000205,ミーシア,05_00_1050_00,,05_09_20_00,05_02_02_13,05_03_27_61,,05_06_04_00,,,,,,null,null,,,,05_18_04_00,,,05_21_00_00,05_04_45_61,,,,,,,,,,,,,05_01_00_00,05_24_00_00,05_25_05_32,
18000206,グリーディ,00_00_30_00,00_26_09_51,00_09_21_02,00_02_71_00,,,,,,,,,null,null,,,,,,,,,,,,,,,,,,,,,00_01_00_00,00_24_00_00,00_25_03_00,
18000207,フシギ団団員,05_00_53_51,,05_09_21_51,,,05_02_71_00,,,,,,,null,null,,,,05_18_04_00,,,05_21_00_00,,,,,,,,,,,,,,05_01_00_05,05_24_00_05,05_25_02_05,
18000208,フシギ団団員,05_00_53_51,,05_09_21_51,,,05_02_71_00,,,,,,,null,null,,,,05_18_04_00,,,05_21_00_00,,,,,,,,,,,,,,05_01_00_05,05_24_00_05,05_25_02_05,
18000209,フシギ団団員,00_00_51_50,00_26_15_50,00_09_07_00,,,00_02_71_00,,,,,,,null,null,,,,,,,,,,,,,,,,,,,,,00_01_00_00,00_24_00_00,00_25_03_00,
18000210,フシギ団団員,00_00_51_50,00_26_15_50,00_09_07_00,,,00_02_71_00,,,,,,,null,null,,,,,,,,,,,,,,,,,,,,,00_01_00_00,00_24_00_00,00_25_03_00,
#GH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18000004,フシギ団団員のパルル,05_00_56_00,05_09_27_00,,05_02_71_00,,,,,,,,,,,,,,05_18_04_00,,,05_21_00_00,,,,,,,,,,,,,,05_01_07_00,05_24_04_00,05_25_01_00,
18000005,フシギ団団員のグリーディ,00_00_30_00,00_26_09_51,00_09_21_02,00_02_71_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00_24_00_00,00_25_03_00,
18000006,フシギ団団員のクリム,02_00_68_00,02_26_25_00,02_09_02_00,02_02_71_00,,,,,,,,,,,,,,02_18_03_00,,,,,,,,,,,,,,,,,,02_24_00_00,02_25_01_00,
18000009,アリス,01_00_21_04,,01_09_08_52,01_02_03_00,01_03_09_60,,01_06_02_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,01_01_00_00,00_24_00_00,00_25_03_00,
18000010,アルミィナ,01_00_19_51,,01_23_09_00,01_02_42_00,01_03_08_11,01_07_07_00,01_06_07_01,,,,,,,,01_08_07_00,01_12_18_00,,01_18_02_50,,,,,,,,,,01_19_15_00,,,,,,,null,null,null,
#季節EXイベント,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18000014,准幹部のミーシア,05_00_05_00,05_26_11_08,05_09_26_13,05_02_71_52,,,,,,,,,null,null,,,,05_18_04_00,,,05_21_00_00,,,,,,,,,,,,,,05_01_00_04,05_24_00_04,05_25_06_04,
18000016,宝箱,3027_00_00_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#ラディーブイベント,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18000021,ラディーブ,4041_00_00_51,,,4041_02_00_51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18000022,キュー,03_00_89_00,,03_09_58_00,03_02_52_00,03_03_01_62,03_05_16_00,03_07_14_01,,,,,,,,03_08_28_00,03_16_05_00,,03_18_03_00,,,,,,,,,,,,,,,,,03_01_13_00,03_24_00_03,03_25_03_03,
18000023,ピット,03_00_100_00,,03_09_07_00,03_02_50_00,03_03_01_62,03_05_16_00,03_06_02_00,,,,,,,,03_08_18_00,,,03_18_03_00,,,,,,,,,,,,,,,,,03_01_02_00,03_24_00_05,03_25_03_05,
