#パートナー用アクトキューブの詳細設定シート,,,,,,,,,,,,,,,,,,,,,,,,,
#基本情報,,,,使用可能条件,,,,,,,,,,,,,,説明文,スキルのアクトキューブ,削除条件,条件?行動?Pスキルのアクトキューブ,,,,条件アクトキューブ
#ユニークID,アイテムID,種別ＩＤ,アクトキューブ名,パートナーランク,系統番号,動物型,人型,虫型,植物型,魔法使い型,魔法生物型,鳥型,魚型,アンデッド型,機械型,信頼度の色,転生状態,アクトキューブ情報ウィンドウの説明文,スキルＩＤ,制限,処理ID,PARAM1,PARAM2,PARAM3,任意設定フラグ
#パートナーのHPが○％以下だったら,,,,,,,,,,,,,,,,,,,,,,,,,
30456,68310456,2,▲ダークフレア,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜ダークフレア＞$R敵に闇の力を持つ$R魔法攻撃を行う$R一定確率で持続ダメージを与える,15104,1,0,0,0,0,0
30457,68310457,2,▲斬首,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜斬首＞$R守りを考えず全力で斬りかかり$R防御力を無効化する一撃を与える,15108,1,0,0,0,0,0
30458,68310458,2,▲心頭滅却,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜心頭滅却＞$R一定時間、物理最大攻撃力と$R物理防御と魔法防御を上昇させる,15109,1,0,0,0,0,0
30459,68310459,2,▲狐火風,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜狐火風＞$R対象の範囲に$R火焔攻撃を行う,15110,1,0,0,0,0,0
30460,68310460,2,▲狐火嵐,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜狐火嵐＞$R地面の広い範囲に$R火焔の竜巻を発生させる,15111,1,0,0,0,0,0
30461,68310461,2,▲閃,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜閃＞$R地を這う真空波を発生させ$R間合いの外から対象を攻撃する$R$R※スキル対象が＜自分＞の$R条件でしか発動しません,15112,1,0,0,0,0,0
30462,68310462,2,▲炎獄,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜炎獄＞$R対象の体内で数秒後に爆発する$R斬撃を与える$R一定確率で持続ダメージを与える,15113,1,0,0,0,0,0
30463,68310463,2,▲妖狐式抜刀術 命,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜妖狐式抜刀術 命＞$R対象の急所を狙い命中率$R回避率低下と鈍足効果を与える,15115,1,0,0,0,0,0
30464,68310464,2,▲妖狐式抜刀術 狐鬼,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜妖狐式抜刀術 狐鬼＞$RＡＧＩとＤＥＸとＶＩＴを$R低下させる攻撃を$R連続で行う$R対象がモンスターの場合$R回避率、命中率$R防御力を低下させる,15117,1,0,0,0,0,0
30465,68310465,2,▲みんなおかしくなーれ?,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜みんなおかしくなーれ?＞$R広範囲に全ての敵にダメージと共に「混乱」状態にさせる$R$R※スキル対象が＜自分＞の$R条件でしか発動しません,7046,1,0,0,0,0,0
30466,68310466,2,▲効かないぷーん,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜効かないぷーん＞$R自身とその周囲を対象として魔法防御力を上昇させる$R$R※スキル対象が＜自分＞の$R条件でしか発動しません,15118,1,0,0,0,0,0
30467,68310467,2,▲ふへへっ逃がさないよ？,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜ふへへっ逃がさないよ？＞$R対象の敵を「混乱」させ、一定時間$R敵の防御力を低下させる,7047,1,0,0,0,0,0
30468,68310468,2,▲八卦?六道輪廻　,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜八卦?六道輪廻＞$R指定範囲内にいる者を対象とし$RＨＰ大回復効果と$RＨＰ、ＭＰ、ＳＰ回復力上昇効果を$R付与させ、さらには行動不能状態$Rから蘇らせることができる$R$Rパートナープロテクト中、$R行動不能状態のパートナーを$R蘇らせることはできません,15119,1,0,0,0,0,0
30469,68310469,2,▲ぐるぐるどーん！,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜ぐるぐるどーん！＞$R自分の周囲に重力場を$R発生させながら武器を$R振り回し、自分の周囲を攻撃する$R確率により受けた対象は$R混乱状態になる$R$R※スキル対象が＜自分＞の$R条件でしか発動しません,15120,1,0,0,0,0,0
30470,68310470,2,▲とりこにしてあげる！,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜とりこにしてあげる！＞$R対象の集中力を乱し$R魔法攻撃力を低下させる$R$Rただし、ボスモンスターに対して$R効果が弱くなる,15121,1,0,0,0,0,0
30471,68310471,2,▲闇の咆哮,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜闇の咆哮＞$R対象の範囲に闇の力を持つ$R魔法攻撃を行う,15122,1,0,0,0,0,0
30472,68310472,2,▲はい、がんばります,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜はい、がんばります＞$R自身の物理最大攻撃力を$R上昇させる$R$R※スキル対象が＜自分＞の$R条件でしか発動しません,15123,1,0,0,0,0,0
30473,68310473,2,▲暴れるんじゃあ……です,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜暴れるんじゃあ……です＞$R対象の防御力を低下させる5回攻撃を行う,15124,1,0,0,0,0,0
30474,68310474,2,▲つんつんします,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜つんつんします＞$R一太刀で無数の斬撃を$R放ったかの如く$R敵の周囲を切りつける,15126,1,0,0,0,0,0
30475,68310475,2,▲鬼さんこちらです,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜鬼さんこちらです＞$R相手のターゲットを自分に変更させる$R$R※スキル対象が＜自分＞の$R条件でしか発動しません,15127,1,0,0,0,0,0
30476,68310476,2,▲秘密の力を開放します,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜秘密の力を開放します＞$R対象の武器に闇の力を与える ,15128,1,0,0,0,0,0
30477,68310477,2,▲まもります、絶対に,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜まもります、絶対に＞$R憑依解除効果スキルの解除効果を$Rこのスキルの効果時間中無効にする$Rただし、装備解除による憑依解除は無効化されない$R$R※スキル対象が＜自分＞の$R条件でしか発動しません,7048,1,0,0,0,0,0
30478,68310478,2,▲火属性強化,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜火属性強化＞$R対象の武器に炎の力を与える ,15129,1,0,0,0,0,0
30479,68310479,2,▲闇属性強化,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜闇属性強化＞$R対象の武器に闇の力を与える ,15130,1,0,0,0,0,0
30480,68310480,2,▲バインド回復,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜バインド回復＞$R基本的な状態異常を$Rすべて一定確率で回復する,15131,1,0,0,0,0,0
30481,68310481,2,▲スキルブースト,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜スキルブースト＞$R対象の物理攻撃速度、回避率、$R魔法抵抗率、魔法詠唱速度を$R上昇させる,15132,1,0,0,0,0,0
30482,68310482,2,▲継界召龍陣?火闇,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜継界召龍陣?火闇＞$R対象範囲に着弾後、爆破を起こす,15133,1,0,0,0,0,0
30483,68310483,2,▲リミテイションスマイト,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜リミテイションスマイト＞$R守りを考えず敵の周囲を$R全力で斬りかかり$R防御力を無効化する一撃を与える,15135,1,0,0,0,0,0
30484,68310484,2,▲ネオ?ファランクス,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜ネオ?ファランクス＞$R武器を振り回し$R自分の周囲を攻撃する$R対象は一定確率で硬直する$R$R※スキル対象が＜自分＞の$R条件でしか発動しません,15136,1,0,0,0,0,0
30485,68310485,2,▲疾風走破,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜疾風走破＞$R高速で移動し斬撃を行う$R一定確率でスタン効果を与える,15137,1,0,0,0,0,0
30486,68310486,2,▲コンビネーションアタック,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜コンビネーションアタック＞$Rスタン判定を与える$R斬撃による攻撃の後$R渾身の一撃で攻撃する$R飛行している敵に対して$R使用する事は出来ない,15138,1,0,0,0,0,0
30487,68310487,2,▲ハイスピードエンチャント,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜ハイスピードエンチャント＞$R自身の物理攻撃速度、回避率、$R魔法抵抗率、魔法詠唱速度を$R上昇させる$R$R※スキル対象が＜自分＞の$R条件でしか発動しません,15141,1,0,0,0,0,0
30488,68310488,2,▲魔龍族の誇り,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜魔龍族の誇り＞$R対象の集中力を上昇させる$Rプレイヤーが対象の場合は$R　MAG、INT、DEX$Rパートナーが対象の場合は$R　魔法攻撃力、魔法抵抗力、$R魔法防御力を上昇させる,7053,1,0,0,0,0,0
30489,68310489,2,▲あたしちょーつよいし,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜あたしちょーつよいし＞$R対象に光属性の攻撃$R命中すると自分のHPが$R回復する,7054,1,0,0,0,0,0
30490,68310490,2,▲あたしもみんなもがんばるし,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜あたしもみんなもがんばるし＞$R一定時間、対象の範囲の味方の魔法最大攻撃力を上昇させる$R$R※スキル対象が＜自分＞の$R条件でしか発動しません,7055,1,0,0,0,0,0
30491,68310491,2,▲守ってあげる！,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜守ってあげる！＞$R自身とその周囲を対象として$R防御力と魔法防御力を上昇させる$R$R※スキル対象が＜自分＞の$R条件でしか発動しません,7056,1,0,0,0,0,0
30492,68310492,2,▲クリティカルアシスト,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜クリティカルアシスト＞$R次の攻撃が$Rクリティカルになる,15142,1,0,0,0,0,0
30493,68310493,2,▲いなくなりやがれーし！,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜いなくなりやがれーし！＞$R対象の範囲に雷攻撃を行う,15143,1,0,0,0,0,0
30494,68310494,2,▲サンパンでよゆーだし,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜サンパンでよゆーだし＞$R対象に３連続通常攻撃をする,15144,1,0,0,0,0,0
30495,68310495,2,▲いたくなんてないし……,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜いたくなんてないし……＞$R味方のＨＰを％回復させる,15146,1,0,0,0,0,0
30496,68310496,2,▲カトルスラッシュ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜カトルスラッシュ＞$R対象に４連続の連続通常攻撃をする,15147,1,0,0,0,0,0
30497,68310497,2,▲ディスショット,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜ディスショット＞$R対象に８連続の物理攻撃をする,15149,1,0,0,0,0,0
30498,68310498,2,▲ピアッシングショット,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜ピアッシングショット＞$R指定座標直線上に居る敵に対して$R攻撃を行う$R,15152,1,0,0,0,0,0
30499,68310499,2,▲アタイの本気を見せてやる！,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜アタイの本気を見せてやる！＞$R一定時間、対象の範囲の味方の魔法最大攻撃力を上昇させる$R$R※スキル対象が＜自分＞の$R条件でしか発動しません,15153,1,0,0,0,0,0
30500,68310500,2,▲逃げるな！,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜逃げるな！＞$R対象を引き寄せ斬りつけ攻撃する,15154,1,0,0,0,0,0
30501,68310501,2,▲近寄るな！,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜近寄るな！＞$R敵を弾き飛ばす攻撃、確率により弾き飛ばした敵が混乱状態になる$R$R※スキル対象が＜自分＞の$R条件でしか発動しません,15155,1,0,0,0,0,0
30502,68310502,2,▲陽炎,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜陽炎＞$R一瞬の間に対象を攻撃する$R$R※「陽炎」を発動するには$Rある程度パートナーのLVを$R上昇する必要があります。,7057,1,0,0,0,0,0
30503,68310503,2,▲用心してくださいね,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜用心してくださいね＞$R一定時間、対象の$R物理防御と魔法防御と$Rクリティカル回避力を$R上昇させる,7058,1,0,0,0,0,0
30504,68310504,2,▲明鏡止水,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜明鏡止水＞$R一定時間、攻撃後に素早く$R次の行動に移ることが出来る,15156,1,0,0,0,0,0
30505,68310505,2,▲まだ頑張れますよね？,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜まだ頑張れますよね？＞$R対象の武器に$Rその武器が与えたダメージの一部を$R持ち主がＳＰとして吸収できる$R効果を与える,15157,1,0,0,0,0,0
30506,68310506,2,▲鳳凰天翔,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜鳳凰天翔＞$R自分を中心とした範囲に$R炎の渦を作る$R一定時間、効果が持続する$R$R※スキル対象が＜自分＞の$R条件でしか発動しません,7059,1,0,0,0,0,0
30507,68310507,2,▲焔流し,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜焔流し＞$R一発の威力は小さいが$RＨＩＴ数が多い火球を飛ばす,7060,1,0,0,0,0,0
30508,68310508,2,▲いけ！ちゃくらむー！,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜いけ！ちゃくらむー！＞$R対象の周囲を攻撃する$R対象は一定確率で硬直する,15158,1,0,0,0,0,0
30509,68310509,2,▲一気にいこー！,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜一気にいこー！＞$R守りを考えずに襲い掛かる$R効果時間中のクリティカル率上昇、防御率低下,15159,1,0,0,0,0,0
30510,68310510,2,▲気合入れて！行くよー！,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜気合入れて！行くよー！＞$R一定時間、対象の$R物理最大攻撃力と$Rクリティカル力を上昇させる,7061,1,0,0,0,0,0
30511,68310511,2,▲かいふくそーち,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜かいふくそーち＞$R基本的な状態異常を$Rすべて一定確率で回復する,15160,1,0,0,0,0,0
30512,68310512,2,▲飛んでけ！いっぱい！,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜飛んでけ！いっぱい！＞$R広範囲にジャンク品を投げつけ$Rダメージを与える$R一定確率で状態異常を発生させる,15161,1,0,0,0,0,0
30513,68310513,2,▲ウチに任せてー,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜ウチに任せてー＞$R対象とその周囲に対して$R確率で氷結効果をもたらす$R爆破を行う,15162,1,0,0,0,0,0
30514,68310514,2,▲負けないぞ！,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜負けないぞ！＞$R指定対象を一定回数$R物理攻撃無効状態にする,15163,1,0,0,0,0,0
30515,68310515,2,▲くらえ～っ！,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜くらえ～っ！＞$R対象に無数の魔法の剣を$R繰り出して切り付ける,15164,1,0,0,0,0,0
30516,68310516,2,▲ウルが助けるぞ！,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜ウルが助けるぞ！＞$R自分中心の範囲の対象を回復させる$R$R※スキル対象が＜自分＞の$R条件でしか発動しません,15165,1,0,0,0,0,0
30517,68310517,2,▲ちょっと待っててほしいのです！,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜ちょっと待っててほしいのです！＞$R対象をすごい萎えさせる（？）,15166,1,0,0,0,0,0
30518,68310518,2,▲邪魔しないでほしいのです,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜邪魔しないでほしいのです＞$R指定対象を一定回数$R物理攻撃無効状態にする,15167,1,0,0,0,0,0
30519,68310519,2,▲締切は守るのです……！,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜締切は守るのです……！＞$R戦闘不能になったとき、$R稀に生き返る,15168,1,0,0,0,0,0
30520,68310520,2,▲創作の神様が下りてきたのです！,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜創作の神様が下りてきたのです！＞$R通常よりＭＰを多く使用し、魔法効果アップ,15169,1,0,0,0,0,0
30521,68310521,2,▲元気を出すのです！,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜元気を出すのです！＞$R基本的な状態異常を$Rすべて一定確率で回復する,15170,1,0,0,0,0,0
30522,68310522,2,▲翼を授かるのです！,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜翼を授かるのです！＞$R対象の武器に$Rその武器が与えたダメージの一部を$R持ち主がＳＰとして吸収できる$R効果を与える,15171,1,0,0,0,0,0
30523,68310523,2,▲まだ倒れる訳にはいかないのですっ！,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜まだ倒れる訳にはいかないのですっ！＞$R行動不能になった対象を蘇らせる$R$Rパートナープロテクト中、$Rパートナーには使用できません,15172,1,0,0,0,0,0
30524,68310524,2,▲ぱぴーみたいにどーん！,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜ぱぴーみたいにどーん！＞$R６セル分吹き飛ばす,15173,1,0,0,0,0,0
30525,68310525,2,▲エコ、頑張る！,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜エコ、頑張る！＞$R守りを考えずに襲い掛かる$R効果時間中のクリティカル率上昇、防御率低下,15174,1,0,0,0,0,0
30526,68310526,2,▲エコ、負けないよ！,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜エコ、負けないよ！＞$R一定時間、攻撃後に素早く$R次の行動に移ることが出来る,15175,1,0,0,0,0,0
30527,68310527,2,▲みにーがおしえてくれたの！,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜みにーがおしえてくれたの！＞$R指定対象を一定回数$R物理攻撃無効状態にする,15176,1,0,0,0,0,0
30528,68310528,2,▲がおーっ！ってろーきーがしてたの！,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜がおーっ！ってろーきーがしてたの！＞$R自分の周囲に重力場を$R発生させながら$R自分の周囲を攻撃する$R確率により受けた対象は$R鈍足状態になる$R$R※スキル対象が＜自分＞の$R条件でしか発動しません,15177,1,0,0,0,0,0
30529,68310529,2,▲だーくふぇざーみたいでしょ！,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜だーくふぇざーみたいでしょ！＞$R闇の力を武器に宿し、対象を攻撃する,15178,1,0,0,0,0,0
30530,68310530,2,▲まみーみたいに怒るよ！,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜まみーみたいに怒るよ！＞$R自身をバーサーク状態にする$R$R※スキル対象が＜自分＞の$R条件でしか発動しません,15179,1,0,0,0,0,0
30531,68310531,2,▲こんどはエコの番！,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜こんどはエコの番！＞$R守りを考えず全力で斬りかかり$R防御力を無効化する一撃を与える,15180,1,0,0,0,0,0
30532,68310532,2,▲ちょっと黙ろうかー,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜ちょっと黙ろうかー＞$R憑依者貫通範囲沈黙効果の$R物理攻撃を行う,15181,1,0,0,0,0,0
30533,68310533,2,▲マジ、ヤバい！,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜マジ、ヤバい！＞$R与ダメージのバラつきを抑え$R最低攻撃力を最大攻撃力に近づける$R$R※スキル対象が＜自分＞の$R条件でしか発動しません,15182,1,0,0,0,0,0
30534,68310534,2,▲急所は！ココ！,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜急所は！ココ！＞$R敵の急所を突いて$R大きなダメージを狙う$R対象を稀に鈍足化状態にする,15183,1,0,0,0,0,0
30535,68310535,2,▲テンションあげてこー,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜テンションあげてこー＞$R対象の物理攻撃力、物理防御力$R魔法攻撃力、魔法防御力を$R上昇させる,15184,1,0,0,0,0,0
30536,68310536,2,▲あたしはできる娘なんだからー！,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜あたしはできる娘なんだからー！＞$R一定確率で状態異常を$R消去する攻撃を行う,15185,1,0,0,0,0,0
30537,68310537,2,▲イイトコみせなきゃね！,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜イイトコみせなきゃね！＞$R対象を中心に$Rスタン効果のある$R爆破を起こす,7062,1,0,0,0,0,0
30538,68310538,2,▲祝福を,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜祝福を＞$R指定範囲内にいる者を対象とし$RＨＰ大回復効果と$RHP、MP、SP回復力上昇効果を$R付与させ、さらには行動不能状態$Rから蘇らせることができる,15186,1,0,0,0,0,0
30539,68310539,2,▲まだ、やれるわね？,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜まだ、やれるわね？＞$R対象のＨＰを回復させる,15187,1,0,0,0,0,0
30540,68310540,2,▲土に還りなさい,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜土に還りなさい＞$R地面の広い範囲に$R新生属性魔法を行う,15188,1,0,0,0,0,0
30541,68310541,2,▲天罰よ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜天罰よ＞$R光属性の魔法攻撃,15189,1,0,0,0,0,0
30542,68310542,2,▲離れなさい,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜離れなさい＞$R前方広範囲をなぎ払う$R一定確率で$R強制憑依解除させる　,15190,1,0,0,0,0,0
30543,68310543,2,▲加護を与えましょう,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜加護を与えましょう＞$R一度だけ魔法効果を反射する,15191,1,0,0,0,0,0
30544,68310544,2,▲ナッシングネス！,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜ナッシングネス！＞$R対象の範囲に全ての力を失わせる$R虚無を作る,15192,1,0,0,0,0,0
30545,68310545,2,▲いくらでもたたいていいのよ?,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜いくらでもたたいていいのよ?＞$R対象の物理防御力と魔法防御力を$R上昇させる,15193,1,0,0,0,0,0
30546,68310546,2,▲全力で行くわよ?,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜全力で行くわよ?＞$R通常よりＭＰを多く使用し、$R魔法効果アップ,15194,1,0,0,0,0,0
30547,68310547,2,▲ミスティックフェザー,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜ミスティックフェザー＞$R自分を中心とした範囲内に居た者に$R微量の$RHP、MP、SP回復力上昇効果と$RMP、SPの自然回復を一定時間$R発生させる$R$R※スキル対象が＜自分＞の$R条件でしか発動しません,15195,1,0,0,0,0,0
30548,68310548,2,▲あぶないまなざし,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜あぶないまなざし＞$R効果時間中に近接物理攻撃を受けた場合、攻撃者に石化判定を与える,15196,1,0,0,0,0,0
30549,68310549,2,▲きけんなあそび,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜きけんなあそび＞$R指定対象を一定回数$R物理攻撃無効状態にする,15197,1,0,0,0,0,0
30550,68310550,2,▲はっぱたつまき,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜はっぱたつまき＞$R植物の刃により対象を$R複数回斬りつける,7064,1,0,0,0,0,0
30551,68310551,2,▲叩く、さらに叩く,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜叩く、さらに叩く＞$RＡＧＩとＤＥＸとＶＩＴを$R低下させる攻撃を$R連続で行う$R対象がモンスターの場合$R回避率、命中率$R防御力を低下させる,15198,1,0,0,0,0,0
30552,68310552,2,▲急所はいたい,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜急所はいたい＞$R対象の急所を狙い命中率$R回避率低下と鈍足効果を与える,15200,1,0,0,0,0,0
30553,68310553,2,▲あまり動かないで,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜あまり動かないで＞$R自分中心にスタン効果のある攻撃を行う$R$R※スキル対象が＜自分＞の$R条件でしか発動しません,7065,1,0,0,0,0,0
30554,68310554,2,▲近づかせない,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜近づかせない＞$R対象を押し流す岩雪崩を発生させる,15201,1,0,0,0,0,0
30555,68310555,2,▲音の防壁,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜音の防壁＞$R対象の防御力と魔法防御力を$R上昇させる,15202,1,0,0,0,0,0
30556,68310556,2,▲光の旋律,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜光の旋律＞$R対象の周囲に大規模な$Rエナジー爆破を起こす$R一定確率で持続ダメージを与える,15203,1,0,0,0,0,0
30557,68310557,2,▲魔法の杖アタック！,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜魔法の杖アタック！＞$R相手を凄い力で攻撃する,15204,1,0,0,0,0,0
30558,68310558,2,▲魔法使いのエンチャント,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜魔法使いのエンチャント＞$R最低魔法攻撃力を$R最高魔法攻撃力に近づける,15205,1,0,0,0,0,0
30559,68310559,2,▲ナイトテール,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜ナイトテール＞$R対象に闇属性の物理攻撃ブロウ,15206,1,0,0,0,0,0
30560,68310560,2,▲ライトテール,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜ライトテール＞$R対象に光属性の物理攻撃ブロウ,15207,1,0,0,0,0,0
30561,68310561,2,▲もっと速く,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜もっと速く＞$R自分のクリティカル回避率$R近距離回避率、遠距離回避率が$R上昇する,7070,1,0,0,0,0,0
30562,68310562,2,▲足止めするよ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜足止めするよ＞$R対象中心に鈍足もしくは$Rスロウの状態異常付与の$R物理攻撃,15208,1,0,0,0,0,0
30563,68310563,2,▲覇っ！,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜覇っ！＞$R守りを考えず全力で斬りかかり$R防御力を無効化する$R一撃を与える（防御無視攻撃）,15211,1,0,0,0,0,0
30564,68310564,2,▲ダメージアヴォイド,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜ダメージアヴォイド＞$R敵の攻撃をランダムで$R2～3回連続で回避することが$R出来る状態異常を付与する$R騎士団演習時使用不可,7067,1,0,0,0,0,0
30565,68310565,2,▲散布します,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜散布します＞$R自分の周りに毒を撒く$R$R※スキル対象が＜自分＞の$R条件でしか発動しません,15209,1,0,0,0,0,0
30566,68310566,2,▲身体に効きますよ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜身体に効きますよ＞$R対象を中心に確率で$R「毒」もしくは「スタン」$Rまれに両方の状態異常が掛る$R無属性魔法攻撃,7068,1,0,0,0,0,0
30567,68310567,2,▲体調管理を,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜体調管理を＞$R基本的な状態異常を$Rすべて一定確率で回復する$R$R※スキル対象が＜自分＞の$R条件でしか発動しません,15210,1,0,0,0,0,0
30568,68310568,2,▲みなぎりますか？,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜みなぎりますか？＞$R自分のクリティカル力$R近距離命中率、遠距離命中率が$R上昇する,7069,1,0,0,0,0,0
30569,68310569,2,▲実験の成果です,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜実験の成果です＞$R魔力を爆発させ$R自分の周囲を攻撃して弾き飛ばし$Rスタン判定を与える$R$R※スキル対象が＜自分＞の$R条件でしか発動しません,15212,1,0,0,0,0,0
30570,68310570,2,▲マジックテイク,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜マジックテイク＞$R与えた魔法攻撃のダメージから$R割合でMPを吸収する$R状態異常を付与する,7066,1,0,0,0,0,0
30571,68310571,2,▲え～いっ！,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜え～いっ！＞$R敵に新生魔法攻撃を行う$R一定確率で持続ダメージを与える,15213,1,0,0,0,0,0
30572,68310572,2,▲がんばる……,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜がんばる……＞$R通常よりＭＰを多く使用し、$R魔法効果アップ,15214,1,0,0,0,0,0
