#PICTＩＤ,モンスター名,上半身,下半身,靴,顔,髪型,帽子,髪飾り,髪飾り,髪飾り,髪飾り,顔飾り,右すね,肩パット,肩パット,胸アクセサリ,右手,左手,背負い,左すね,右足甲,しっぽ,付け髪,付け髪,付け髪,付け髪,右手,左足甲,左手,腰,腰追加分,SPP,常時エフェクトＩＤ,攻撃エフェクトＩＤ,トレイルエフェクトＩＤ,下半身1,下半身2,下半身3,
#,,,ピース,ピース,s0,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,
#,,MRB,MRB,MRB,MRB,MRB,MRB,MRB,MRB,MRB,MRB,MRB,MRB,MRB,MRB,MRB,MRB,MRB,MRB,MRB,MRB,MRB,MRB,MRB,MRB,MRB,MRB,MRB,MRB,MRB,MRB,SPP,MRB,MRB,MRB,MRB,MRB,MRB,
19010077,マーシャのくのいちハート,01_00_1285_01,01_23_65_01,,01_02_90_01,01_03_80_50,,01_04_65_50,01_06_114_01,,,,,,,01_08_52_81,01_10_32_00,,,,,,,,,,,,,,,,,,,null,null,null,
19010078,タイタスのなごやかハート,02_00_1290_50,02_26_105_50,02_09_65_52,02_02_92_50,02_03_68_60,02_05_92_00,,,,,02_07_73_50,,,,,02_16_70_00,,02_18_03_14,,,,,,,02_04_98_60,,,,,,,,,,02_01_00_09,02_24_00_09,02_25_01_09,
19010079,ティタの冒険ハート,03_00_1295_01,03_26_80_01,03_09_131_50,03_02_92_01,03_03_92_00,03_05_161_01,,,,,,,,,,03_10_28_00,,03_18_03_14,,,,,,,,,,,,,,,,,03_01_00_71,03_24_00_00,null,
19010080,ベリアルの守護ハート,04_00_1311_50,04_23_72_50,,04_02_91_01,04_03_13_70,,,,,,,,,,,04_10_74_00,,04_18_04_00,,,04_21_00_00,,,,,,,,,,,,,,null,null,null,
19010081,ルクスのエスコートハート,00_00_1325_01,00_23_30_01,,00_02_93_00,00_03_24_80,00_06_159_50,,00_07_41_00,,,,,,,00_08_52_85,00_10_60_00,,,,,,,,,,,,,,,,,,,null,null,null,
19010082,タイニー好きな冒険者,00_00_43_51,00_26_09_52,00_09_69_00,00_02_00_00,00_03_16_50,00_05_85_00,,,,,,,,,,00_19_05_52,,,,,,,,,,,,00_19_15_50,,,,,,,00_01_00_00,00_24_02_00,00_25_00_00,
19010083,タイニー好きな冒険者,01_00_1065_00,,01_09_87_00,01_02_00_10,01_03_22_51,01_05_85_00,,,,,,,,,,01_12_48_00,,,,,,,,,,,,,,,,,,,01_01_00_34,01_24_00_34,01_25_00_34,
19010084,タイニー？,01_00_1211_00,null,null,01_02_00_10,null,01_05_141_00,null,null,null,null,,,null,null,,,,,,,01_21_23_00,,,,,,,,,,,,,,null,null,null,
19010085,みんなのアシスタント,03_00_1035_90,03_23_13_90,,03_02_92_90,03_03_65_90,03_05_16_00,03_06_165_90,03_04_61_90,,,,,,,,03_12_25_90,,03_18_03_15,,,,,,,,,,,,,,,,,null,null,null,
19010086,リリのワルキューレハート,01_00_1334_90,01_23_82_90,,01_02_93_90,01_03_64_81,,,,,01_06_203_90,,,,,01_08_52_86,01_14_36_90,,,,,,,,,01_04_77_81,,,,,,,,,,null,null,null,
19010087,ルルイエの魔女っ子ハート,05_00_1340_90,,05_09_157_90,05_02_91_02,05_03_196_70,05_05_110_90,,,,,,,,,,05_15_39_90,,05_18_04_50,,,05_21_00_50,,,,,,,,,,,,,,05_01_00_54,05_24_00_54,05_25_01_54,
19010088,ティタのお姫さまハート,03_00_1349_90,,03_09_70_04,03_02_92_02,03_03_209_90,03_05_145_00,,,,03_06_209_01,,,,,,03_16_75_00,,03_18_58_00,,,,,,,,,,,,,,,,,03_01_00_42,03_24_00_42,03_25_00_03,
19010089,マーシャのマーチングハート,01_00_1351_03,01_26_116_03,01_09_65_01,01_02_90_02,01_03_211_50,01_05_170_03,01_04_129_50,,,,,,,,,01_16_78_00,,,,,,,,,,,,,,,,,,,null,01_24_00_00,01_25_02_00,
19010090,ムツキのシャーマンハート（朱）,01_00_1360_00,01_26_120_00,01_09_163_00,01_02_0212_90,01_03_217_09,,01_06_213_00,,,,,,,,01_08_115_00,01_16_82_00,,,,,01_21_06_00,,,,,,,,,,,,,,01_01_00_115,01_24_00_115,01_25_00_115,
19010091,ムツキのシャーマンハート（青）,01_00_1360_01,01_26_120_01,01_09_163_01,01_02_0212_91,01_03_217_10,,01_06_213_01,,,,,,,,01_08_115_00,01_16_82_00,,,,,01_21_06_09,,,,,,,,,,,,,,01_01_00_116,01_24_00_116,01_25_00_116,
19010092,キサラギの盗賊ハート,05_00_1364_00,,05_23_90_00,05_02_0213_90,05_03_223_25,,,,,05_06_193_70,,,,,05_08_119_00,,05_11_65_00,,,,05_21_00_10,,,,,05_10_78_00,,,05_18_86_10,,,,,,null,null,null,
19010093,キサラギの盗賊ハート（紺）,03_00_1364_02,,03_23_90_02,03_02_0213_91,03_03_223_80,,,,,03_06_193_03,,,,,03_08_119_01,,03_11_65_00,,,,03_21_00_11,,,,,03_10_78_00,,,03_18_86_11,,,,,,null,null,null,
19010094,ヤヨイのカンフーハート,05_00_1369_00,05_26_125_00,05_09_166_00,05_02_0214_90,05_03_227_90,,05_06_219_00,,,,,,,,,05_16_88_00,,,,,05_21_30_00,,,,,,,,,,,,,,null,null,05_25_03_00,
19010095,ヤヨイのカンフーハート（ドレス）,05_00_1368_00,,05_09_166_02,05_02_0214_91,05_03_228_90,,05_06_219_00,,,,,,,,,05_16_88_00,,,,,05_21_30_00,,,,05_04_136_90,,,,,,,,,,null,05_24_00_00,05_25_03_00,
19010096,ウヅキのチルドレンハート,01_00_1372_00,01_26_128_00,01_09_53_01,01_02_0215_90,01_03_231_09,,,01_04_140_09,01_06_221_00,01_06_161_90,,,,,,01_10_80_00,,,,,01_21_08_05,,,,,,,,,,,,,,null,01_24_03_01,01_25_03_01,
19010097,ウヅキのチルドレンハート（破）,01_00_1372_50,01_26_128_50,01_09_53_01,01_02_0215_91,01_03_231_09,,,01_04_140_09,01_06_221_00,01_06_161_90,01_07_91_00,,,,,01_10_80_00,01_11_66_00,,,,01_21_08_05,,,,,,,,,,,,,,null,01_24_03_01,01_25_03_01,
19010098,恐怖！悪の戦闘員,00_00_1077_09,,,00_02_73_09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
19010099,サツキのフェアリーハート,03_00_1379_00,,03_09_171_00,03_02_0216_90,03_03_235_90,,,03_04_144_90,,,,,,,,,,03_18_84_50,,,,,,,,,,03_15_49_00,,,,,,3075,03_01_00_94,03_24_00_00,null,
19010100,サツキのフェアリーハート（ローズ）,03_00_1379_01,,03_09_171_01,03_02_0216_91,03_03_235_91,,,03_04_144_91,,,,,,,,03_15_43_00,,03_18_84_50,,,,,,,,,,,,,,,,,03_01_00_94,03_24_00_00,null,
19010101,ミナヅキのエレガントハート,07_00_1384_00,,07_23_92_00,07_02_0217_90,07_03_168_90,,,,07_05_179_00,07_06_226_90,,,,,07_08_57_50,07_14_39_00,,,,,07_21_32_90,,,,,,,,,,,,,,07_01_00_42,07_24_00_42,07_25_00_42,
19010102,ミナヅキのエレガントハート(白),07_00_1384_01,,07_23_92_01,07_02_0217_91,07_03_241_90,,,,07_05_179_01,07_06_226_91,07_07_81_00,,,,,07_14_39_01,,,,,07_21_32_91,,,,,,,,,,,,,,07_01_00_42,07_24_00_42,07_25_00_42,
19010103,フミツキのぷりてぃハート,01_00_1388_00,01_26_133_00,01_09_174_00,01_02_0218_90,01_03_245_90,01_05_180_90,,,,,,,,,01_08_122_00,01_15_50_00,,,,,,,,,,,,,,,,,,,01_01_00_87,01_24_00_00,01_25_01_00,
19010104,フミツキのぷりてぃハート（触手解放）,01_00_1388_00,01_26_133_90,,01_02_0218_91,01_03_245_91,,,,,,,,,,01_08_122_90,,,,,,01_21_35_00,,,,,,,,,,,,,,null,null,null,
19010105,ハヅキのサイバーハート,07_00_1394_90,07_26_137_90,07_09_176_00,07_02_0219_90,07_03_252_90,,,,,07_06_234_90,,,,,,07_17_62_00,,,,,07_21_34_00,,,,,,,,,,,,,,07_01_00_127,07_24_00_127,07_25_01_127,
19010106,ハヅキのサイバーハート（スーツ装備）,07_00_1393_90,,,07_02_0219_90,07_03_252_90,,,,,07_06_234_90,,,,,,07_17_62_00,,,,,07_21_34_00,,,,,,,,,,,,,,null,null,null,
19010107,ちなつの追跡ハート,01_00_1086_90,,01_09_151_00,01_02_0220_90,01_03_195_50,,,,,,,,,,,01_12_51_00,,,,,,,01_04_127_50,,,,,,,,,,,,01_01_00_95,01_24_00_95,01_25_00_95,
19010108,キクヅキの守護魔ハート,01_00_1407_00,01_26_97_50,01_09_132_50,01_02_0221_90,01_03_258_90,,,01_04_149_90,01_05_183_90,,,,,,01_08_111_00,01_16_92_51,,,,,01_21_36_00,,,,,,,01_16_92_50,,,,,,,null,01_24_01_00,01_25_03_00,
19010109,ナガツキの守護神ハート,00_00_1406_00,,00_09_163_02,00_02_0221_90,00_03_259_90,,,00_04_149_91,,,,,,,,00_16_93_00,,,,,00_21_36_00,,,,,,,,,,,,,,null,00_24_01_00,00_25_00_00,
19010110,カミアのエクソシストハート,03_00_1411_90,03_23_97_90,,03_02_0222_90,03_03_263_90,03_05_145_00,,,03_05_185_91,,,,,,03_08_125_00,,,03_18_91_90,,,,,,,,,,,,,,,,,null,null,null,
19010111,カンナのエクソシストハート,03_00_1411_91,03_23_97_91,,03_02_0222_91,03_03_262_90,03_05_145_00,,,03_05_185_90,,,,,,03_08_126_00,,,03_18_91_91,,,,,,,,,,,,,,,,,null,null,null,
19010112,シモツキのフェイブルハート,01_00_1416_00,01_26_142_00,01_09_181_50,01_02_0223_90,01_03_268_90,,,01_04_152_09,,,,,,,,01_16_77_00,,,,,01_21_31_01,,,,,,,,,,,,,,01_01_00_120,01_24_00_120,01_25_02_120,
19010113,シモツキのフェイブルハート（パジャマ）,01_00_1415_00,,01_09_181_00,01_02_0223_90,01_03_267_90,,,,01_05_188_00,,01_07_103_00,,,,,01_16_77_01,,,,,01_21_31_01,,,,,,,,,,,,,,01_01_00_120,01_24_00_120,01_25_02_120,
19010114,ロウゲツのガーディアンハート,02_00_1425_90,02_26_147_00,02_09_183_00,02_02_0224_90,02_03_282_90,02_05_145_00,,,,02_06_241_00,,,,,,02_10_87_01,,,,,,,,,,,,,02_18_86_90,,,,,,null,null,02_25_03_00,
19010115,ロウゲツの破壊魔ハート,02_00_1425_91,02_26_147_00,02_09_183_00,02_02_0224_91,02_03_282_80,02_05_145_01,,,,02_06_241_01,,,,,02_08_117_01,02_10_87_00,,,,,,,,,,,,,02_18_86_91,,,,,,null,null,02_25_03_00,
#19010116,
19010117,エンシェントグラディエイター♂,00_00_1426_00,00_23_101_00,,,,00_05_190_00,,,,,,,,,,00_10_48_00,null,,,,,,,,,null,,,,,,,,3020,null,null,null,
19010118,エンシェントガーディアン♂,02_00_1427_00,02_23_102_00,,02_02_00_00,02_03_00_60,,,,,02_06_242_00,,,,,,02_10_24_00,,02_18_57_00,,,,,,,,null,,,,,,,,3020,null,null,null,
19010119,エンシェントイレイザー♀,05_00_1428_00,,,05_02_00_00,05_03_00_70,,,,,05_06_245_00,,,,,,,05_11_28_00,05_18_62_00,,,,,,,,05_11_27_00,,,,,,,,3020,null,null,null,
19010120,エンシェントホークアイ♀,01_00_1429_00,01_23_103_00,,01_02_00_00,01_03_00_50,01_05_193_00,,,,,,,,,01_08_52_94,01_17_26_00,null,,,,,,,,,null,,null,,,,,8065,3022,null,null,null,
19010121,エンシェントフォースマスター♂,02_00_1430_00,02_23_105_00,,02_02_00_00,02_03_00_60,02_05_194_00,,,,,,,,,,02_16_00_53,,02_18_57_00,,,,,,,,null,,,,,,,,,null,null,null,
19010122,エンシェントアストラリスト♀,01_00_1431_00,01_23_106_00,,01_02_00_00,01_03_00_50,,,,,01_06_246_00,,,,,,,,,,,,,,,,,,,,,,,,,01_01_00_139,01_24_00_139,01_25_03_139,
19010123,エンシェントカーディナル♀,03_00_1432_00,03_23_107_00,,03_02_00_00,03_03_00_60,,,,,03_06_248_00,,,,,,03_15_18_00,,03_18_57_00,,,,,,,,null,,,,,,,,,03_01_00_140,03_24_00_140,03_25_00_140,
19010124,エンシェントソウルテイカー♂,04_00_1433_00,04_23_108_00,,04_02_00_00,04_03_00_70,,,,,04_06_249_00,,,,,,,,04_18_62_00,,,,,,,,,,,,,,,,,null,null,null,
19010125,エンシェントマエストロ♂,00_00_1434_00,00_23_109_00,,00_02_00_00,00_03_00_50,00_05_195_00,,,,,,,,,,00_12_17_00,,,,,,,,,,null,,,,,,,,,null,null,null,
19010126,エンシェントハーヴェスト♀,03_00_1435_00,03_23_110_00,,03_02_00_00,03_03_00_60,03_05_198_00,,,,,03_07_106_00,,,,03_08_52_96,03_13_21_00,null,03_18_57_00,,,,,,,,null,,null,,,,,,,null,null,null,
19010127,エンシェントストライダー♂,04_00_1436_00,04_26_148_00,04_23_111_00,04_02_00_00,04_03_00_70,04_05_199_00,,,,,,,,,04_08_52_97,04_16_10_52,,04_18_62_00,,,,,,,,,,,,,,,,,null,04_24_00_00,null,
19010128,エンシェントロイヤルディーラー♀,05_00_1437_00,05_23_112_00,,05_02_00_00,05_03_00_70,,,,,05_06_251_00,,,,,,null,,05_18_62_00,,,,,,,,null,,,,,,,5155,3062,null,null,null,
19010129,エンシェントジョーカー♂,00_00_1438_00,00_23_113_00,,00_02_00_00,00_03_00_50,,,,,,00_07_107_00,,,,00_08_130_00,,,,,,,,,,,,,,,,,,,,null,null,null,
19010130,エンシェントジョーカー♀,01_00_1438_00,01_23_113_00,,01_02_00_00,01_03_00_50,,,,,01_06_252_00,,,,,01_08_131_00,,,,,,,,,,,,,,,,,,,,null,null,null,
19010131,お助けイータ,01_00_1446_00,01_26_152_00,01_09_185_00,01_02_0110_06,01_03_133_51,,,,,,,,,,,01_17_13_00,,,,,,,01_04_125_51,,,,,,01_18_72_00,,,,,3039,01_01_00_119,01_24_00_36,01_25_01_36,
19010132,お助けランスィ,01_00_1441_00,,,01_02_0112_90,01_03_138_90,,,,,,01_07_108_00,,,,,01_10_23_00,,,,,,,,,,,,,,,,,,3020,null,null,null,
19010133,お助けユーク,00_00_1412_90,00_23_98_90,,00_02_0113_08,00_03_10_09,00_05_202_00,,,,,,,,,,00_10_60_90,,,,,,,,,,,,,00_18_102_00,,,,,3020,null,null,null,
19010134,お助けノール,01_00_1281_90,01_26_132_90,01_09_160_90,01_02_0111_15,01_03_134_28,01_05_205_00,,,,,,,,,01_08_52_101,01_15_32_00,,,,,,,,,,,,,01_18_52_00,,,,,,01_01_00_108,01_24_00_108,01_25_01_108,
19010138,ドミ界_アサシン用DEM,06_30_42_00,06_33_42_00,06_32_38_00,06_31_42_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3020,null,null,null,
19010139,ドミ界_補助用DEM,06_30_40_00,06_33_40_00,06_32_40_00,06_31_40_00,,,,,,,,,,,,06_38_40_00,,,,,,,,,,,,,,,,,,,null,null,null,
19010140,ドミ界_攻撃用DEM,06_30_08_00,06_33_08_00,06_32_08_00,06_31_08_00,,,,,,,,,,,,06_38_08_00,,,,,,,,,,,,,,,,,,3020,null,null,null,
19010141,鉄火山の３姉妹１,06_30_39_00,06_33_39_00,06_32_39_00,06_31_39_00,,,,,,,,,,,,06_38_21_00,,06_34_42_00,,,,,,,,,,,,,,,,3020,null,null,null,
19010142,鉄火山の３姉妹２,06_30_39_00,06_33_39_00,06_32_39_00,06_31_39_00,,,,,,,,,,,,06_38_28_00,,06_34_37_00,,,,,,,,,,,,,,,,3020,null,null,null,
19010143,鉄火山の３姉妹３,06_30_39_00,06_33_39_00,06_32_39_00,06_31_39_00,,,,,,,,,,,,06_38_39_00,,06_34_39_00,,,,,,,,,,,,,,,,3020,null,null,null,
19010144,ドミ界_妨害用DEM,06_30_02_00,,06_32_02_00,06_31_02_00,,,,,,,,,,,,06_38_26_00,,,,,,,,,,,,,,06_33_02_00,,,,3020,null,null,null,
19010145,ドミ界_チャンプ用DEM,06_30_27_00,06_33_27_00,06_32_27_00,06_31_27_00,,,,,,,,,,,,06_10_18_00,,,,,,,,,,,,,,,,,,3020,null,null,null,
19010146,ドミ界_大ボス用DEM,06_30_35_00,,06_32_35_00,06_31_35_00,,,,,,,,,,,,06_38_35_00,,,,,,,,,,,,,,06_33_35_00,,,,3020,null,null,null,
19010147,記せざる者：♂＜格闘＞,04_00_1243_01,,,04_02_40_00,04_03_13_11,,04_06_168_01,,,,04_07_65_00,,null,null,04_08_87_01,04_10_41_00,,04_18_62_00,,,04_21_00_00,,,,,,,,,,,,,3020,null,null,null,
19010148,記せざる者：♀＜格闘＞,05_00_1243_01,,05_23_46_01,05_02_02_00,05_03_118_02,,05_06_168_01,,,,05_07_126_00,,null,null,05_08_87_01,05_10_07_00,,05_18_62_00,,,05_21_00_00,,,,,,,,,,,,,3020,05_01_00_186,05_24_00_186,05_25_03_186,
19010149,記せざる者：♂＜魔法＞,02_00_1247_01,,02_23_49_01,02_02_00_04,02_03_03_60,02_05_151_01,null,null,null,null,02_07_65_00,,null,null,02_08_96_01,02_15_18_30,,02_18_57_00,,,,,,,,,,,,,,,,,null,null,null,
19010150,記せざる者：♀＜魔法＞,03_00_1247_01,,03_23_49_01,03_02_50_00,03_03_01_62,,03_06_170_01,,,,03_07_126_00,,null,null,03_08_96_01,02_15_18_30,,03_18_57_00,,,,,,,,,,,,,,,,,03_01_00_189,03_24_00_189,03_25_01_189,
19010151,記せざる者：♂＜BP＞,00_00_1253_01,,,00_02_02_00,00_03_01_81,00_05_149_01,null,null,null,null,00_07_65_00,,null,null,,00_12_17_01,,,,,,,,,,,,,,,,,,,null,null,null,
19010152,記せざる者：♀＜BP＞,01_00_1253_01,null,01_09_143_01,01_02_0218_04,01_03_288_52,,01_06_174_01,,,,01_07_126_00,,null,null,,00_12_17_01,,,,,,,,,,,,,,,,,,,01_01_00_193,01_24_00_193,01_25_03_193,
19010153,記せざる者：♂＜JK＞,00_00_1255_01,,00_23_55_01,00_02_0222_05,00_03_286_23,,00_06_176_01,,,,00_07_65_00,,null,null,,,,,,,,,,,,,,,,,,,,,null,null,null,
19010154,記せざる者：♀＜JK＞,01_00_1255_01,,01_23_55_01,01_02_03_01,01_03_40_61,,01_06_191_01,,,,01_07_126_00,,null,null,,,,,,,,,,,,,,,,,,,,,null,null,null,
19010155,守護魔・ウルのハートメイト,01_00_1373_02,,01_09_168_00,01_02_0290_00,01_03_361_80,,,,,01_06_222_00,,,,,,,,,,,,,,,,,,,,,7946,,,,null,01_24_00_00,01_25_03_00,
19010156,ルゥのドキドキハート,01_00_1373_03,,01_09_168_00,01_02_0291_00,01_03_361_10,,,,,01_06_222_01,,,,,,,,,,,,,,,,,,,,,7946,,,,null,01_24_00_00,01_25_03_00,
19010157,ホムンクルス成体（ピンク）,01_00_5131_00,,,01_02_0303_00,01_03_388_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
19010158,ホムンクルス成体（青）,01_00_5131_01,,,01_02_0303_01,01_03_388_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
19010159,ホムンクルス成体（赤）,01_00_5131_02,,,01_02_0303_02,01_03_388_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
19010160,ホムンクルス成体（緑）,01_00_5131_03,,,01_02_0303_03,01_03_388_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
19010161,ホムンクルス成体（水色）,01_00_5131_04,,,01_02_0303_04,01_03_388_04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
19010162,ホムンクルス成体（黒）,01_00_5131_05,,,01_02_0303_05,01_03_388_05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
19010163,ホムンクルス成体（白）,01_00_5131_06,,,01_02_0303_06,01_03_388_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
19010164,ホムンクルス成体（紫）,01_00_5131_07,,,01_02_0303_07,01_03_388_07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
19010165,ホムンクルス成体（黄）,01_00_5131_08,,,01_02_0303_08,01_03_388_08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
19010166,ホムンクルス成体（茶）,01_00_5131_09,,,01_02_0303_09,01_03_388_09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
19010167,ホムンクルス成体（橙）,01_00_5131_10,,,01_02_0303_10,01_03_388_10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
19010168,エミル,00_00_5129_00,00_26_251_00,00_09_237_00,00_02_0301_00,00_03_377_00,,,,,,,,,,00_08_173_00,00_10_90_00,,,,,,,,,,,,,,,,,,,null,00_24_02_00,00_25_01_00,
19010169,マーシャ,01_00_5130_00,null,01_23_146_00,01_02_0302_00,01_03_378_00,,,,,,,,,,,00_15_90_00,,,,,,,,,,,,,,,,,,,null,null,null,
19010170,べリアル,04_00_5120_00,04_26_246_00,04_09_234_00,04_02_0298_00,04_03_381_00,,,,,,,,,,,00_17_91_00,,04_18_142_00,,,04_21_00_04,,,,,,,,,,,,,,null,null,04_25_02_00,
19010171,ルルイエ,05_00_5118_00,null,null,05_02_0297_00,05_03_375_00,,,,,,,,,,,00_15_91_00,,05_18_142_00,,,05_21_49_00,,,,,,,,,,,,,,null,null,null,
19010172,タイタス,02_00_5128_00,null,02_23_145_00,02_02_0300_00,02_03_380_00,00_05_235_00,,,,,,,,,02_08_174_00,02_16_92_00,,02_18_143_00,,,,,,,,,,,,,,,,,null,null,null,
19010173,ＤＥＭ－ＬＵＸ－Ｆｅｒ,06_00_5124_00,null,null,06_02_0315_00,06_03_382_00,,,,,,06_07_144_00,,,,,06_10_47_00,,,,,,,,,,,,,,,,,,,null,null,null,
19010174,ＤＥＭ－ＬＵＸ－Ｆｅｒ,06_00_5124_00,null,null,06_02_0315_00,06_03_382_00,,,,,,06_07_144_50,,,,,06_10_47_00,,,,,,,,,,,,,,,,,,,null,null,null,
19010175,ＤＥＭ－ＬＹＬ－Ｘｔｈ,07_00_5125_00,null,null,07_02_0316_00,07_03_383_00,,,,,,07_07_144_00,,,,,06_17_42_00,,,,,,,,,,,,,,,,,,,null,null,null,
19020000,Samba,4066_00_00_00,
19020001,SomSom,4066_00_00_01,
19030000,Wedding Carriage,1459_00_00_00,
19030100,ドラゴホワイト,1076_00_00_14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7753,null,null,null,
19030101,ドラゴグリーン,1076_00_00_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7753,null,null,null,
19030102,ドラゴピンク,1076_00_00_15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7753,null,null,null,
19030103,ドラゴバイオレット,1076_00_00_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7753,null,null,null,
19030104,ドラゴオレンジ,1076_00_00_07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7753,null,null,null,
19040000,テスト用,1904_00_00_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8019,null,null,null,
19050000,テスト用,1905_00_00_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8019,null,null,null,
19060000,ハーピー,1093_00_00_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
19061400,ハーピー(白,1093_00_00_14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
19070000,人型,1091_00_00_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
19070400,人型,1094_00_00_00,,,,,,,,,,,,,,,,00_11_33_00,,,,,,,,,00_11_32_00,,,,,,,,,null,null,null,
19070500,人型,1095_00_00_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8065,,null,null,null,
19080000,赤ちゃん,1092_00_00_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
19080100,赤ちゃん（赤）,1092_00_00_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
19080900,赤ちゃん（黒）,1092_00_00_09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
19085000,カオスマイザ,1092_00_00_50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
#### パートナー２ （19090000-19990000）,
19090000,コッコー・アルマ,1900_00_00_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
19100000,バハムート,1901_00_00_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
19100050,魂化バハムート,1901_00_00_50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
19110000,TEST_Ct,1903_00_00_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
19110100,クトゥルフ,1927_00_00_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
19110200,クトゥルフ（ハスター）,1945_00_00_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
19110300,クトゥルフ（ハスター）,1927_00_00_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
19120000,プレミアムオープンカー,1905_00_00_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
19130000,ノーブルドラゴ,1904_00_00_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7753,null,null,null,
19140000,ダンプティー・アルマ(EXCENTRIQUE),1902_00_00_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
19150000,ネコ執事,1908_00_00_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
19160000,アカリの守護魔ハート,1909_00_00_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
19161000,守護魔・アカリ,1916_00_00_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
19170000,コロボックル,1910_00_00_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
19180000,背負い魔・ネコマタ（シャル）人型,1911_00_00_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
19190000,背負い魔・ネコマタ（シャル）,1912_00_00_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
19200000,カナデのアニバーサリーハート,1906_00_00_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
19210000,フェールの守護魔ハート,1913_00_00_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
19211000,守護魔・フェール,1917_00_00_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
19220000,御魂・フロン,1914_00_00_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
19220001,御魂・フロン(進化),1914_00_00_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
19230000,ぷちポーン,1915_00_00_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
19240000,ランの守護魔ハート,1921_00_00_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3125,null,null,null,
19241000,守護魔・ラン,1922_00_00_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3125,null,null,null,
19250000,雷と風の妖精,1918_00_00_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
