#目前就是这个样子了 图章掉落禁止有数字以外的字符出现! 例如actcube,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##,,,,体格,,,特殊情報,,,設定,基本パラメータ,,,,,,,,ステータス,,,,物理攻撃,,,魔法攻撃,,防御力,,,,ダメージ減少,,命中,,,回避,,,クリティカル,,,,攻撃速度,,,属性値,,,,,,,状態異常耐性,,,,,,,,,思考ID(通常）,,,,,,,,,,思考(出現),,思考ID(瀕死),,,,,,,,,,思考(終焉）,,カスタムAIID,,,,,,スキルリスト,,,,,,,,,,,,,,,経験値,,,,ドロップ,ドロップアイテム,,,,,,,,,旅人のメモ,,パーティ
#ID,名前,PICTID,種別ＩＤ,幅,長さ,スケール,飛行,アンデッド,モーションセット番号,LV,腕力,魔力,体力,器用,敏捷,知性,運,魅力,HP,SP,MP,速度,最小,最大,タイプ,最小,最大,物理－,物理％,魔法－,魔法％,物理ダメージ(％),魔法ダメージ(％),近接,遠隔,魔法,近接,遠隔,魔法,発生,回避,回復力,魔回復力,物理,詠唱,射程,無,火,水,風,土,光,闇,毒,石化,麻痺,睡眠,沈黙,鈍足,混乱,氷結,気絶,ID１,確率,ID2,確率,ID3,確率,ID4,確率,ID5,確率,ID,確率,ID１,確率,ID2,確率,ID3,確率,ID4,確率,ID5,確率,ID,確率,AIID1,確率1,AIID2,確率2,AIID3,確率3,攻撃スキル加算倍率,ＩＤ１,確率,ＩＤ２,確率,ＩＤ３,確率,ＩＤ４,確率,減少HP%分加算スキル,確率,減少HP%分減算スキル,確率,出現時使用スキルID,死亡時使用スキルID,EXP,JOB,WRP,信頼度,ID,アイテムID1,アイテムID2,アイテムID3,アイテムID4,アイテムID5,アイテムID6,アイテムID7,ID8（スタンプ）,ＩＤ8確率,掲載フラグ,解放ID,イベントフラグ
#0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124
30280008,集装箱,30280000,CONTAINER_MATERIAL,1,1,1,0,0,0,0,0,0,50,0,0,0,0,0,8,1,1,1,1,1,BLOW,1,1,100,99,100,99,0,0,0,1,1,1,0,1,1,1,100,1,0,0,1,0,0,0,0,0,0,0,255,255,255,255,255,255,255,255,255,0,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10020209,10022208,10022208,CONTAINER8,null,10022208,CONTAINER8,,0,0,0,0
30280009,集装箱,30280000,CONTAINER_MATERIAL,1,1,1.1,0,0,0,0,1,1,1,1,1,1,1,1,6,10,10,1,1,1,BLOW,500,500,300,99,10,99,0,0,0,1,1,1,0,1,1,1,100,1,0,0,2,0,0,0,0,0,0,0,255,255,255,255,255,255,255,255,255,45,100,0,0,0,0,0,0,0,0,0,0,45,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7632,40,7633,40,9000,20,0,0,0,0,0,0,0,0,0,0,0,0,12,10020209,null,null,null,null,null,null,,0,0,0,0
30280010,集装箱,30280000,CONTAINER_MATERIAL,1,1,1.1,0,0,0,0,1,1,1,1,1,1,1,1,6,10,10,1,1,1,BLOW,500,500,300,99,10,99,0,0,0,1,1,1,0,1,1,1,100,1,0,0,2,0,0,0,0,0,0,0,255,255,255,255,255,255,255,255,255,45,100,0,0,0,0,0,0,0,0,0,0,45,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7632,40,7633,40,9000,20,0,0,0,0,0,0,0,0,0,0,0,0,12,10020209,null,null,null,null,null,null,,0,0,0,0
30280011,集装箱,30280000,CONTAINER_MATERIAL,1,1,1.1,0,0,0,0,1,1,1,1,1,1,1,1,6,10,10,1,1,1,BLOW,500,500,300,99,10,99,0,0,0,1,1,1,0,1,1,1,100,1,0,0,2,0,0,0,0,0,0,0,255,255,255,255,255,255,255,255,255,45,100,0,0,0,0,0,0,0,0,0,0,45,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7632,40,7633,40,9000,20,0,0,0,0,0,0,0,0,0,0,0,0,12,10020209,null,null,null,null,null,null,,0,0,0,0
30290000,木箱,30290000,TIMBER_BOX_MATERIAL,1,1,1,0,0,0,0,0,0,15,0,0,0,0,0,4,1,1,1,1,1,BLOW,1,1,1,99,1,99,0,0,0,1,1,1,0,1,1,1,100,1,0,0,1,0,0,0,0,0,0,0,255,255,255,255,255,255,255,255,255,0,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10016200,10022401,10022401,TIMBER_BOX1,null,10022401,TIMBER_BOX1,,0,0,0,0
30290001,木箱,30290000,TIMBER_BOX_MATERIAL,1,1,1,0,0,0,0,0,0,15,0,0,0,0,0,4,1,1,1,1,1,BLOW,1,1,1,99,1,99,0,0,0,1,1,1,0,1,1,1,100,1,0,0,1,0,0,0,0,0,0,0,255,255,255,255,255,255,255,255,255,0,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10016200,10022402,10022402,TIMBER_BOX2,null,10022402,TIMBER_BOX2,,0,0,0,0
30290002,木箱,30290000,TIMBER_BOX_MATERIAL,1,1,1,0,0,0,0,0,0,15,0,0,0,0,0,4,1,1,1,1,1,BLOW,1,1,1,99,1,99,0,0,0,1,1,1,0,1,1,1,100,1,0,0,1,0,0,0,0,0,0,0,255,255,255,255,255,255,255,255,255,0,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10016200,10022403,10022403,TIMBER_BOX3,null,10022403,TIMBER_BOX3,,0,0,0,0
30290003,木箱,30290000,TIMBER_BOX_MATERIAL,1,1,1,0,0,0,0,0,0,15,0,0,0,0,0,4,1,1,1,1,1,BLOW,1,1,1,99,1,99,0,0,0,1,1,1,0,1,1,1,100,1,0,0,1,0,0,0,0,0,0,0,255,255,255,255,255,255,255,255,255,0,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10016200,10022404,10022404,TIMBER_BOX4,null,10022404,TIMBER_BOX4,,0,0,0,0
30290004,木箱,30290000,TIMBER_BOX_MATERIAL,1,1,1,0,0,0,0,0,0,15,0,0,0,0,0,4,1,1,1,1,1,BLOW,1,1,1,99,1,99,0,0,0,1,1,1,0,1,1,1,100,1,0,0,1,0,0,0,0,0,0,0,255,255,255,255,255,255,255,255,255,0,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10016200,10022405,10022405,TIMBER_BOX5,null,10022405,TIMBER_BOX5,,0,0,0,0
30290005,木箱,30290000,TIMBER_BOX_MATERIAL,1,1,1,0,0,0,0,0,0,15,0,0,0,0,0,4,1,1,1,1,1,BLOW,1,1,1,99,1,99,0,0,0,1,1,1,0,1,1,1,100,1,0,0,1,0,0,0,0,0,0,0,255,255,255,255,255,255,255,255,255,0,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10016200,10022406,10022406,TIMBER_BOX6,null,10022406,TIMBER_BOX6,,0,0,0,0
30290006,木箱,30290000,TIMBER_BOX_MATERIAL,1,1,1,0,0,0,0,0,0,15,0,0,0,0,0,4,1,1,1,1,1,BLOW,1,1,1,99,1,99,0,0,0,1,1,1,0,1,1,1,100,1,0,0,1,0,0,0,0,0,0,0,255,255,255,255,255,255,255,255,255,0,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10016200,10022407,10022407,TIMBER_BOX7,null,10022407,TIMBER_BOX7,,0,0,0,0
30290008,木箱,30290000,TIMBER_BOX_MATERIAL,1,1,1,0,0,0,0,0,0,15,0,0,0,0,0,4,1,1,1,1,1,BLOW,1,1,1,99,1,99,0,0,0,1,1,1,0,1,1,1,100,1,0,0,1,0,0,0,0,0,0,0,255,255,255,255,255,255,255,255,255,0,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10016200,10022408,10022408,TIMBER_BOX8,null,10022408,TIMBER_BOX8,,0,0,0,0
30290009,木箱,30290000,TIMBER_BOX_MATERIAL,1,1,1,0,0,0,0,0,0,15,0,0,0,0,0,4,1,1,1,1,1,BLOW,1,1,1,99,1,99,0,0,0,1,1,1,0,1,1,1,100,1,0,0,1,0,0,0,0,0,0,0,255,255,255,255,255,255,255,255,255,0,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10016200,10022407,10022407,TIMBER_BOX7,null,10022407,TIMBER_BOX7,,0,0,0,0
30290010,木箱,30290000,TIMBER_BOX_MATERIAL,1,1,1,0,0,0,0,0,0,15,0,0,0,0,0,4,1,1,1,1,1,BLOW,1,1,1,99,1,99,0,0,0,1,1,1,0,1,1,1,100,1,0,0,1,0,0,0,0,0,0,0,255,255,255,255,255,255,255,255,255,0,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10016200,10022407,10022407,TIMBER_BOX7,null,10022407,TIMBER_BOX7,,0,0,0,0
30290011,木箱,30290000,TIMBER_BOX_MATERIAL,1,1,1,0,0,0,0,0,0,15,0,0,0,0,0,4,1,1,1,1,1,BLOW,1,1,1,99,1,99,0,0,0,1,1,1,0,1,1,1,100,1,0,0,1,0,0,0,0,0,0,0,255,255,255,255,255,255,255,255,255,0,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10016200,10022412,10022412,TIMBER_BOX12,null,10022412,TIMBER_BOX12,,0,0,0,0
30290012,木箱,30290000,TIMBER_BOX_MATERIAL,1,1,1,0,0,0,0,0,0,15,0,0,0,0,0,4,1,1,1,1,1,BLOW,1,1,1,99,1,99,0,0,0,1,1,1,0,1,1,1,100,1,0,0,1,0,0,0,0,0,0,0,255,255,255,255,255,255,255,255,255,0,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,GARDENER_0,GARDENER_0,GARDENER_0,GARDENER_0,null,GARDENER_0,GARDENER_0,,0,0,0,0
30290013,木箱,30290000,TIMBER_BOX_MATERIAL,1,1,1,0,0,0,0,0,0,15,0,0,0,0,0,4,1,1,1,1,1,BLOW,1,1,1,99,1,99,0,0,0,1,1,1,0,1,1,1,100,1,0,0,1,0,0,0,0,0,0,0,255,255,255,255,255,255,255,255,255,0,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10016200,10022412,10022412,TIMBER_BOX12,null,10022412,TIMBER_BOX12,,0,0,0,0
30290014,木箱,30290000,TIMBER_BOX_MATERIAL,1,1,1,0,0,0,0,0,0,15,0,0,0,0,0,4,1,1,1,1,1,BLOW,1,1,1,99,1,99,0,0,0,1,1,1,0,1,1,1,100,1,0,0,1,0,0,0,0,0,0,0,255,255,255,255,255,255,255,255,255,0,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10016200,10022412,10022412,TIMBER_BOX12,null,10022412,TIMBER_BOX12,,0,0,0,0
30290015,木箱,30290000,TIMBER_BOX_MATERIAL,1,1,1.1,0,0,0,0,1,1,1,1,1,1,1,1,6,10,10,1,1,1,BLOW,500,500,300,99,10,99,0,0,0,1,1,1,0,1,1,1,100,1,0,0,2,0,0,0,0,0,0,0,255,255,255,255,255,255,255,255,255,45,100,0,0,0,0,0,0,0,0,0,0,45,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7640,40,7641,40,9000,20,0,0,0,0,0,0,0,0,0,0,0,0,12,10016200,null,null,null,null,null,null,,0,0,0,0
30290016,木箱,30290000,TIMBER_BOX_MATERIAL,1,1,1.1,0,0,0,0,1,1,1,1,1,1,1,1,6,10,10,1,1,1,BLOW,500,500,300,99,10,99,0,0,0,1,1,1,0,1,1,1,100,1,0,0,2,0,0,0,0,0,0,0,255,255,255,255,255,255,255,255,255,45,100,0,0,0,0,0,0,0,0,0,0,45,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7640,40,7641,40,9000,20,0,0,0,0,0,0,0,0,0,0,0,0,12,10016200,null,null,null,null,null,null,,0,0,0,0
30290017,木箱,30290000,TIMBER_BOX_MATERIAL,1,1,1,0,0,0,0,54,67,54,24,88,11,78,91,1000,201,201,243,456,462,BLOW,137,151,338,62,302,37,133,306,323,377,140,187,273,174,416,107,303,475,378,171,162,0,0,0,0,0,0,0,46,48,79,100,80,49,51,15,40,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10016200,10022413,10022413,TIMBER_BOX13,null,10022413,TIMBER_BOX13,,0,0,0,0
30290018,木箱,30290000,TIMBER_BOX_MATERIAL,1,1,1,0,0,0,0,74,59,58,50,102,17,17,53,1000,201,201,250,411,348,BLOW,333,459,427,103,143,104,134,301,305,266,329,342,385,274,494,430,499,239,190,375,322,0,0,0,0,0,0,0,18,93,36,84,24,108,16,74,99,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10016200,10022414,10022414,TIMBER_BOX14,null,10022414,TIMBER_BOX14,,0,0,0,0
30290100,木箱,30290000,TIMBER_BOX_MATERIAL,1,1,1,0,0,0,0,66,92,81,93,37,37,18,69,1000,201,201,111,301,158,BLOW,431,369,455,66,438,78,408,229,322,114,430,459,427,216,126,147,229,295,467,478,423,0,0,0,0,0,0,0,81,109,51,46,106,70,47,43,59,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10016200,10022401,10022401,TIMBER_BOX1,null,10022401,TIMBER_BOX1,,0,0,0,0
30290101,木箱,30290000,TIMBER_BOX_MATERIAL,1,1,1,0,0,0,0,99,36,73,21,97,27,42,100,1000,201,201,359,338,370,BLOW,477,315,276,68,103,18,237,185,335,186,218,314,452,273,387,259,166,250,465,330,259,0,0,0,0,0,0,0,74,46,81,81,36,81,16,28,58,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10016200,10022402,10022402,TIMBER_BOX2,null,10022402,TIMBER_BOX2,,0,0,0,0
30290102,木箱,30290000,TIMBER_BOX_MATERIAL,1,1,1,0,0,0,0,105,102,67,32,108,94,18,34,1000,201,201,454,102,349,BLOW,144,319,421,73,225,93,402,387,362,260,352,315,129,306,261,121,196,186,343,240,194,0,0,0,0,0,0,0,34,11,47,79,22,68,97,94,97,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10016200,10022403,10022403,TIMBER_BOX3,null,10022403,TIMBER_BOX3,,0,0,0,0
30290103,木箱,30290000,TIMBER_BOX_MATERIAL,1,1,1,0,0,0,0,71,27,20,23,21,92,18,17,1000,201,201,362,124,423,BLOW,401,479,475,39,121,54,194,317,112,408,104,136,306,366,246,161,402,373,355,180,416,0,0,0,0,0,0,0,20,41,72,103,102,72,30,44,34,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10016200,10022404,10022404,TIMBER_BOX4,null,10022404,TIMBER_BOX4,,0,0,0,0
30290105,木箱,30290000,TIMBER_BOX_MATERIAL,1,1,1,0,0,0,0,86,56,79,65,95,33,94,88,1000,201,201,280,264,412,BLOW,227,243,378,81,343,17,390,170,349,237,361,227,466,238,401,105,290,104,216,226,217,0,0,0,0,0,0,0,55,66,50,32,35,81,17,38,104,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10016200,10022406,10022406,TIMBER_BOX6,null,10022406,TIMBER_BOX6,,0,0,0,0
30290106,木箱,30290000,TIMBER_BOX_MATERIAL,1,1,1,0,0,0,0,21,19,27,74,15,58,60,63,1000,201,201,239,301,342,BLOW,194,389,309,74,163,78,432,410,405,262,182,166,138,277,153,393,130,132,499,287,341,0,0,0,0,0,0,0,79,66,91,35,86,40,38,32,51,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10016200,10022407,10022407,TIMBER_BOX7,null,10022407,TIMBER_BOX7,,0,0,0,0
30300000,大壶,30300000,ROCK_MATERIAL,1,1,1,0,0,0,0,0,0,5,0,0,0,0,0,20,1,1,1,1,1,BLOW,1,1,1,50,0,50,0,0,0,1,1,1,0,1,1,1,100,1,0,0,1,0,0,0,0,0,0,0,255,255,255,255,255,255,255,255,255,0,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10001800,10006000,10009400,10009000,null,10004000,10006350,,0,1,709,0
30300001,奇怪的壶,30300000,ROCK_MATERIAL,1,1,1,0,0,0,0,0,0,5,0,0,0,0,0,20,1,1,1,1,1,BLOW,1,1,1,50,0,50,0,0,0,1,1,1,0,1,1,1,100,1,0,0,1,0,0,0,0,0,0,0,255,255,255,255,255,255,255,255,255,0,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,null,10000103,10000102,10000108,null,10000503,null,,0,1,705,0
30300002,旧壶,30300000,ROCK_MATERIAL,1,1,1,0,0,0,0,0,0,5,0,0,0,0,0,20,1,1,1,1,1,BLOW,1,1,1,50,0,50,0,0,0,1,1,1,0,1,1,1,100,1,0,0,1,0,0,0,0,0,0,0,255,255,255,255,255,255,255,255,255,0,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10001550,10001550,10001550,10001550,10001550,10001550,10001550,,0,1,804,0
30300003,古代的壶,30300000,ROCK_MATERIAL,1,1,1,0,0,0,0,0,0,5,0,0,0,0,0,20,1,1,1,1,1,BLOW,1,1,1,50,0,50,0,0,0,1,1,1,0,1,1,1,100,1,0,0,1,0,0,0,0,0,0,0,255,255,255,255,255,255,255,255,255,0,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,10047419,10047418,10047418,10047416,null,null,null,,0,1,764,0
30300004,D-旧壶,30300000,ROCK_MATERIAL,1,1,1.5,0,0,0,110,0,0,5,0,0,0,0,0,500,1,1,1,1,1,BLOW,1,1,1,50,0,50,0,0,0,1,1,1,0,1,1,1,100,1,0,0,1,0,0,0,0,0,0,0,255,255,255,255,255,255,255,255,255,0,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,10021300,10000604,10026450,10016401,null,10037900,null,,0,1,701,0
30300005,D-旧壶,30300000,ROCK_MATERIAL,1,1,1.5,0,0,0,110,0,0,5,0,0,0,0,0,500,1,1,1,1,1,BLOW,1,1,1,50,0,50,0,0,0,1,1,1,0,1,1,1,100,1,0,0,1,0,0,0,0,0,0,0,255,255,255,255,255,255,255,255,255,0,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,10021300,10000604,10026450,10016401,null,10037900,null,,0,0,701,0
30300006,D-大壶,30300000,ROCK_MATERIAL,1,1,2,0,0,0,110,0,0,5,0,0,0,0,0,800,1,1,1,1,1,BLOW,1,1,1,50,0,50,0,0,0,1,1,1,0,1,1,1,100,1,0,0,1,0,0,0,0,0,0,0,255,255,255,255,255,255,255,255,255,0,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,10000304,10000603,10055100,10000609,null,10037900,null,,0,1,703,0
30300007,D-大壶,30300000,ROCK_MATERIAL,1,1,2,0,0,0,110,0,0,5,0,0,0,0,0,800,1,1,1,1,1,BLOW,1,1,1,50,0,50,0,0,0,1,1,1,0,1,1,1,100,1,0,0,1,0,0,0,0,0,0,0,255,255,255,255,255,255,255,255,255,0,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,10000304,10000603,10055100,10000609,null,10037900,null,,0,0,703,0
30300008,古代的壶,30300000,ROCK_MATERIAL,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,6,10,10,1,1,1,BLOW,500,500,300,99,10,99,0,0,0,1,1,1,0,1,1,1,100,1,0,0,2,0,0,0,0,0,0,0,255,255,255,255,255,255,255,255,255,45,100,0,0,0,0,0,0,0,0,0,0,45,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9001,30,7759,20,7613,50,0,0,0,0,0,0,0,0,0,0,0,0,31,10000304,null,null,null,null,null,null,,0,0,0,0
30300009,古代的壶,30300000,ROCK_MATERIAL,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,6,10,10,1,1,1,BLOW,500,500,300,99,10,99,0,0,0,1,1,1,0,1,1,1,100,1,0,0,2,0,0,0,0,0,0,0,255,255,255,255,255,255,255,255,255,45,100,0,0,0,0,0,0,0,0,0,0,45,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9001,30,7759,20,7613,50,0,0,0,0,0,0,0,0,0,0,0,0,31,10000304,null,null,null,null,null,null,,0,0,0,0
30330000,机械块,30330000,MACHINE_MATERIAL,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,20,1,1,1,1,1,BLOW,1,1,100,99,100,99,0,0,0,1,1,0,0,0,1,0,100,1,0,0,1,0,0,0,0,0,0,0,255,255,255,255,255,255,255,255,255,0,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10017100,TREASURE_MACHINE,TREASURE_MACHINE,TREASURE_MACHINE,TREASURE_MACHINE,TREASURE_MACHINE,TREASURE_MACHINE,,0,1,726,0
30330001,洗脑装置,30330000,MACHINE_MATERIAL,1.5,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,999,1,1,1,1,1,BLOW,1,1,100,99,100,99,0,0,0,1,1,0,0,0,1,0,100,1,0,0,1,0,0,0,0,0,0,0,255,255,255,255,255,255,255,255,255,0,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10029700,10029700,10029700,10029700,10029700,10029700,10029700,,0,0,0,0
30330002,机械块（EVENT）,30330000,MACHINE_MATERIAL,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,20,1,1,1,1,1,BLOW,1,1,100,99,100,99,0,0,0,1,1,0,0,0,1,0,100,1,0,0,1,0,0,0,0,0,0,0,255,255,255,255,255,255,255,255,255,0,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10057900,10057900,10057900,10057900,10057900,10057900,10057900,,0,0,0,0
30330003,机械块,30330000,MACHINE_MATERIAL,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,20,1,1,1,1,1,BLOW,1,1,100,99,100,99,0,0,0,1,1,0,0,0,1,0,100,1,0,0,1,0,0,0,0,0,0,0,255,255,255,255,255,255,255,255,255,0,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10047400,10047401,10047403,10047403,10047403,10047403,10047402,,0,1,727,0
30330004,机器的残骸,30330000,MACHINE_MATERIAL,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,20,1,1,1,1,1,BLOW,1,1,100,99,100,99,0,0,0,1,1,0,0,0,1,0,100,1,0,0,1,0,0,0,0,0,0,0,255,255,255,255,255,255,255,255,255,0,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,10047404,10047403,10047405,10047405,10047405,10047405,10047405,,0,1,809,0
