#,,,,,,,,,,,,,,
#アイテム設定,,家具のクライアント表示設定,家具設定,倉庫容量,靜止MotionID,使用MotionID,,,,,,,,
#ITEMID,NAME,PICTID,ＥＶＥＮＴＩＤ,タンス枠数,DEFAULTMOTION,Motion1,Motion2,Motion3,Motion4,Motion5,Motion6,Motion7,Motion8,REMARK
31157900,盛り落ち葉,41157900,31080000,0,111,,,,,,,,,
31158000,ホワイトクリスタル（大）,41158000,31070000,0,111,622,,,,,,,,
31158001,ブルークリスタル（大）,41158001,31070000,0,111,622,,,,,,,,
31158100,ホワイトクリスタル（中）,41158100,31070000,0,111,622,,,,,,,,
31158101,ブルークリスタル（中）,41158101,31070000,0,111,622,,,,,,,,
31158200,ホワイトクリスタル（小）,41158200,31070000,0,111,622,,,,,,,,
31158201,ブルークリスタル（小）,41158201,31070000,0,111,622,,,,,,,,
31158300,タイニー雪だるま,41158300,31080000,0,111,,,,,,,,,
31158400,魔界の樹木,41158400,31070000,0,111,622,,,,,,,,
31158500,石橋,41158500,31080000,0,111,,,,,,,,,
31158600,ヴァルハラの門（グレー）,41158600,31158600,0,111,621,622,623,,,,,,
31158601,ヴァルハラの門（ブルー）,41158601,31158600,0,111,621,622,623,,,,,,
31158700,ヴァルハラへの階段（グレー）,41158700,31080000,0,111,,,,,,,,,
31158701,ヴァルハラへの階段（ブルー）,41158701,31080000,0,111,,,,,,,,,
31158800,星の祭壇（金）,41158800,31080000,0,111,,,,,,,,,
31158801,星の祭壇（銀）,41158801,31080000,0,111,,,,,,,,,
31158900,雷雲発生装置,41158900,31158900,0,111,622,,,,,,,,
31159000,雷雲（白）,41159000,31070000,0,111,622,,,,,,,,
31159001,雷雲（灰）,41159001,31070000,0,111,622,,,,,,,,
31159100,激しい波,41159100,31080000,0,111,,,,,,,,,
31159200,穏やかな波,41159200,31080000,0,111,,,,,,,,,
31159300,鉄棒,41159300,31080000,0,111,,,,,,,,,
31159310,鉄棒（高）,41159310,31080000,0,111,,,,,,,,,
31159400,ちいさな橋（ブラウン）,41159400,31080000,0,111,,,,,,,,,
31159401,ちいさな橋（ブラック）,41159401,31080000,0,111,,,,,,,,,
31159500,不思議な闇夜の空,41159500,31159500,0,111,622,,,,,,,,
31159600,リングの一角（青・赤）,41159600,31080000,0,111,,,,,,,,,
31159601,リングの一角（青・青）,41159601,31080000,0,111,,,,,,,,,
31159602,リングの一角（青・白）,41159602,31080000,0,111,,,,,,,,,
31159603,リングの一角（緑・赤）,41159603,31080000,0,111,,,,,,,,,
31159604,リングの一角（緑・青）,41159604,31080000,0,111,,,,,,,,,
31159605,リングの一角（緑・白）,41159605,31080000,0,111,,,,,,,,,
31159700,電話スタンド,41159700,31159700,0,111,,,,,,,,,
31159800,つり橋（通常・手摺あり）,41159800,31080000,0,111,,,,,,,,,
31159801,つり橋（通常・手摺なし）,41159801,31080000,0,111,,,,,,,,,
31159802,つり橋（カーブ・手摺あり）,41159802,31080000,0,111,,,,,,,,,
31159803,つり橋（カーブ・手摺なし）,41159803,31080000,0,111,,,,,,,,,
31159900,竜輝岩（赤）,41159900,31070000,0,111,622,623,,,,,,,
31159901,竜輝岩（青）,41159901,31070000,0,111,622,623,,,,,,,
31160000,ミニクリスマスツリー,41160000,31080000,0,111,,,,,,,,,
31160001,ミニクリスマスツリー（白）,41160001,31080000,0,111,,,,,,,,,
31160002,家庭用クリスマスツリー,41160002,31080000,0,111,,,,,,,,,
31160003,家庭用クリスマスツリー（大）,41160003,31080000,0,111,,,,,,,,,
31160100,雪だるま,41160100,31080000,0,111,,,,,,,,,
31160200,かぼちゃ花壇,41160200,31080000,0,111,,,,,,,,,
31160300,鏡餅,41160300,31080000,0,111,,,,,,,,,
31160400,神社のミニチュア,41160400,31080000,0,111,,,,,,,,,
31160500,ハートのトロフィー,41160500,31131710,0,111,,,,,,,,,
31160600,菱餅,41160600,31080000,0,111,,,,,,,,,
31160700,マシュマロのくんしょう,41160700,31080000,0,111,,,,,,,,,
31160800,鯉のぼり（青）,41160800,31080000,0,111,,,,,,,,,
31160801,鯉のぼり（赤）,41160801,31080000,0,111,,,,,,,,,
31160809,鯉のぼり（黒）,41160809,31080000,0,111,,,,,,,,,
31160812,鯉のぼり（茶）,41160812,31080000,0,111,,,,,,,,,
31160900,お月見団子,41160900,31080000,0,111,,,,,,,,,
31161000,ゼーレの石版,41161000,31080000,0,111,,,,,,,,,
31161100,マンドラゴラの像,41161100,31080000,0,111,,,,,,,,,
31161200,インスマウスの像,41161200,31080000,0,111,,,,,,,,,
31161300,エレキテルの像,41161300,31080000,0,111,,,,,,,,,
31161400,サラマンドラの像,41161400,31080000,0,111,,,,,,,,,
31161500,機関車,41161500,31080000,0,111,,,,,,,,,
31161580,機関車（模型）,41161500,31080000,0,111,,,,,,,,,
31161600,ペンペン,41161600,31070000,0,111,622,,,,,,,,
31161800,クリスマスツリー,41161800,31070000,0,111,,,,,,,,,
31161801,クリスマスツリー（白）,41161801,31070000,0,111,,,,,,,,,
31161900,イルミネーション装置,41161900,31070000,0,111,621,622,623,,,,,,
31161901,イルミネーション装置（花）,41161901,31070000,0,111,621,622,623,,,,,,
31161902,イルミネーション装置（桜吹雪）,41161902,31070000,0,111,621,622,623,,,,,,
31162000,門松,41162000,31080000,0,111,,,,,,,,,
31162300,鳥居,41162300,31080000,0,111,,,,,,,,,
31162400,小鳥さんのブランコ,41162400,31080000,0,111,,,,,,,,,
31162500,ぼんぼり,41162500,31070000,0,111,622,,,,,,,,燈
31162700,イルミネーション装置（金コイン）,41162700,31070000,0,111,622,,,,,,,,
31162800,蛍の虫かご,41162800,31070000,0,111,622,,,,,,,,
31162850,蛍の虫かご☆,41162850,31070000,0,111,622,,,,,,,,
31162900,フシギな彫刻,41162900,31162900,0,111,131,133,136,422,,,,,
31163000,お月見ススキ,41163000,31080000,0,111,,,,,,,,,
31163100,湯煙露天風呂,41163100,31163100,0,111,622,623,624,625,,,,,
31163200,鍋コタツ,41163200,31070000,0,111,622,,,,,,,,
31163201,高気圧発生装置,41163201,31163201,0,111,622,,,,,,,,
31163300,夢見のオーロラ,41163300,31070000,0,111,622,,,,,,,,
31163301,紙吹雪発生装置,41163301,31070000,0,111,622,,,,,,,,
31163400,カードホルダー,41163400,31163400,0,111,622,,,,,,,,
31163401,雪の結晶発生装置,41163401,31070000,0,111,622,,,,,,,,
31163500,毛皮のじゅうたん（白熊）,41163500,31080000,0,111,,,,,,,,,
31163600,ミニアクロポリス,41163600,31080000,0,111,,,,,,,,,
31163700,ミニウェストフォート,41163700,31080000,0,111,,,,,,,,,
31163800,ミニエル・シエル,41163800,31080000,0,111,,,,,,,,,
31163900,ミニ飛空城（初期Ver）,41163900,31080000,0,111,,,,,,,,,
31164000,農場タイニー,41164000,31070000,0,111,622,,,,,,,,
31164100,キッチン,41164100,31070000,0,111,622,,,,,,,,
31164200,野菜の入ったかご１,41164200,31080000,0,111,,,,,,,,,
31164300,野菜の入ったかご２,41164300,31080000,0,111,,,,,,,,,
31164400,果物の入ったかご１,41164400,31080000,0,111,,,,,,,,,
31164500,果物の入ったかご２,41164500,31080000,0,111,,,,,,,,,
31164600,芋煮の鍋,41164600,31070000,0,111,622,,,,,,,,
31164700,かかし,41164700,31070000,0,111,622,,,,,,,,
31164800,ムクドリ,41164800,31070000,0,111,622,,,,,,,,
31165000,カツ丼,41165000,31070000,0,111,622,,,,,,,,
31165100,アホロートルのぬいぐるみ,41165100,31080000,0,111,,,,,,,,,
31165200,蓄音機,41165200,31131700,0,111,622,,,,,,,,
31165300,几帳（春）,41165300,31080000,0,111,,,,,,,,,
31165301,几帳（夏）,41165301,31080000,0,111,,,,,,,,,
31165302,几帳（秋）,41165302,31080000,0,111,,,,,,,,,
31165303,几帳（冬）,41165303,31080000,0,111,,,,,,,,,
31165400,地獄の大釜,41165400,31165400,0,111,622,,,,,,,,
31165500,足踏みミシン,41165500,31165500,0,111,622,,,,,,,,
31165600,機織機,41165600,31165600,0,111,622,,,,,,,,
31165700,鈴すだれ（朱）,41165700,31080000,0,111,,,,,,,,,
31165701,鈴すだれ（青）,41165701,31080000,0,111,,,,,,,,,
31165800,スタッフドドッグ（大）,41165800,31080000,0,111,,,,,,,,,
31165801,スタッフドドッグ（中）,41165801,31080000,0,111,,,,,,,,,
31165802,スタッフドドッグ（小）,41165802,31080000,0,111,,,,,,,,,
31165903,絆の樹（青）,41165903,31080000,0,111,,,,,,,,,
31165904,絆の樹（赤）,41165904,31080000,0,111,,,,,,,,,
31165905,絆の樹（黄）,41165905,31080000,0,111,,,,,,,,,
31166000,絆の樹（満開）,41166000,31080000,0,111,,,,,,,,,
31166200,エフェクト発生装置（新緑）,41166200,31070000,0,111,621,622,623,,,,,,燈
31166300,氷柱（大）,41066300,31080000,0,111,,,,,,,,,
31166310,氷柱（中）,41066310,31080000,0,111,,,,,,,,,
31166320,氷柱（小）,41066320,31080000,0,111,,,,,,,,,
31166330,氷柱（３本）,41066330,31080000,0,111,,,,,,,,,
31166600,薔薇のかご（赤）,41166600,31070000,0,111,621,622,,,,,,,
31166601,薔薇のかご（青）,41166601,31070000,0,111,621,622,,,,,,,
31166700,スタッフドペンギン（黒）,41166700,31080000,0,111,,,,,,,,,
31166701,スタッフドペンギン（青）,41166701,31080000,0,111,,,,,,,,,
31166702,スタッフドペンギン（赤）,41166702,31080000,0,111,,,,,,,,,
31166800,風鈴（朝顔）,41166800,31080000,0,111,,,,,,,,,
31166801,風鈴（向日葵）,41166801,31080000,0,111,,,,,,,,,
31166802,風鈴（花火）,41166802,31080000,0,111,,,,,,,,,
31166900,スイカ入りたらい,41166900,31080000,0,111,,,,,,,,,
31167000,金魚ばち（流金）,41167000,31080000,0,111,,,,,,,,,
31167001,金魚ばち（桜和金）,41167001,31080000,0,111,,,,,,,,,
31167002,金魚ばち（朱文金）,41167002,31080000,0,111,,,,,,,,,
31167003,金魚ばち（庄内金魚）,41167003,31080000,0,111,,,,,,,,,
31167004,金魚ばち（鉄魚）,41167004,31080000,0,111,,,,,,,,,
31167005,金魚ばち（和金）,41167005,31080000,0,111,,,,,,,,,
31167006,金魚ばち（出目金）,41167006,31080000,0,111,,,,,,,,,
31167200,エフェクト発生装置（紅葉）,41167200,31070000,0,111,621,622,623,,,,,,燈
31167300,きのこなランプ,41167300,31070000,0,111,622,,,,,,,,燈
31167400,きのこなベッド,41167400,31080000,0,111,,,,,,,,,
31167600,アンティークデスク（茶）,41167600,31070000,0,111,622,,,,,,,,
31167601,アンティークデスク（白）,41167601,31070000,0,111,622,,,,,,,,
31167602,アンティークデスク（黒）,41167602,31070000,0,111,622,,,,,,,,
31167700,じゅうたん（ダークフェザー）,41167700,31080000,0,111,,,,,,,,,
31167701,じゅうたん（バウ）,41167701,31080000,0,111,,,,,,,,,
31167702,じゅうたん（シャボタン）,41167702,31080000,0,111,,,,,,,,,
31167703,じゅうたん（ローキー）,41167703,31080000,0,111,,,,,,,,,
31167704,じゅうたん（バルル）,41167704,31080000,0,111,,,,,,,,,
31167705,じゅうたん（シーホース）,41167705,31080000,0,111,,,,,,,,,
31167706,じゅうたん（ペペン）,41167706,31080000,0,111,,,,,,,,,
31167707,じゅうたん（サラマンダー）,41167707,31080000,0,111,,,,,,,,,
31167708,じゅうたん（ミニー・ドゥ）,41167708,31080000,0,111,,,,,,,,,
31167709,じゅうたん（白い使い魔）,41167709,31080000,0,111,,,,,,,,,
31167710,じゅうたん（オートメディック）,41167710,31080000,0,111,,,,,,,,,
31167711,じゅうたん（デス）,41167711,31080000,0,111,,,,,,,,,
31167712,じゅうたん（プルル）,41167712,31080000,0,111,,,,,,,,,
31167750,じゅうたん（リリム）,41167750,31080000,0,111,,,,,,,,,
31167751,にしこくんじゅうたん,41167751,31080000,0,111,,,,,,,,,
31167800,スレッドソファー,41167800,31080000,0,111,,,,,,,,,
31167900,アルカードの肖像画,41167900,31070000,0,111,622,,,,,,,,
31168000,こうもりらんぷ（金）,41168000,31070000,0,111,622,,,,,,,,
31168001,こうもりらんぷ（銀）,41168001,31070000,0,111,622,,,,,,,,
31168100,天使のブランコ,41168100,31070000,0,111,622,,,,,,,,
31168200,天使の卵（白）,41168200,31070000,0,111,622,,,,,,,,
31168201,天使の卵（黒）,41168201,31070000,0,111,622,,,,,,,,
31168300,イリスカード専用の額縁（Ｌ）,41168300,31063200,0,111,,,,,,,,,可放IRIS卡
31168301,イリスカード専用の額縁（Ｓ）,41168301,31063200,0,111,,,,,,,,,可放IRIS卡
31168400,鬼姫のぬいぐるみ,41168400,31080000,0,111,,,,,,,,,
31168500,剣と盾の壁飾り（金）,41168500,31080000,0,111,,,,,,,,,
31168501,剣と盾の壁飾り（銀）,41168501,31080000,0,111,,,,,,,,,
31168502,剣と盾の壁飾り（黒鉄）,41168502,31080000,0,111,,,,,,,,,
31168600,ひな人形（雛鳥）,41168600,31070000,0,111,622,,,,,,,,
31168700,猫のぬいぐるみ（黒）,41168700,31070000,0,111,622,,,,,,,,
31168701,猫のぬいぐるみ（白）,41168701,31070000,0,111,622,,,,,,,,
31168702,猫のぬいぐるみ（茶トラ）,41168702,31070000,0,111,622,,,,,,,,
31168703,猫のぬいぐるみ（アメショー）,41168703,31070000,0,111,622,,,,,,,,
31168704,猫のぬいぐるみ（ぶち）,41168704,31070000,0,111,622,,,,,,,,
31168800,海賊の財宝,41168800,31070000,0,111,622,,,,,,,,
31168900,がんばれぴよ,41168900,31070000,0,111,622,,,,,,,,
31169000,ローレライの姿見,41169000,31070000,0,111,622,,,,,,,,
31169100,おみやげテディベア（薄茶）,41169100,31080000,0,111,,,,,,,,,
31169101,おみやげテディベア（茶）,41169101,31080000,0,111,,,,,,,,,
31169102,おみやげテディベア（黒）,41169102,31080000,0,111,,,,,,,,,
31169300,雨雲スイッチ,41169300,31169300,0,111,621,622,623,,,,,,燈
31169400,カディームのランプ（青）,41169400,31070000,0,111,622,,,,,,,,
31169401,カディームのランプ（赤）,41169401,31070000,0,111,622,,,,,,,,
31169402,カディームのランプ（緑）,41169402,31070000,0,111,622,,,,,,,,
31169403,カディームのランプ（金）,41169403,31070000,0,111,622,,,,,,,,
31169800,ミステリーバード（青）,41169800,31070000,0,111,622,,,,,,,,
31169801,ミステリーバード（白）,41169801,31070000,0,111,622,,,,,,,,
31169802,ミステリーバード（赤）,41169802,31070000,0,111,622,,,,,,,,
31169803,ミステリーバード（緑）,41169803,31070000,0,111,622,,,,,,,,
31169804,ミステリーバード（黒）,41169804,31070000,0,111,622,,,,,,,,
31169805,ミステリーバード（黄）,41169805,31070000,0,111,622,,,,,,,,
31169806,ミステリーバード（桃）,41169806,31070000,0,111,622,,,,,,,,
31169900,モダンな絵画,41169900,31080000,0,111,,,,,,,,,
31170000,勉強道具セット,41170000,31070000,0,111,622,,,,,,,,
31170100,スクールロッカー,41170100,31070000,0,111,622,,,,,,,,
31170300,ながいねこのぬいぐるみ(黒),41170300,31070000,0,111,622,,,,,,,,
31170301,ながいねこのぬいぐるみ(シャム),41170301,31070000,0,111,622,,,,,,,,
31170302,ながいねこのぬいぐるみ(三毛),41170302,31070000,0,111,622,,,,,,,,
31170303,ながいねこのぬいぐるみ(グレーキジ),41170303,31070000,0,111,622,,,,,,,,
31170304,ながいねこのぬいぐるみ(チャシロ),41170304,31070000,0,111,622,,,,,,,,
31170400,螺旋階段（黒）,41170400,31080000,0,111,,,,,,,,,
31170401,螺旋階段（白）,41170401,31080000,0,111,,,,,,,,,
31170500,スチームパンクダクト（銅）,41170500,31080000,0,111,,,,,,,,,
31170501,スチームパンクダクト（銀）,41170501,31080000,0,111,,,,,,,,,
31170502,スチームパンクダクト（金）,41170502,31080000,0,111,,,,,,,,,
31170600,なごみの座布団（茶）,41170600,31080000,0,111,,,,,,,,,
31170601,なごみの座布団（緑）,41170601,31080000,0,111,,,,,,,,,
31170602,なごみの座布団（紫）,41170602,31080000,0,111,,,,,,,,,
31170700,機械仕掛けの柱時計（茶）,41170700,31070000,0,111,622,,,,,,,,
31170701,機械仕掛けの柱時計（緑）,41170701,31070000,0,111,622,,,,,,,,
31170702,機械仕掛けの柱時計（白）,41170702,31070000,0,111,622,,,,,,,,
31170900,木の螺旋階段（ツタなし）,41170900,31080000,0,111,,,,,,,,,
31170901,木の螺旋階段（ツタあり）,41170901,31080000,0,111,,,,,,,,,
31171000,カフェのショーケース（茶）,41171000,31070000,0,111,622,,,,,,,,
31171001,カフェのショーケース（白）,41171001,31070000,0,111,622,,,,,,,,
31171100,怠惰のまくら（緑）,41171100,31080000,0,111,,,,,,,,,
31171101,怠惰のまくら（赤）,41171101,31080000,0,111,,,,,,,,,
31171102,怠惰のまくら（青）,41171102,31080000,0,111,,,,,,,,,
31171200,インスマウスの神棚（薄茶）,41171200,31080000,0,111,,,,,,,,,
31171201,インスマウスの神棚（焦茶）,41171201,31080000,0,111,,,,,,,,,
31171250,神棚（薄茶）,41171250,31080000,0,111,,,,,,,,,
31171251,神棚（焦茶）,41171251,31080000,0,111,,,,,,,,,
31171300,羊のぬいぐるみ（白黒）,41171300,31080000,0,111,,,,,,,,,
31171301,羊のぬいぐるみ（白）,41171301,31080000,0,111,,,,,,,,,
31171302,羊のぬいぐるみ（茶）,41171302,31080000,0,111,,,,,,,,,
31171400,囲炉裏机,41171400,31070000,0,111,622,,,,,,,,
31171500,星屑のオーナメント（黒）,41171500,31070000,0,111,622,,,,,,,,
31171501,星屑のオーナメント（金）,41171501,31070000,0,111,622,,,,,,,,
31171600,パソコン（シルバー）,41171600,31080000,0,111,,,,,,,,,
31171601,パソコン（ブラック）,41171601,31080000,0,111,,,,,,,,,
31171602,パソコン（レッド）,41171602,31080000,0,111,,,,,,,,,
31171700,カップ麺（醤油味）,41171700,31070000,0,111,622,,,,,,,,
31171701,カップ麺（とんこつ味）,41171701,31070000,0,111,622,,,,,,,,
31171800,掛け飾り棚（茶）,41171800,31070000,0,111,622,,,,,,,,
31171801,掛け飾り棚（黒）,41171801,31070000,0,111,622,,,,,,,,
31171900,マグカップ（コーヒー）,41171900,31080000,0,111,,,,,,,,,
31171901,マグカップ（カフェオレ）,41171901,31080000,0,111,,,,,,,,,
31171902,マグカップ（紅茶）,41171902,31080000,0,111,,,,,,,,,
31172000,在庫の木箱,41172000,31080000,0,111,,,,,,,,,
31172100,壁掛け時計,41172100,31080000,0,111,,,,,,,,,
31172200,雑誌のラック,41172200,31080000,0,111,,,,,,,,,
31172300,正方形じゅうたん（オータム）,41172300,31080000,0,111,,,,,,,,,
31172301,正方形じゅうたん（スプリング）,41172301,31080000,0,111,,,,,,,,,
31172302,正方形じゅうたん（サマー）,41172302,31080000,0,111,,,,,,,,,
31172303,正方形じゅうたん（ウィンター）,41172303,31080000,0,111,,,,,,,,,
31172400,カフェメニュー,41172400,31080000,0,111,,,,,,,,,
31172500,ケーキ皿（ショートケーキ）,41172500,31080000,0,111,,,,,,,,,
31172501,ケーキ皿（チョコケーキ）,41172501,31080000,0,111,,,,,,,,,
31172502,ケーキ皿（モンブラン）,41172502,31080000,0,111,,,,,,,,,
31172503,ケーキ皿（ロールケーキ）,41172503,31080000,0,111,,,,,,,,,
31172600,本（青）,41172600,31080000,0,111,,,,,,,,,
31172601,本（赤）,41172601,31080000,0,111,,,,,,,,,
31172700,自販機,41172700,31080000,0,111,,,,,,,,,
31172900,サイドボード,41172900,31080000,0,111,,,,,,,,,
31173000,壁掛けのミニチュアボックス（赤）,41173000,31080000,0,111,,,,,,,,,
31173001,壁掛けのミニチュアボックス（青）,41173001,31080000,0,111,,,,,,,,,
31173100,壁掛けタオル（バスタオル）,41173100,31080000,0,111,,,,,,,,,
31173101,壁掛けタオル（ハンドタオル）,41173101,31080000,0,111,,,,,,,,,
31173200,はしご,41173200,31080000,0,111,,,,,,,,,
31173300,畳んだ布団,41173300,31080000,0,111,,,,,,,,,
31173400,冷蔵庫（シルバー）,41173400,31070000,0,111,622,,,,,,,,
31173401,冷蔵庫（ローズ）,41173401,31070000,0,111,622,,,,,,,,
31173500,２段ベッド（茶）,41173500,31080000,0,111,,,,,,,,,
31173501,２段ベッド（白）,41173501,31080000,0,111,,,,,,,,,
31173502,２段ベッド（黒）,41173502,31080000,0,111,,,,,,,,,
31173600,ロフトベッド,41173600,31080000,0,111,,,,,,,,,
31173700,システムバス（壁なし）,41173700,31070000,0,111,622,,,,,,,,
31173750,システムバス,41173750,31070000,0,111,622,,,,,,,,
31173800,ひなだん,41173800,31080000,0,111,,,,,,,,,
31173900,春風のぼんぼり,41173900,31070000,0,111,622,,,,,,,,燈?
31174200,ケット・シーフィギュア１,41174200,31080000,0,111,,,,,,,,,
31174201,ケット・シーフィギュア２,41174201,31080000,0,111,,,,,,,,,
31174202,ケット・シーフィギュア３,41174202,31080000,0,111,,,,,,,,,
31174203,ケット・シーフィギュア４,41174203,31080000,0,111,,,,,,,,,
31174204,ケット・シーフィギュア５,41174204,31080000,0,111,,,,,,,,,
31174205,ケット・シーフィギュア６,41174205,31080000,0,111,,,,,,,,,
31174300,小さな西洋甲冑の置物（白）,41174300,31080000,0,111,,,,,,,,,
31174301,小さな西洋甲冑の置物（黒）,41174301,31080000,0,111,,,,,,,,,
31174400,西洋風の絨毯（赤）,41174400,31080000,0,111,,,,,,,,,
31174401,西洋風の絨毯（白）,41174401,31080000,0,111,,,,,,,,,
31174402,西洋風の絨毯（黒）,41174402,31080000,0,111,,,,,,,,,
31174501,ECOガチャ機,41174501,31080000,0,111,,,,,,,,,
31174600,大きな西洋甲冑の置物（白）,41174600,31080000,0,111,,,,,,,,,
31174601,大きな西洋甲冑の置物（黒）,41174601,31080000,0,111,,,,,,,,,
31174700,サルーンドア（茶）,41174700,31070000,0,111,622,,,,,,,,
31174701,サルーンドア（こげ茶）,41174701,31070000,0,111,622,,,,,,,,
31174800,通信指令用モニター（マップ）,41174800,31080000,0,111,,,,,,,,,
31174801,通信指令用モニター（システム）,41174801,31080000,0,111,,,,,,,,,
31174802,通信指令用モニター（画面オフ）,41174802,31080000,0,111,,,,,,,,,
31174900,システムコントロール端末（ブルー）,41174900,31080000,0,111,,,,,,,,,
31174901,システムコントロール端末（イエロー）,41174901,31080000,0,111,,,,,,,,,
31175000,イリス紙芝居,41175000,31070000,0,111,622,,,,,,,,
31175200,水玉クッション（ピンク）,41175200,31080000,0,111,,,,,,,,,
31175201,水玉クッション（イエロー）,41175201,31080000,0,111,,,,,,,,,
31175202,水玉クッション（ブルー）,41175202,31080000,0,111,,,,,,,,,
31175300,香水瓶（ウィッシュ）,41175300,31080000,0,111,,,,,,,,,
31175301,香水瓶（サクラベリー）,41175301,31080000,0,111,,,,,,,,,
31175302,香水瓶（シャイン）,41175302,31080000,0,111,,,,,,,,,
31175400,クラシカル金製譜面台（譜面有り）,41175400,31080000,0,111,,,,,,,,,
31175401,クラシカル銀製譜面台（譜面有り）,41175401,31080000,0,111,,,,,,,,,
31175410,クラシカル金製譜面台（譜面無し）,41175410,31080000,0,111,,,,,,,,,
31175411,クラシカル銀製譜面台（譜面無し）,41175411,31080000,0,111,,,,,,,,,
31175600,タイル正方形１×１（赤）,41175600,31080000,0,111,,,,,,,,,
31175601,タイル正方形１×１（紫）,41175601,31080000,0,111,,,,,,,,,
31175602,タイル正方形１×１（青）,41175602,31080000,0,111,,,,,,,,,
31175603,タイル正方形１×１（水）,41175603,31080000,0,111,,,,,,,,,
31175604,タイル正方形１×１（緑）,41175604,31080000,0,111,,,,,,,,,
31175605,タイル正方形１×１（黄緑）,41175605,31080000,0,111,,,,,,,,,
31175606,タイル正方形１×１（黄）,41175606,31080000,0,111,,,,,,,,,
31175607,タイル正方形１×１（橙）,41175607,31080000,0,111,,,,,,,,,
31175608,タイル正方形１×１（黒）,41175608,31080000,0,111,,,,,,,,,
31175609,タイル正方形１×１（白）,41175609,31080000,0,111,,,,,,,,,
31175610,タイル正方形１×１（桃）,41175610,31080000,0,111,,,,,,,,,
31175611,タイル正方形１×１（茶）,41175611,31080000,0,111,,,,,,,,,
31175612,タイル正方形１×１（灰）,41175612,31080000,0,111,,,,,,,,,
31175613,タイル正方形１×１（淡い水）,41175613,31080000,0,111,,,,,,,,,
31175614,タイル正方形１×１（淡い黄）,41175614,31080000,0,111,,,,,,,,,
31175615,タイル正方形１×１（紅）,41175615,31080000,0,111,,,,,,,,,
31175630,タイル正方形２×２（赤）,41175630,31080000,0,111,,,,,,,,,
31175631,タイル正方形２×２（紫）,41175631,31080000,0,111,,,,,,,,,
31175632,タイル正方形２×２（青）,41175632,31080000,0,111,,,,,,,,,
31175633,タイル正方形２×２（水）,41175633,31080000,0,111,,,,,,,,,
31175634,タイル正方形２×２（緑）,41175634,31080000,0,111,,,,,,,,,
31175635,タイル正方形２×２（黄緑）,41175635,31080000,0,111,,,,,,,,,
31175636,タイル正方形２×２（黄）,41175636,31080000,0,111,,,,,,,,,
31175637,タイル正方形２×２（橙）,41175637,31080000,0,111,,,,,,,,,
31175638,タイル正方形２×２（黒）,41175638,31080000,0,111,,,,,,,,,
31175639,タイル正方形２×２（白）,41175639,31080000,0,111,,,,,,,,,
31175640,タイル正方形２×２（桃）,41175640,31080000,0,111,,,,,,,,,
31175641,タイル正方形２×２（茶）,41175641,31080000,0,111,,,,,,,,,
31175642,タイル正方形２×２（灰）,41175642,31080000,0,111,,,,,,,,,
31175643,タイル正方形２×２（淡い水）,41175643,31080000,0,111,,,,,,,,,
31175644,タイル正方形２×２（淡い黄）,41175644,31080000,0,111,,,,,,,,,
31175645,タイル正方形２×２（紅）,41175645,31080000,0,111,,,,,,,,,
31175660,タイル正方形３×３（赤）,41175660,31080000,0,111,,,,,,,,,
31175661,タイル正方形３×３（紫）,41175661,31080000,0,111,,,,,,,,,
31175662,タイル正方形３×３（青）,41175662,31080000,0,111,,,,,,,,,
31175663,タイル正方形３×３（水）,41175663,31080000,0,111,,,,,,,,,
31175664,タイル正方形３×３（緑）,41175664,31080000,0,111,,,,,,,,,
31175665,タイル正方形３×３（黄緑）,41175665,31080000,0,111,,,,,,,,,
31175666,タイル正方形３×３（黄）,41175666,31080000,0,111,,,,,,,,,
31175667,タイル正方形３×３（橙）,41175667,31080000,0,111,,,,,,,,,
31175668,タイル正方形３×３（黒）,41175668,31080000,0,111,,,,,,,,,
31175669,タイル正方形３×３（白）,41175669,31080000,0,111,,,,,,,,,
31175670,タイル正方形３×３（桃）,41175670,31080000,0,111,,,,,,,,,
31175671,タイル正方形３×３（茶）,41175671,31080000,0,111,,,,,,,,,
31175672,タイル正方形３×３（灰）,41175672,31080000,0,111,,,,,,,,,
31175673,タイル正方形３×３（淡い水）,41175673,31080000,0,111,,,,,,,,,
31175674,タイル正方形３×３（淡い黄）,41175674,31080000,0,111,,,,,,,,,
31175675,タイル正方形３×３（紅）,41175675,31080000,0,111,,,,,,,,,
31175800,小さなレンガの床（ブラウン）,41175800,31080000,0,111,,,,,,,,,
31175801,小さなレンガの床（グレー）,41175801,31080000,0,111,,,,,,,,,
31175900,ゴスロリ・ドレッサー（黒）,41175900,31080000,0,111,,,,,,,,,
31175901,ゴスロリ・ドレッサー（茶）,41175901,31080000,0,111,,,,,,,,,
31176100,きのこの本棚（傘有・ライトブラウン）,41176100,31080000,0,111,,,,,,,,,
31176101,きのこの本棚（傘有・ダークブラウン）,41176101,31080000,0,111,,,,,,,,,
31176110,きのこの本棚（傘無・ライトブラウン）,41176110,31080000,0,111,,,,,,,,,
31176111,きのこの本棚（傘無・ダークブラウン）,41176111,31080000,0,111,,,,,,,,,
31176200,タイル４分の１の円１×１（赤）,41176200,31080000,0,111,,,,,,,,,
31176201,タイル４分の１の円１×１（紫）,41176201,31080000,0,111,,,,,,,,,
31176202,タイル４分の１の円１×１（青）,41176202,31080000,0,111,,,,,,,,,
