#髪型設定ファイル,,,,,,,,,
#アイテムの髪設定,,,,,ウィンドウ表示メッセージ,,,,
#アイテムID,性別,髪型ID,髪型オプションID,管理グループ,髪型名,オプション名,髪型変更前NPCセリフ,髪型変更後NPCセリフ,備考
10074832,2,326,-1,0,キリエとおそろい,なし,わぁ～お♪$R君は『キリエの紹介状』を持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出るこの御魂の力を！$R…いまなら素敵で不思議な$R髪型を君にプレゼントできそうだよ。$R$R$Rどうだい？$R『キリエの紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$Rおっ！いいよ～$Rとても似合っているよ！またおいでよ。,キリエの紹介状
10074833,2,330,-1,0,バステトとおそろいカジュアル,なし,わぁ～お♪$R君は『バステトカジュアルの紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこのバステトの力を！$R…いまなら素敵で不思議な$R髪型を君にプレゼントできそうだよ。$R$R$Rどうだい？$R『バステトカジュアルの紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rやっぱりオプションを$R付けて欲しいなら$Rいつでも付けてあげるから$Rまたおいでよ。,バステトカジュアルの紹介状
10074833,2,330,175,0,バステトとおそろいカジュアル,付け毛(左),わぁ～お♪$R君は『バステトカジュアルの紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこのバステトの力を！$R…いまなら素敵で不思議な$R髪型を君にプレゼントできそうだよ。$R$R$Rどうだい？$R『バステトカジュアルの紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$Rおっ！いいよ～$Rとても似合っているよ！$R付け毛が$R気に入らなかったら$Rいつでも取り外してあげるから$Rまたおいでよ。,バステトカジュアルの紹介状
10074833,2,330,177,0,バステトとおそろいカジュアル,付け毛(右),わぁ～お♪$R君は『バステトカジュアルの紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこのバステトの力を！$R…いまなら素敵で不思議な$R髪型を君にプレゼントできそうだよ。$R$R$Rどうだい？$R『バステトカジュアルの紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$Rおっ！いいよ～$Rとても似合っているよ！$R付け毛が$R気に入らなかったら$Rいつでも取り外してあげるから$Rまたおいでよ。,バステトカジュアルの紹介状
10074833,2,327,-1,0,バステトとおそろいカジュアル,猫耳付き,わぁ～お♪$R君は『バステトカジュアルの紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこのバステトの力を！$R…いまなら素敵で不思議な$R髪型を君にプレゼントできそうだよ。$R$R$Rどうだい？$R『バステトカジュアルの紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$Rおっ！いいよ～$Rとても似合っているよ！$Rやっぱり猫耳を外して欲しいなら$Rいつでも外してあげるから$Rまたおいでよ。,バステトカジュアルの紹介状
10074833,2,327,175,0,バステトとおそろいカジュアル,猫耳付き付け毛(左),わぁ～お♪$R君は『バステトカジュアルの紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこのバステトの力を！$R…いまなら素敵で不思議な$R髪型を君にプレゼントできそうだよ。$R$R$Rどうだい？$R『バステトカジュアルの紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$Rおっ！いいよ～$Rとても似合っているよ！$R付け毛や猫耳が気に入らなかったら$Rいつでも取り外してあげるから$Rまたおいでよ。,バステトカジュアルの紹介状
10074833,2,327,177,0,バステトとおそろいカジュアル,猫耳付き付け毛(右),わぁ～お♪$R君は『バステトカジュアルの紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこのバステトの力を！$R…いまなら素敵で不思議な$R髪型を君にプレゼントできそうだよ。$R$R$Rどうだい？$R『バステトカジュアルの紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$Rおっ！いいよ～$Rとても似合っているよ！$R付け毛や猫耳が気に入らなかったら$Rいつでも取り外してあげるから$Rまたおいでよ。,バステトカジュアルの紹介状
10074834,2,328,-1,0,セレスとおそろい,なし,わぁ～お♪$R君は『セレスの紹介状』を持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出るこの御魂の力を！$R…いまなら素敵で不思議な$R髪型を君にプレゼントできそうだよ。$R$R$Rどうだい？$R『セレスの紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$Rおっ！いいよ～$Rとても似合っているよ！またおいでよ。,セレスの紹介状
10074835,2,329,-1,0,キャプテンキッドとおそろい,なし,わぁ～お♪$R君は『大空賊の紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこの大空賊の力を！$R…いまなら素敵で不思議な$R髪型を君にプレゼント$Rできそうだよ。$R$R$Rどうだい？$R『大空賊の紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$Rおっ！いいよ～$Rとても似合っているよ！$Rやっぱりエクステを付けて欲しいなら$Rいつでも付けてあげるから$Rまたおいでよ。,大空賊の紹介状
10074835,2,329,176,0,キャプテンキッドとおそろい,エクステ(左),わぁ～お♪$R君は『大空賊の紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこの大空賊の力を！$R…いまなら素敵で不思議な$R髪型を君にプレゼント$Rできそうだよ。$R$R$Rどうだい？$R『大空賊の紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$Rおっ！いいよ～$Rとても似合っているよ！$Rやっぱりエクステを外して欲しいなら$Rいつでも外してあげるから$Rまたおいでよ。,大空賊の紹介状
10074835,2,329,178,0,キャプテンキッドとおそろい,エクステ(右),わぁ～お♪$R君は『大空賊の紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこの大空賊の力を！$R…いまなら素敵で不思議な$R髪型を君にプレゼント$Rできそうだよ。$R$R$Rどうだい？$R『大空賊の紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$Rおっ！いいよ～$Rとても似合っているよ！$Rやっぱりエクステを外して欲しいなら$Rいつでも外してあげるから$Rまたおいでよ。,大空賊の紹介状
10074836,2,331,-1,0,豪華な髪型,髪飾り無し,わぁ～お♪$R君は『ラグジュアリーな紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこの豪華な力を！$R…いまなら素敵で贅沢な$R髪型を君にプレゼント$Rできそうだよ。$R$R$Rどうだい？$R『ラグジュアリーな紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$Rおっ！いいよ～$Rとても似合っているよ！$Rやっぱり髪飾りを付けて欲しいなら$Rいつでも付けてあげるから$Rまたおいでよ。,ラグジュアリーな紹介状
10074836,2,332,-1,0,豪華な髪型,髪飾り付き,わぁ～お♪$R君は『ラグジュアリーな紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこの豪華な力を！$R…いまなら素敵で贅沢な$R髪型を君にプレゼント$Rできそうだよ。$R$R$Rどうだい？$R『ラグジュアリーな紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$Rおっ！いいよ～$Rとても似合っているよ！$Rやっぱり髪飾りを外して欲しいなら$Rいつでも外してあげるから$Rまたおいでよ。,ラグジュアリーな紹介状
10074837,2,333,-1,0,ルリとおそろい,なし,わぁ～お♪$R君は『ルリの紹介状』を持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出るこの御魂の力を！$R…いまなら素敵で不思議な$R髪型を君にプレゼントできそうだよ。$R$R$Rどうだい？$R『ルリの紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$Rおっ！いいよ～$Rとても似合っているよ！$Rやっぱりツインテールを付けて欲しいなら$Rいつでも付けてあげるから$Rまたおいでよ。,ルリの紹介状
10074837,2,333,179,0,ルリとおそろい,ツインテール,わぁ～お♪$R君は『ルリの紹介状』を持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出るこの御魂の力を！$R…いまなら素敵で不思議な$R髪型を君にプレゼントできそうだよ。$R$R$Rどうだい？$R『ルリの紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$Rおっ！いいよ～$Rとても似合っているよ！$Rやっぱりツインテールを外して欲しいなら$Rいつでも外してあげるから$Rまたおいでよ。,ルリの紹介状
10074838,2,334,180,0,黒衣の天使・玉藻とおそろい,なし,わぁ～お♪$R君は『黒衣の天使の紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこの黒衣の天使の力を！$R…いまなら素敵で不思議な$R髪型を君にプレゼント$Rできそうだよ。$R$R$Rどうだい？$R『黒衣の天使の紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$Rおっ！いいよ～$Rとても似合っているよ！またおいでよ。,黒衣の天使の紹介状
10074839,2,335,-1,0,フォルテとおそろい,なし,わぁ～お♪$R君は『フォルテの紹介状』を持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出るこの御魂の力を！$R…いまなら素敵で不思議な$R髪型を君にプレゼントできそうだよ。$R$R$Rどうだい？$R『フォルテの紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$Rおっ！いいよ～$Rとても似合っているよ！またおいでよ。,フォルテの紹介状
10074840,2,336,-1,0,ローレライとおそろい,なし,わぁ～お♪$R君は『きらめく人魚姫の紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこのきらめく人魚姫の力を！$R…いまなら素敵で不思議な$R髪型を君にプレゼント$Rできそうだよ。$R$R$Rどうだい？$R『きらめく人魚姫の紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$Rおっ！いいよ～$Rとても似合っているよ！$Rやっぱりツインテールを付けて欲しいなら$Rいつでも付けてあげるから$Rまたおいでよ。,きらめく人魚姫の紹介状
10074840,2,336,181,0,ローレライとおそろい,ツインテール,わぁ～お♪$R君は『きらめく人魚姫の紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこのきらめく人魚姫の力を！$R…いまなら素敵で不思議な$R髪型を君にプレゼント$Rできそうだよ。$R$R$Rどうだい？$R『きらめく人魚姫の紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$Rおっ！いいよ～$Rとても似合っているよ！$Rやっぱりツインテールを外して欲しいなら$Rいつでも外してあげるから$Rまたおいでよ。,きらめく人魚姫の紹介状
10074841,2,337,-1,0,エリーゼとおそろい,なし,わぁ～お♪$R君は『エリーゼの紹介状』を持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出るこの御魂の力を！$R…いまなら素敵で不思議な$R髪型を君にプレゼントできそうだよ。$R$R$Rどうだい？$R『エリーゼの紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$Rおっ！いいよ～$Rとても似合っているよ！$Rやっぱり耳を付けて欲しいなら$Rいつでも付けてあげるから$Rまたおいでよ。,エリーゼの紹介状
10074841,2,337,182,0,エリーゼとおそろい,耳付き,わぁ～お♪$R君は『エリーゼの紹介状』を持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出るこの御魂の力を！$R…いまなら素敵で不思議な$R髪型を君にプレゼントできそうだよ。$R$R$Rどうだい？$R『エリーゼの紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$Rおっ！いいよ～$Rとても似合っているよ！$Rやっぱり耳を外して欲しいなら$Rいつでも外してあげるから$Rまたおいでよ。,エリーゼの紹介状
10074842,2,338,-1,0,時空の迷子・パラケルススとおそろい,なし,わぁ～お♪$R君は『時空の迷子の紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出るこの時空の力を！$R…いまなら素敵で不思議な$R髪型を君にプレゼントできそうだよ。$R$R$Rどうだい？$R『時空の迷子の紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$Rおっ！いいよ～$Rとても似合っているよ！またおいでよ。,時空の迷子の紹介状
10074843,2,339,-1,0,アリアとおそろい,なし,わぁ～お♪$R君は『アリアの紹介状』を持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出るこの御魂の力を！$R…いまなら素敵で不思議な$R髪型を君にプレゼントできそうだよ。$R$R$Rどうだい？$R『アリアの紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$Rおっ！いいよ～$Rとても似合っているよ！またおいでよ。,アリアの紹介状
10074844,2,340,-1,0,礼装の紳士・ワーウルフとおそろい,なし,わぁ～お♪$R君は『礼装の紳士の紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこの輝く紳士の力を！$R…いまなら素敵で不思議な$R髪型を君にプレゼント$Rできそうだよ。$R$R$Rどうだい？$R『礼装の紳士の紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$Rおっ！いいよ～$Rとても似合っているよ！$Rやっぱり耳を付けて欲しいなら$Rいつでも付けてあげるから$Rまたおいでよ。,礼装の紳士の紹介状
10074844,2,340,183,0,礼装の紳士・ワーウルフとおそろい,耳付き,わぁ～お♪$R君は『礼装の紳士の紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこの輝く紳士の力を！$R…いまなら素敵で不思議な$R髪型を君にプレゼント$Rできそうだよ。$R$R$Rどうだい？$R『礼装の紳士の紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$Rおっ！いいよ～$Rとても似合っているよ！$Rやっぱり耳を外して欲しいなら$Rいつでも外してあげるから$Rまたおいでよ。,礼装の紳士の紹介状
10074845,2,341,-1,0,ナナイとおそろい,なし,わぁ～お♪$R君は『ナナイの紹介状』を持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出るこの御魂の力を！$R…いまなら素敵で不思議な$R髪型を君にプレゼントできそうだよ。$R$R$Rどうだい？$R『ナナイの紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$Rおっ！いいよ～$Rとても似合っているよ！$Rやっぱり耳を付けて欲しいなら$Rいつでも付けてあげるから$Rまたおいでよ。,ナナイの紹介状
10074845,2,341,185,0,ナナイとおそろい,耳付き,わぁ～お♪$R君は『ナナイの紹介状』を持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出るこの御魂の力を！$R…いまなら素敵で不思議な$R髪型を君にプレゼントできそうだよ。$R$R$Rどうだい？$R『ナナイの紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$Rおっ！いいよ～$Rとても似合っているよ！$Rやっぱり耳を外して欲しいなら$Rいつでも外してあげるから$Rまたおいでよ。,ナナイの紹介状
10074846,2,342,184,0,小悪魔少女とおそろい,なし,わぁ～お♪$R君は『小悪魔少女の紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出るこの小悪魔の力を！$R…いまなら素敵で不思議な$R髪型を君にプレゼントできそうだよ。$R$R$Rどうだい？$R『小悪魔少女の紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$Rおっ！いいよ～$Rとても似合っているよ！またおいでよ。,小悪魔少女の紹介状
10074847,2,343,186,0,リーリエとおそろい,なし,わぁ～お♪$R君は『リーリエの紹介状』を持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出るこの御魂の力を！$R…いまなら素敵で不思議な$R髪型を君にプレゼントできそうだよ。$R$R$Rどうだい？$R『リーリエの紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$Rおっ！いいよ～$Rとても似合っているよ！またおいでよ。,リーリエの紹介状
10074848,2,344,-1,0,小さな魔王・ルチフェロとおそろい,なし,わぁ～お♪$R君は『小さな魔王の紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出るこの魔王の力を！$R…いまなら素敵で不思議な$R髪型を君にプレゼントできそうだよ。$R$R$Rどうだい？$R『小さな魔王の紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$Rおっ！いいよ～$Rとても似合っているよ！またおいでよ。,小さな魔王の紹介状
10074849,2,347,-1,0,ヒスイとおそろい,なし,わぁ～お♪$R君は『ヒスイの紹介状』を持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出るこの御魂の力を！$R…いまなら素敵で不思議な$R髪型を君にプレゼントできそうだよ。$R$R$Rどうだい？$R『ヒスイの紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$Rおっ！いいよ～$Rとても似合っているよ！またおいでよ。,ヒスイの紹介状
10074850,2,348,-1,0,聖夜の天使・ステラとおそろい,なし,わぁ～お♪$R君は『聖夜の天使の紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出るこの天使の力を！$R…いまなら素敵で不思議な$R髪型を君にプレゼントできそうだよ。$R$R$Rどうだい？$R『聖夜の天使の紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$Rおっ！いいよ～$Rとても似合っているよ！またおいでよ。,聖夜の天使の紹介状
10074851,2,345,-1,0,ロングヘアー（三つ編みツインテ）,なし,わぁ～お♪$R君は『Maryの紹介状』を持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出るこのMaryの力を！$R…いまなら素敵で不思議な$R髪型を君にプレゼントできそうだよ。$R$R$Rどうだい？$R『Maryの紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$Rおっ！いいよ～$Rとても似合っているよ！またおいでよ。,Maryの紹介状
10074851,2,346,-1,1,ショートヘアー,なし,わぁ～お♪$R君は『Maryの紹介状』を持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出るこのMaryの力を！$R…いまなら素敵で不思議な$R髪型を君にプレゼントできそうだよ。$R$R$Rどうだい？$R『Maryの紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$Rおっ！いいよ～$Rとても似合っているよ！またおいでよ。,Maryの紹介状
10074852,2,349,-1,0,ブリキングＲＸ１とおそろい,なし,わぁ～お♪$R君は『ブリキングＲＸ１の紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$RこのブリキングＲＸ１の力を！$R…いまなら素敵で不思議な$R髪型を君にプレゼントできそうだよ。$R$R$Rどうだい？$R『ブリキングＲＸ１の紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$Rおっ！いいよ～$Rとても似合っているよ！またおいでよ。,ブリキングRX1の紹介状
10074853,2,350,-1,0,クイーンビーとおそろい,なし,わぁ～お♪$R君は『クイーンビーの紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこのクイーンビーの力を！$R…いまなら素敵で不思議な$R髪型を君にプレゼントできそうだよ。$R$R$Rどうだい？$R『クイーンビーの紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$Rおっ！いいよ～$Rとても似合っているよ！またおいでよ。,クイーンビーの紹介状
10074854,2,351,-1,0,アルカナハートとおそろい,なし,わぁ～お♪$R君は『アルカナハートの紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこのアルカナハートの力を！$R…いまなら素敵で不思議な$R髪型を君にプレゼントできそうだよ。$R$R$Rどうだい？$R『アルカナハートの紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$Rおっ！いいよ～$Rとても似合っているよ！またおいでよ。,アルカナハートの紹介状
10074855,2,352,-1,0,ウィスプとおそろい,なし,わぁ～お♪$R君は『ウィスプの紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこのウィスプの力を！$R…いまなら素敵で不思議な$R髪型を君にプレゼントできそうだよ。$R$R$Rどうだい？$R『ウィスプの紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$Rおっ！いいよ～$Rとても似合っているよ！またおいでよ。,ウィスプの紹介状
10074856,2,353,188,0,プリンセスヴァルキリーとおそろい,ティアラあり,わぁ～お♪君は$R『プリンセスヴァルキリーの紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこのプリンセスヴァルキリーの力を！$R…いまなら素敵で不思議な$R髪型を君にプレゼントできそうだよ。$R$R$Rどうだい？$R『プリンセスヴァルキリーの紹介状』を$R使って君の髪を$Rセットしてみるかい？,さあ！できたよ。$Rおっ！いいよ～$Rとても似合っているよ！またおいでよ。,プリンセスヴァルキリーの紹介状
10074856,2,353,-1,0,プリンセスヴァルキリーとおそろい,ティアラなし,わぁ～お♪君は$R『プリンセスヴァルキリーの紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこのプリンセスヴァルキリーの力を！$R…いまなら素敵で不思議な$R髪型を君にプレゼントできそうだよ。$R$R$Rどうだい？$R『プリンセスヴァルキリーの紹介状』を$R使って君の髪を$Rセットしてみるかい？,さあ！できたよ。$Rおっ！いいよ～$Rとても似合っているよ！またおいでよ。,プリンセスヴァルキリーの紹介状
10074857,2,354,187,0,スケルトンシューターとおそろい,なし,わぁ～お♪$R君は『スケルトンシューターの紹介状』$Rを持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこのスケルトンシューターの力を！$R…いまなら素敵で不思議な$R髪型を君にプレゼントできそうだよ。$R$R$Rどうだい？$R『スケルトンシューターの紹介状』を$R使って君の髪をセットしてみるかい？,さあ！できたよ。$Rおっ！いいよ～$Rとても似合っているよ！またおいでよ。,スケルトンシューターの紹介状
10074858,2,142,-1,0,ウェーブロング,なし,うぁっとぉ！$R君の持っているそ、それは！！！$R『フシギなヘアカタログ４』だね！？$R$Rいったいそんなもの$R「どこ」で手に入れたんだい？$R$R$Rあ、いや、無理に答えなくていいよ。$R$Rお客様のプライバシーには$Rかかわらない方針なんだ。$R$R$Rどうだい？$R『フシギなヘアカタログ４』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rまたおいでよ。,フシギなヘアカタログ４（雪国アニマルズ・雪国の紹介状
10074858,2,143,101,1,セミロングポニーテール,なし,うぁっとぉ！$R君の持っているそ、それは！！！$R『フシギなヘアカタログ４』だね！？$R$Rいったいそんなもの$R「どこ」で手に入れたんだい？$R$R$Rあ、いや、無理に答えなくていいよ。$R$Rお客様のプライバシーには$Rかかわらない方針なんだ。$R$R$Rどうだい？$R『フシギなヘアカタログ４』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rまたおいでよ。,フシギなヘアカタログ４（雪国アニマルズ・雪国の紹介状
10074858,2,148,-1,2,ボブ,なし,うぁっとぉ！$R君の持っているそ、それは！！！$R『フシギなヘアカタログ４』だね！？$R$Rいったいそんなもの$R「どこ」で手に入れたんだい？$R$R$Rあ、いや、無理に答えなくていいよ。$R$Rお客様のプライバシーには$Rかかわらない方針なんだ。$R$R$Rどうだい？$R『フシギなヘアカタログ４』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rまたおいでよ。,フシギなヘアカタログ４（スウィート・ロリポップ・ロリポップの紹介状
10074858,2,149,102,3,ツインテール,なし,うぁっとぉ！$R君の持っているそ、それは！！！$R『フシギなヘアカタログ４』だね！？$R$Rいったいそんなもの$R「どこ」で手に入れたんだい？$R$R$Rあ、いや、無理に答えなくていいよ。$R$Rお客様のプライバシーには$Rかかわらない方針なんだ。$R$R$Rどうだい？$R『フシギなヘアカタログ４』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rまたおいでよ。,フシギなヘアカタログ４（スウィート・ロリポップロリポップの紹介状
10074858,2,152,104,4,ゆるまげ,なし,うぁっとぉ！$R君の持っているそ、それは！！！$R『フシギなヘアカタログ４』だね！？$R$Rいったいそんなもの$R「どこ」で手に入れたんだい？$R$R$Rあ、いや、無理に答えなくていいよ。$R$Rお客様のプライバシーには$Rかかわらない方針なんだ。$R$R$Rどうだい？$R『フシギなヘアカタログ４』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rまたおいでよ。,フシギなヘアカタログ４（くのいち絵巻・大江戸の紹介状
10074858,2,153,105,5,ぱっつんポニテ,なし,うぁっとぉ！$R君の持っているそ、それは！！！$R『フシギなヘアカタログ４』だね！？$R$Rいったいそんなもの$R「どこ」で手に入れたんだい？$R$R$Rあ、いや、無理に答えなくていいよ。$R$Rお客様のプライバシーには$Rかかわらない方針なんだ。$R$R$Rどうだい？$R『フシギなヘアカタログ４』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rまたおいでよ。,フシギなヘアカタログ４（くのいち絵巻・大江戸の紹介状
10074858,2,156,107,6,もこもこツインテール,なし,うぁっとぉ！$R君の持っているそ、それは！！！$R『フシギなヘアカタログ４』だね！？$R$Rいったいそんなもの$R「どこ」で手に入れたんだい？$R$R$Rあ、いや、無理に答えなくていいよ。$R$Rお客様のプライバシーには$Rかかわらない方針なんだ。$R$R$Rどうだい？$R『フシギなヘアカタログ４』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rまたおいでよ。,フシギなヘアカタログ４（花咲く！アクロニア便り・商店街の紹介状
10074858,2,157,-1,7,シャギーボブ,なし,うぁっとぉ！$R君の持っているそ、それは！！！$R『フシギなヘアカタログ４』だね！？$R$Rいったいそんなもの$R「どこ」で手に入れたんだい？$R$R$Rあ、いや、無理に答えなくていいよ。$R$Rお客様のプライバシーには$Rかかわらない方針なんだ。$R$R$Rどうだい？$R『フシギなヘアカタログ４』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rまたおいでよ。,フシギなヘアカタログ４（花咲く！アクロニア便り・商店街の紹介状
10074858,2,160,109,8,ドレッドヘアー,なし,うぁっとぉ！$R君の持っているそ、それは！！！$R『フシギなヘアカタログ４』だね！？$R$Rいったいそんなもの$R「どこ」で手に入れたんだい？$R$R$Rあ、いや、無理に答えなくていいよ。$R$Rお客様のプライバシーには$Rかかわらない方針なんだ。$R$R$Rどうだい？$R『フシギなヘアカタログ４』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rまたおいでよ。,フシギなヘアカタログ４（パイレーツアドベンチャー・海賊の紹介状
10074858,2,161,110,9,サイドポニーテール,なし,うぁっとぉ！$R君の持っているそ、それは！！！$R『フシギなヘアカタログ４』だね！？$R$Rいったいそんなもの$R「どこ」で手に入れたんだい？$R$R$Rあ、いや、無理に答えなくていいよ。$R$Rお客様のプライバシーには$Rかかわらない方針なんだ。$R$R$Rどうだい？$R『フシギなヘアカタログ４』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rまたおいでよ。,フシギなヘアカタログ４（パイレーツアドベンチャー・海賊の紹介状
