#アイテム合成レシピ設定シート,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#基本設定枠,取得経験値の適正設定枠,,,,合成に必要なスキルや素材アイテム設定枠,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#基本情報,取得経験値の適正LV情報,,,,,,,合成に必要な,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,適正BaseLV,,適正JobLV,,,,,料金情報,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#通し番号,MIN,MAX,MIN,MAX,スキルID,Lv,スキルID,料金,アイテムID,アイテムID,個数,アイテムID,個数,アイテムID,個数,アイテムID,個数,アイテムID,個数,確率,アイテムID,個数,確率,アイテムID,個数,確率,アイテムID,個数,確率,アイテムID,個数,確率,アイテムID,個数,確率,アイテムID,個数,確率,アイテムID,個数,確率
#アイテム精製LV1(1～20),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2157,15,20,9,14,2040,3,0,300,0,10108600,5,10100400,1,10095300,1,10122800,1,10123200,3,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2158,10,15,8,13,2040,3,0,300,0,10109800,1,10094800,1,0,0,0,0,10123300,1,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2159,10,15,10,15,2040,3,0,300,0,10112501,1,10094800,1,0,0,0,0,10119801,1,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2160,18,23,10,15,2040,3,0,300,0,10111700,3,10112400,3,10096000,1,10122700,1,10123400,3,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2161,18,23,10,15,2040,3,0,300,0,10111700,3,10112400,3,10096050,1,10122700,1,10123400,10,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2162,20,25,12,17,2040,3,0,300,0,10108100,5,10122500,1,10004200,1,10092100,1,10123500,1,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2163,20,25,12,17,2040,3,0,300,0,10114501,3,10121100,1,10094800,1,10001800,1,10123600,3,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2164,42,47,20,25,2040,3,0,300,0,10003950,1,10104200,1,10001800,1,0,0,10105301,3,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2165,5,10,8,13,2040,1,0,0,0,10101900,1,10001800,1,10045300,1,0,0,10124400,3,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2166,5,10,8,13,2040,1,0,0,0,10101950,1,10001800,1,10045300,1,0,0,10124400,10,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2167,8,13,9,14,2040,2,0,200,0,10124500,1,10124400,1,0,0,0,0,10124700,1,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2168,6,11,8,13,2040,2,0,200,0,10124500,1,10122600,1,10045300,1,0,0,10124800,1,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2169,10,15,9,14,2040,2,0,200,0,10122300,1,10102400,1,10122100,1,0,0,10124900,1,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2170,10,15,10,15,2040,3,0,300,0,10108000,1,10094800,1,0,0,0,0,10119800,1,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2171,5,10,3,7,2040,3,0,300,0,10107800,1,10045400,1,0,0,0,0,10105103,1,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2172,5,10,3,7,2040,3,0,300,0,10107900,1,10045400,1,0,0,0,0,10105103,1,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2173,7,12,8,13,2040,4,0,400,0,10114703,1,10001100,1,10007700,1,10124300,1,10124600,1,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2174,7,12,8,13,2040,4,0,400,0,10114704,1,10001100,1,10007700,1,10124300,1,10124600,3,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2175,7,12,8,13,2040,4,0,400,0,10114705,1,10001100,1,10007700,1,10124300,1,10124600,3,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2176,10,15,10,15,2040,4,0,400,0,10112600,1,10001100,1,10007700,1,10124300,1,10119900,1,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2177,10,17,9,14,2040,5,0,500,0,10119900,1,10094800,1,0,0,0,0,31142501,1,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2178,11,16,9,14,2040,5,0,500,0,10102400,1,10006300,1,10007700,1,10094800,1,31142401,1,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2179,5,10,3,7,2040,1,0,0,0,10002200,1,10001100,1,10008450,1,10007700,1,10125200,1,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2180,5,10,3,7,2040,1,0,0,0,10032811,2,10001100,1,10008450,1,10007700,1,10125200,1,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2181,5,10,3,7,2040,1,0,0,0,10122400,1,10001100,1,10008450,1,10007700,1,10125200,3,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2182,7,12,8,13,2040,2,0,200,0,10100300,1,10094800,1,0,0,0,0,10125300,3,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2183,7,12,8,13,2040,2,0,200,0,10100350,1,10094800,1,0,0,0,0,10125300,10,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2184,15,20,10,15,2040,2,0,200,0,10108200,1,10100400,1,10125200,1,0,0,10125400,3,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2185,10,15,9,14,2040,3,0,300,0,10004000,1,10004200,1,10006300,1,10125200,1,10125500,1,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2186,12,17,9,14,2040,3,0,300,0,10095100,1,10100400,1,10125200,1,10008451,1,10125600,3,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2187,12,17,9,14,2040,3,0,300,0,10095150,1,10100400,1,10125200,1,10008451,1,10125600,10,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2188,12,17,9,14,2040,3,0,300,0,10101800,1,10100400,1,10125200,1,10008451,1,10125600,3,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2189,10,15,10,15,2040,3,0,300,0,10115101,1,10094852,1,0,0,0,0,10105700,5,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2190,10,15,10,15,2040,3,0,300,0,10115102,1,10094852,1,0,0,0,0,10105700,5,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2191,10,15,9,14,2040,4,0,400,0,10101300,1,10122200,1,10122300,1,10045300,1,10125700,3,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2192,10,15,10,15,2040,4,0,400,0,10121300,1,10122100,1,10045300,1,0,0,10125800,3,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2193,15,20,10,15,2040,4,0,400,0,10115600,1,10104300,1,10122100,1,10007700,1,10125900,3,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2194,7,12,8,13,2040,4,0,400,0,10114600,1,10001100,1,10007700,1,10124300,1,10124600,1,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2195,7,12,8,13,2040,4,0,400,0,10114601,1,10001100,1,10007700,1,10124300,1,10124600,1,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2196,7,12,8,13,2040,4,0,400,0,10114700,1,10001100,1,10007700,1,10124300,1,10124600,1,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2197,7,12,8,13,2040,4,0,400,0,10114701,1,10001100,1,10007700,1,10124300,1,10124600,1,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2198,7,12,8,13,2040,4,0,400,0,10114702,1,10001100,1,10007700,1,10124300,1,10124600,1,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2199,15,20,9,14,2040,2,0,200,0,10112800,1,10122100,1,10008450,1,10016800,1,10126800,1,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#アイテム精製LV1～3（2200～2299）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2200,18,23,10,15,2009,3,0,1000,0,10120300,100,10094850,1,0,0,0,0,10120305,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2201,18,23,10,15,2009,3,0,1000,0,10120300,100,10099900,1,0,0,0,0,10120306,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2202,18,23,10,15,2009,3,0,1000,0,10120400,100,10095700,1,0,0,0,0,10120401,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2203,18,23,10,15,2009,3,0,1000,0,10120400,100,10097300,1,0,0,0,0,10120402,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2204,18,23,10,15,2009,3,0,1000,0,10120400,100,10096700,1,0,0,0,0,10120403,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2205,18,23,10,15,2009,3,0,1000,0,10120400,100,10101500,1,0,0,0,0,10120404,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2206,18,23,10,15,2009,3,0,1000,0,10120400,100,10094850,1,0,0,0,0,10120405,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2207,18,23,10,15,2009,3,0,1000,0,10120400,100,10099900,1,0,0,0,0,10120406,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2208,18,23,10,15,2009,3,0,1000,0,10120500,100,10095700,1,0,0,0,0,10120501,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2209,18,23,10,15,2009,3,0,1000,0,10120500,100,10097300,1,0,0,0,0,10120502,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2210,18,23,10,15,2009,3,0,1000,0,10120500,100,10096700,1,0,0,0,0,10120503,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2211,18,23,10,15,2009,3,0,1000,0,10120500,100,10101500,1,0,0,0,0,10120504,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2212,18,23,10,15,2009,3,0,1000,0,10120500,100,10094850,1,0,0,0,0,10120505,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2213,18,23,10,15,2009,3,0,1000,0,10120500,100,10099900,1,0,0,0,0,10120506,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2214,10,15,8,13,2009,3,0,1000,0,10115400,3,10095400,1,0,0,0,0,10103400,30,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2215,18,23,10,15,2009,3,0,1000,0,10103400,100,10095700,1,0,0,0,0,10103401,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2216,18,23,10,15,2009,3,0,1000,0,10103400,100,10097300,1,0,0,0,0,10103402,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2217,18,23,10,15,2009,3,0,1000,0,10103400,100,10096700,1,0,0,0,0,10103403,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2218,18,23,10,15,2009,3,0,1000,0,10103400,100,10101500,1,0,0,0,0,10103404,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2219,18,23,10,15,2009,3,0,1000,0,10103400,100,10094850,1,0,0,0,0,10103405,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2220,18,23,10,15,2009,3,0,1000,0,10103400,100,10099900,1,0,0,0,0,10103406,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2221,5,10,8,13,2009,3,0,1000,0,10102000,1,10001100,1,10045400,1,10001800,1,10122100,3,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2222,5,10,8,13,2009,3,0,1000,0,10102050,1,10001100,1,10045400,1,10001800,1,10122100,10,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2223,5,10,8,13,2009,3,0,1000,0,10102000,1,10045400,1,10001800,1,0,0,10122200,3,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2224,5,10,8,13,2009,3,0,1000,0,10102050,1,10045400,1,10001800,1,0,0,10122200,10,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2225,4,9,3,7,2009,3,0,1000,0,10102000,1,10001800,2,0,0,0,0,10122300,3,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2226,4,9,3,7,2009,3,0,1000,0,10102050,1,10001800,2,0,0,0,0,10122300,10,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2227,4,9,3,7,2009,3,0,1000,0,10102000,1,10001800,3,0,0,0,0,10122400,3,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2228,4,9,3,7,2009,3,0,1000,0,10102050,1,10001800,3,0,0,0,0,10122400,10,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2229,4,9,3,7,2009,3,0,1000,0,10102000,1,10001800,1,0,0,0,0,10122500,3,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2230,4,9,3,7,2009,3,0,1000,0,10102050,1,10001800,1,0,0,0,0,10122500,10,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2231,4,9,3,7,2009,3,0,1000,0,10102000,1,0,0,0,0,0,0,10122600,3,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2232,4,9,3,7,2009,3,0,1000,0,10102050,1,0,0,0,0,0,0,10122600,10,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2233,4,9,3,7,2009,3,0,1000,0,10094800,1,0,0,0,0,0,0,10122700,3,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2234,4,9,3,7,2009,3,0,1000,0,10094850,1,0,0,0,0,0,0,10122700,10,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2235,1,5,1,5,2009,3,0,1000,0,10001100,1,10045400,1,10001800,1,0,0,10122800,3,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2236,16,21,10,15,2009,3,0,1000,0,10110900,3,10001110,1,0,0,0,0,10122900,3,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2237,15,20,9,14,2009,3,0,1000,0,10114300,3,10001110,1,0,0,0,0,10003950,3,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2238,15,20,9,14,2009,3,0,1000,0,10113900,1,10001110,1,0,0,0,0,10003950,3,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2239,3,8,2,6,2009,3,0,150000,0,10114502,1,0,0,0,0,0,0,10019306,5,90,10001250,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2240,5,10,8,13,2009,1,0,0,0,10112300,1,0,0,0,0,0,0,10032800,10,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2241,11,16,8,13,2009,2,0,100,0,10112300,1,10095700,1,0,0,0,0,10032801,10,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2242,11,16,8,13,2009,2,0,100,0,10112300,1,10099800,1,0,0,0,0,10032802,10,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2243,11,16,8,13,2009,2,0,100,0,10112300,1,10097300,1,0,0,0,0,10032803,10,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2244,11,16,8,13,2009,2,0,100,0,10112300,1,10121700,1,0,0,0,0,10032804,10,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2245,11,16,8,13,2009,2,0,100,0,10112300,1,10101500,1,0,0,0,0,10032805,10,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2246,11,16,8,13,2009,2,0,100,0,10112300,1,10097400,1,0,0,0,0,10032806,10,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2247,11,16,8,13,2009,2,0,100,0,10112300,1,10096700,1,0,0,0,0,10032807,10,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2248,11,16,8,13,2009,2,0,100,0,10112300,1,10101600,1,0,0,0,0,10032808,10,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2249,11,16,8,13,2009,2,0,100,0,10112300,1,10099900,1,0,0,0,0,10032809,10,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2250,11,16,8,13,2009,2,0,100,0,10112300,1,10094850,1,0,0,0,0,10032811,10,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2251,5,10,8,13,2009,3,0,1000,0,10106600,1,0,0,0,0,0,0,10020307,3,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2252,5,10,8,13,2009,3,0,1000,0,10112400,1,0,0,0,0,0,0,10020307,1,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2253,4,9,3,7,2009,3,0,1000,0,10094800,2,0,0,0,0,0,0,10124500,3,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2254,4,9,3,7,2009,3,0,1000,0,10094850,2,0,0,0,0,0,0,10124500,10,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2255,1,5,1,5,2009,3,0,1000,0,10002900,1,0,0,0,0,0,0,10124300,1,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2256,1,5,1,5,2009,3,0,1000,0,10097000,1,0,0,0,0,0,0,10124300,3,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2257,1,5,1,5,2009,3,0,1000,0,10097050,1,0,0,0,0,0,0,10124300,10,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2258,5,10,8,13,2009,3,0,1000,0,10116000,1,0,0,0,0,0,0,10020307,1,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2259,5,10,8,13,2009,3,0,1000,0,10116100,1,0,0,0,0,0,0,10020307,1,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2260,15,20,9,14,2009,3,0,1000,0,10113700,3,10001110,1,0,0,0,0,10003950,3,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2261,15,20,9,14,2009,3,0,1000,0,10114000,3,10001110,1,0,0,0,0,10003950,3,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2262,15,20,9,14,2009,3,0,1000,0,10114100,3,10001110,1,0,0,0,0,10003950,3,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2263,15,20,9,14,2009,3,0,1000,0,10114200,3,10001110,1,0,0,0,0,10003950,3,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2264,5,10,8,13,2009,3,0,1000,0,10112401,1,0,0,0,0,0,0,10020307,1,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2265,5,10,8,13,2009,3,0,1000,0,10109400,3,0,0,0,0,0,0,10020300,1,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2266,8,13,8,13,2009,3,0,1000,0,10109500,1,10001110,1,0,0,0,0,10130600,10,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2267,92,97,42,47,2009,3,0,5000,0,10150500,1,10150000,1,0,0,0,0,10149600,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2268,25,30,10,15,2009,1,0,0,0,10002202,1,10144301,1,0,0,0,0,10014651,1,90,10001250,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2269,25,30,10,15,2009,1,0,0,0,10002202,1,10043402,1,0,0,0,0,10014651,1,90,10001250,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2270,65,73,28,35,2009,3,0,5000,10033000,10032900,1,10033300,1,10038616,5,10018002,5,10032700,1,5,10001250,1,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2271,25,30,10,15,2009,1,0,0,0,10002202,1,10011404,1,0,0,0,0,10014651,1,90,10001250,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2272,2,7,2,6,2009,3,0,5000,0,10048015,250,0,0,0,0,0,0,10048013,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2273,2,7,2,6,2009,3,0,5000,0,10048016,5,0,0,0,0,0,0,10048013,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#薬品製作LV1～5（2300～2399）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2300,1,5,1,5,2022,1,0,0,0,10124300,5,0,0,0,0,0,0,10001907,1,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2301,1,5,1,5,2022,3,0,300,0,10113200,1,10000204,1,0,0,0,0,10000302,1,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2302,1,5,1,5,2022,3,0,300,0,10115804,1,10000204,1,0,0,0,0,10000302,1,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2303,15,20,8,13,2022,3,0,300,0,10113100,1,10000204,1,0,0,0,0,10000310,3,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2304,6,11,8,13,2022,3,0,300,0,10112501,1,10000302,1,0,0,0,0,10038102,3,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2305,1,5,1,5,2022,3,0,300,0,10112301,1,10000204,1,0,0,0,0,10000302,1,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2306,1,5,1,5,2022,3,0,300,0,10111200,1,10000204,1,0,0,0,0,10000302,1,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#ユニオンペット餌（2400～2479）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2400,1,5,1,5,2040,1,0,300,0,10001100,1,10045400,1,10001800,1,0,0,68500166,1,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2401,2,7,2,6,2040,1,0,300,0,68500166,1,10000103,1,0,0,0,0,68500100,1,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2402,1,5,1,5,2040,1,0,300,0,68500100,1,10007700,1,0,0,0,0,68500101,1,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403,2,7,2,6,2040,1,0,300,0,68500100,1,10007400,1,0,0,0,0,68500102,1,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2404,1,5,1,5,2040,1,0,300,0,68500100,6,0,0,0,0,0,0,68500103,1,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2405,2,7,2,6,2040,1,0,300,0,68500101,6,0,0,0,0,0,0,68500104,1,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2406,2,7,2,6,2040,1,0,300,0,68500102,6,0,0,0,0,0,0,68500105,1,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2407,1,5,1,5,2040,1,0,300,0,68500100,12,0,0,0,0,0,0,68500106,1,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2408,2,7,2,6,2040,1,0,300,0,68500101,12,0,0,0,0,0,0,68500107,1,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2409,2,7,2,6,2040,1,0,300,0,68500102,12,0,0,0,0,0,0,68500108,1,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2410,1,5,1,5,2040,1,0,300,0,68500100,48,0,0,0,0,0,0,68500109,1,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2411,2,7,2,6,2040,1,0,300,0,68500101,48,0,0,0,0,0,0,68500110,1,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2412,2,7,2,6,2040,1,0,300,0,68500102,48,0,0,0,0,0,0,68500111,1,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2413,2,7,2,6,2040,2,0,300,0,68500100,1,10108600,1,0,0,0,0,68500112,1,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2414,2,7,2,6,2040,2,0,300,0,68500100,1,10106400,1,0,0,0,0,68500112,1,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2415,2,7,2,6,2040,2,0,300,0,68500100,1,10114703,1,0,0,0,0,68500112,1,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
